"TOA5","13 1000x","CR1000X","22890","CR1000X.Std.04.02","CPU:CO2_1000X_2hr.CR1X","17869","Test"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C","CO2"
"TS","RN","Volts","Deg C","ppm"
"","","Min","Smp","Smp"
"2025-11-29 12:00:00",348,12.69,20.65,141.4507
"2025-11-29 14:00:00",349,12.75,26.11,141.5194
"2025-11-29 16:00:00",350,12.69,22.75,141.3427
"2025-11-29 18:00:00",351,12.69,19.38,173.1101
"2025-11-29 20:00:00",352,12.68,17.31,173.3761
"2025-11-29 22:00:00",353,12.66,16.34,151.7887
"2025-11-30 00:00:00",354,12.67,14.48,183.6254
"2025-11-30 02:00:00",355,12.67,14.57,162.5612
"2025-11-30 04:00:00",356,12.67,14.76,162.6454
"2025-11-30 06:00:00",357,12.64,14.51,194.3172
"2025-11-30 08:00:00",358,12.67,13.93,173.3391
"2025-11-30 10:00:00",359,12.7,20.74,141.5686
"2025-11-30 12:00:00",360,12.72,26.06,141.5921
"2025-11-30 14:00:00",361,12.75,29.74,141.5885
"2025-11-30 16:00:00",362,12.7,27.96,162.56
"2025-11-30 18:00:00",363,12.7,23.05,183.4889
"2025-11-30 20:00:00",364,12.68,18.44,194.2838
"2025-11-30 22:00:00",365,12.67,16.28,204.5023
"2025-12-01 00:00:00",366,12.66,15.03,236.1614
"2025-12-01 02:00:00",367,12.63,14.28,247.0318
"2025-12-01 04:00:00",368,12.62,13.3,247.1118
"2025-12-01 06:00:00",369,12.62,13.04,257.863
"2025-12-01 08:00:00",370,12.62,13.9,162.684
"2025-12-01 10:00:00",371,12.63,17.06,151.9434
"2025-12-01 12:00:00",372,12.65,21.59,141.6164
"2025-12-01 14:00:00",373,12.7,25.07,141.5044
"2025-12-01 16:00:00",374,12.67,22.62,141.406
"2025-12-01 18:00:00",375,12.67,20.33,141.3174
"2025-12-01 20:00:00",376,12.65,19.31,173.373
"2025-12-01 22:00:00",377,12.62,19.08,173.3848
"2025-12-02 00:00:00",378,12.63,18.73,152.3144
"2025-12-02 02:00:00",379,12.65,18.27,194.3153
"2025-12-02 04:00:00",380,12.62,17.31,204.8072
"2025-12-02 06:00:00",381,12.64,17.52,151.9424
"2025-12-02 08:00:00",382,12.63,19.06,141.3221
"2025-12-02 10:00:00",383,12.66,20.74,141.4453
"2025-12-02 12:00:00",384,12.65,25.09,131.315
"2025-12-02 14:00:00",385,12.65,25.95,131.3118
"2025-12-02 16:00:00",386,12.67,26.62,141.623
"2025-12-02 18:00:00",387,12.64,24,225.6259
"2025-12-02 20:00:00",388,12.63,21.85,194.3119
"2025-12-02 22:00:00",389,12.65,19.96,151.9884
"2025-12-03 00:00:00",390,12.64,17.06,215.5073
"2025-12-03 02:00:00",391,12.63,15.6,215.2241
"2025-12-03 04:00:00",392,12.63,14.28,173.1775
"2025-12-03 06:00:00",393,12.61,13.91,162.6802
"2025-12-03 08:00:00",394,12.59,13.31,152.1324
"2025-12-03 10:00:00",395,12.64,16.61,151.9043
"2025-12-03 12:00:00",396,12.67,19.37,141.2802
"2025-12-03 14:00:00",397,12.82,32.25,152.2754
"2025-12-03 16:00:00",398,12.76,26.39,141.3786
"2025-12-03 18:00:00",399,12.7,18.8,173.1224
"2025-12-03 20:00:00",400,12.68,14.47,194.1381
"2025-12-03 22:00:00",401,12.66,12.36,183.5239
"2025-12-04 00:00:00",402,12.65,11.27,151.8309
"2025-12-04 02:00:00",403,12.64,9.8,162.6707
"2025-12-04 04:00:00",404,12.64,8.18,162.5502
"2025-12-04 06:00:00",405,12.6,7.275,173.395
"2025-12-04 08:00:00",406,12.6,6.736,162.6973
"2025-12-04 10:00:00",407,12.64,13.57,152.0385
"2025-12-04 12:00:00",408,12.66,19.54,141.6063
"2025-12-04 14:00:00",409,12.71,21.59,141.3149
"2025-12-04 16:00:00",410,12.72,21.62,141.2658
"2025-12-04 18:00:00",411,12.69,17.83,162.6205
"2025-12-04 20:00:00",412,12.66,15.62,183.3726
"2025-12-04 22:00:00",413,12.62,14.44,183.4628
"2025-12-05 00:00:00",414,12.63,14.31,173.114
"2025-12-05 02:00:00",415,12.62,13.37,173.3941
"2025-12-05 04:00:00",416,12.63,14.24,152.0884
"2025-12-05 06:00:00",417,12.63,14.25,173.3377
"2025-12-05 08:00:00",418,12.63,14.35,162.6181
"2025-12-05 10:00:00",419,12.66,20.89,141.288
"2025-12-05 12:00:00",420,12.66,23.88,131.3829
