"TOA5","5_Bradford","CR1000","68222","CR1000.Std.27.04","CPU:Bradford5_1hr_08262025.CR1","55220","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2High","CO2Low"
"2025-10-07 10:00:00",940,13.4,21237.25,2365.492
"2025-10-07 11:00:00",941,13.64,21225.75,2383.157
"2025-10-07 12:00:00",942,14.25,21218.56,2352.757
"2025-10-07 13:00:00",943,14.26,21224.31,2370.422
"2025-10-07 14:00:00",944,13.77,21220,2391.784
"2025-10-07 15:00:00",945,13.78,21222.87,2391.784
"2025-10-07 16:00:00",946,13.25,21220,2404.109
"2025-10-07 17:00:00",947,13.12,21214.25,2400.001
"2025-10-07 18:00:00",948,13.06,21201.3,2395.482
"2025-10-07 19:00:00",949,13.05,21203.21,2430.454
"2025-10-07 20:00:00",950,13.04,21205.06,2388.186
"2025-10-07 21:00:00",951,13.02,21197.63,2376.245
"2025-10-07 22:00:00",952,13.01,21187.91,2369.049
"2025-10-07 23:00:00",953,13,21198.8,2349.419
"2025-10-08 00:00:00",954,12.99,21194.2,2367.716
"2025-10-08 01:00:00",955,12.97,21193.48,2343.396
"2025-10-08 02:00:00",956,12.95,21191.41,2333.214
"2025-10-08 03:00:00",957,12.93,21196.09,2322.414
"2025-10-08 04:00:00",958,12.91,21200.08,2313.244
"2025-10-08 05:00:00",959,12.89,21209.11,2285.247
"2025-10-08 06:00:00",960,12.87,21205.42,2267.386
"2025-10-08 07:00:00",961,12.89,21203.66,2284.202
"2025-10-08 08:00:00",962,13.4,21199.03,2513.869
"2025-10-08 09:00:00",963,13.49,21197,2336.324
"2025-10-08 10:00:00",964,13.55,21188.37,2257.447
"2025-10-08 11:00:00",965,13.59,21186.93,2306.745
"2025-10-08 12:00:00",966,13.58,21191.24,2308.388
"2025-10-08 13:00:00",967,14.26,21194.12,2273.469
"2025-10-08 14:00:00",968,13.56,21119.35,2251.284
"2025-10-08 15:00:00",969,13.77,21150.98,2227.868
"2025-10-08 16:00:00",970,13.77,21133.73,2214.722
"2025-10-08 17:00:00",971,13.26,21156.73,2209.792
"2025-10-08 18:00:00",972,13.07,21158.17,2152.277
"2025-10-08 19:00:00",973,13.05,21161.04,2167.888
"2025-10-08 20:00:00",974,13.04,21177.09,2184.344
"2025-10-08 21:00:00",975,13.02,21153.23,2139.77
"2025-10-08 22:00:00",976,13.01,21136.16,2176.766
"2025-10-08 23:00:00",977,13,21118.04,2108.477
"2025-10-09 00:00:00",978,12.99,21131.83,2131.835
"2025-10-09 01:00:00",979,12.98,21135.96,2137.979
"2025-10-09 02:00:00",980,12.96,21140.94,2093.943
"2025-10-09 03:00:00",981,12.95,21131.44,2129.331
"2025-10-09 04:00:00",982,12.92,21129.36,2130.232
"2025-10-09 05:00:00",983,12.9,21125.36,2137.249
"2025-10-09 06:00:00",984,12.89,21096.97,2161.791
"2025-10-09 07:00:00",985,12.87,21117.12,2153.165
"2025-10-09 08:00:00",986,12.93,21129.12,2220.183
"2025-10-09 09:00:00",987,13.35,21101.45,2355.471
"2025-10-09 10:00:00",988,13.71,21111.46,2493.754
"2025-10-09 11:00:00",989,13.7,21107.84,2465.321
"2025-10-09 12:00:00",990,13.57,21119.35,2259.912
"2025-10-09 13:00:00",991,14.26,21122.22,2275.112
"2025-10-09 14:00:00",992,13.83,21123.66,2256.625
"2025-10-09 15:00:00",993,13.83,21100.65,2265.252
"2025-10-09 16:00:00",994,13.81,21106.41,2262.787
"2025-10-09 17:00:00",995,13.12,21133.75,2244.714
"2025-10-09 18:00:00",996,13.06,21119.16,2202.117
"2025-10-09 19:00:00",997,13.05,21142.46,2201.886
"2025-10-09 20:00:00",998,13.04,21151.52,2146.726
"2025-10-09 21:00:00",999,13.02,21160.01,2098.911
"2025-10-09 22:00:00",1000,13.01,21152.59,2106.693
"2025-10-09 23:00:00",1001,13,21163.11,2144.535
"2025-10-10 00:00:00",1002,12.99,21168.69,2140.966
"2025-10-10 01:00:00",1003,12.97,21148.33,2130.405
"2025-10-10 02:00:00",1004,12.96,21135.72,2080.722
"2025-10-10 03:00:00",1005,12.93,21094.24,2167.178
"2025-10-10 04:00:00",1006,12.91,21120.89,2127.276
"2025-10-10 05:00:00",1007,12.89,21116.21,2103.277
"2025-10-10 06:00:00",1008,12.87,21129.33,2123.168
"2025-10-10 07:00:00",1009,12.86,21130.84,2049.734
"2025-10-10 08:00:00",1010,12.9,21126.37,2066.574
"2025-10-10 09:00:00",1011,13.09,21124.94,2089.596
"2025-10-10 10:00:00",1012,13.56,21141.51,2139.268
"2025-10-10 11:00:00",1013,13.71,21139.5,2218.505
"2025-10-10 12:00:00",1014,13.87,21145.5,2164.924
"2025-10-10 13:00:00",1015,13.54,21153.27,2181.123
"2025-10-10 14:00:00",1016,14.12,21156.73,2188.167
"2025-10-10 15:00:00",1017,13.43,21143.33,2141.986
"2025-10-10 16:00:00",1018,13.23,21139.23,2237.488
"2025-10-10 17:00:00",1019,13.16,21123.56,2165.74
"2025-10-10 18:00:00",1020,13.06,21123.17,2159.449
"2025-10-10 19:00:00",1021,13.05,21140.48,2157.398
"2025-10-10 20:00:00",1022,13.04,21136.69,2126.207
"2025-10-10 21:00:00",1023,13.02,21133.81,2084.275
"2025-10-10 22:00:00",1024,13.01,21102.15,2099.486
"2025-10-10 23:00:00",1025,13,21083.45,2130.729
"2025-10-11 00:00:00",1026,12.98,21090.64,2135.251
"2025-10-11 01:00:00",1027,12.96,21107.91,2132.785
"2025-10-11 02:00:00",1028,12.93,21092.08,2139.363
"2025-10-11 03:00:00",1029,12.9,21103.59,2108.119
"2025-10-11 04:00:00",1030,12.87,21109.35,2115.519
"2025-10-11 05:00:00",1031,12.85,21117.98,2138.951
"2025-10-11 06:00:00",1032,12.85,21109.35,2148.818
"2025-10-11 07:00:00",1033,12.84,21119.42,2103.597
"2025-10-11 08:00:00",1034,12.87,21115.1,2099.486
"2025-10-11 09:00:00",1035,13.1,21119.42,2135.663
"2025-10-11 10:00:00",1036,13.5,21116.54,2108.941
"2025-10-11 11:00:00",1037,14.08,21102.15,2293.525
"2025-10-11 12:00:00",1038,13.88,21099.97,2406.249
"2025-10-11 13:00:00",1039,14.26,21101.41,2443.801
"2025-10-11 14:00:00",1040,14.26,21110.37,2212.11
"2025-10-11 15:00:00",1041,13.82,21107.96,2190.383
"2025-10-11 16:00:00",1042,13.78,21117.14,2177.554
"2025-10-11 17:00:00",1043,13.29,21120.87,2189.147
"2025-10-11 18:00:00",1044,13.1,21115.67,2207.804
"2025-10-11 19:00:00",1045,13.07,21134.97,2222.658
"2025-10-11 20:00:00",1046,13.05,21137.08,2212.197
"2025-10-11 21:00:00",1047,13.05,21140.76,2199.432
"2025-10-11 22:00:00",1048,13.04,21144.97,2147.256
"2025-10-11 23:00:00",1049,13.02,21143.29,2104.36
"2025-10-12 00:00:00",1050,13,21159.71,2121.685
"2025-10-12 01:00:00",1051,12.99,21156.83,2106.475
"2025-10-12 02:00:00",1052,12.96,21171.22,2081.397
"2025-10-12 03:00:00",1053,12.94,21176.97,2077.286
"2025-10-12 04:00:00",1054,12.91,21169.78,2082.631
"2025-10-12 05:00:00",1055,12.89,21162.59,2060.431
"2025-10-12 06:00:00",1056,12.86,21156.83,2023.432
"2025-10-12 07:00:00",1057,12.86,21155.39,2053.031
"2025-10-12 08:00:00",1058,13.51,21176.97,2276.259
"2025-10-12 09:00:00",1059,13.55,21193.46,2357.111
"2025-10-12 10:00:00",1060,13.56,21164.43,2103.44
"2025-10-12 11:00:00",1061,13.75,21169.81,2142.577
"2025-10-12 12:00:00",1062,14.25,21175.44,2134.613
"2025-10-12 13:00:00",1063,14.26,21168.23,2148.58
"2025-10-12 14:00:00",1064,13.78,21173.99,2170.353
"2025-10-12 15:00:00",1065,13.81,21185.49,2188.429
"2025-10-12 16:00:00",1066,13.79,21184.05,2228.689
"2025-10-12 17:00:00",1067,13.19,21183.37,2260.814
"2025-10-12 18:00:00",1068,13.07,21189.08,2232.203
"2025-10-12 19:00:00",1069,13.05,21191.95,2205.758
"2025-10-12 20:00:00",1070,13.04,21197.55,2155.384
"2025-10-12 21:00:00",1071,13.02,21205.31,2144.251
"2025-10-12 22:00:00",1072,13.01,21205.75,2138.54
"2025-10-12 23:00:00",1073,12.99,21198.56,2105.241
"2025-10-13 00:00:00",1074,12.97,21204.31,2093.73
"2025-10-13 01:00:00",1075,12.96,21204.31,2045.221
"2025-10-13 02:00:00",1076,12.94,21197.12,2009.866
"2025-10-13 03:00:00",1077,12.92,21204.31,1995.478
"2025-10-13 04:00:00",1078,12.89,21205.75,2014.388
"2025-10-13 05:00:00",1079,12.86,21205.75,1974.512
"2025-10-13 06:00:00",1080,12.84,21214.38,1977.389
"2025-10-13 07:00:00",1081,12.84,21211.51,1952.312
"2025-10-13 08:00:00",1082,13.52,21214.38,2129.496
"2025-10-13 09:00:00",1083,13.53,21208.26,2248.689
"2025-10-13 10:00:00",1084,13.58,21197.17,2162.713
"2025-10-13 11:00:00",1085,13.78,21177.29,2107.005
"2025-10-13 12:00:00",1086,14.25,21161.04,2144.883
"2025-10-13 13:00:00",1087,14.26,21169.67,2152.277
"2025-10-13 14:00:00",1088,13.84,21175.42,2204.862
"2025-10-13 15:00:00",1089,13.81,21158.17,2215.133
"2025-10-13 16:00:00",1090,13.77,21153.86,2246.355
"2025-10-13 17:00:00",1091,13.22,21173.99,2257.858
"2025-10-13 18:00:00",1092,13.08,21168.23,2241.836
"2025-10-13 19:00:00",1093,13.06,21177.76,2206.749
"2025-10-13 20:00:00",1094,13.04,21174.18,2176.125
"2025-10-13 21:00:00",1095,13.03,21170.89,2143.269
"2025-10-13 22:00:00",1096,13.01,21176.09,2055.001
"2025-10-13 23:00:00",1097,13,21172.66,2010.688
"2025-10-14 00:00:00",1098,12.98,21171.22,1967.934
"2025-10-14 01:00:00",1099,12.96,21169.78,1944.912
"2025-10-14 02:00:00",1100,12.94,21171.22,1908.325
"2025-10-14 03:00:00",1101,12.92,21169.78,1869.681
"2025-10-14 04:00:00",1102,12.89,21169.78,1858.582
"2025-10-14 05:00:00",1103,12.87,21171.22,1849.537
"2025-10-14 06:00:00",1104,12.84,21168.34,1796.917
"2025-10-14 07:00:00",1105,12.82,21168.34,1815.827
"2025-10-14 08:00:00",1106,13.28,21168.34,1927.646
"2025-10-14 09:00:00",1107,13.53,21167.62,2125.268
"2025-10-14 10:00:00",1108,13.59,21159.44,2264.156
"2025-10-14 11:00:00",1109,13.8,21155.6,2298.151
"2025-10-14 12:00:00",1110,14.24,21162.48,2066.416
"2025-10-14 13:00:00",1111,14.25,21155.29,2142.418
"2025-10-14 14:00:00",1112,13.79,21156.73,2145.704
"2025-10-14 15:00:00",1113,13.82,21176.86,2160.905
"2025-10-14 16:00:00",1114,13.77,21196.99,2176.105
"2025-10-14 17:00:00",1115,13.21,21189.8,2192.948
"2025-10-14 18:00:00",1116,13.08,21181.18,2172.818
"2025-10-14 19:00:00",1117,13.06,21180.85,2133.903
"2025-10-14 20:00:00",1118,13.05,21180.03,2096.578
"2025-10-14 21:00:00",1119,13.03,21184.14,2024.796
"2025-10-14 22:00:00",1120,13.02,21183.84,1991.477
"2025-10-14 23:00:00",1121,13,21188.28,1959.282
"2025-10-15 00:00:00",1122,12.99,21195.68,1890.236
"2025-10-15 01:00:00",1123,12.97,21202.87,1914.491
"2025-10-15 02:00:00",1124,12.95,21202.87,1885.303
"2025-10-15 03:00:00",1125,12.92,21201.43,1843.371
"2025-10-15 04:00:00",1126,12.9,21204.31,1822.405
"2025-10-15 05:00:00",1127,12.88,21205.75,1801.028
"2025-10-15 06:00:00",1128,12.85,21202.87,1789.517
"2025-10-15 07:00:00",1129,12.84,21194.24,1786.639
"2025-10-15 08:00:00",1130,13.53,21195.68,2032.477
