"TOA5","Bradford_6_","CR800","31037","CR800.Std.32.05","CPU:5a_1hr_07292024.CR8","37234","Test"
"TIMESTAMP","RECORD","BattV_Min","cDOM","CO2"
"TS","RN","Volts","ppbQ","ppm"
"","","Min","Smp","Smp"
"2025-10-31 12:00:00",2759,12.54,1.846849,-1129.775
"2025-10-31 14:00:00",2760,12.48,1.524735,-1115.401
"2025-10-31 16:00:00",2761,12.46,1.628214,-1072.295
"2025-10-31 18:00:00",2762,12.48,1.461093,-1135.524
"2025-10-31 20:00:00",2763,12.49,1.531378,-1103.902
"2025-10-31 22:00:00",2764,12.47,1.531692,-1072.365
"2025-11-01 00:00:00",2765,12.42,1.488293,-1064.13
"2025-11-01 02:00:00",2766,12.4,1.472217,-1047.123
"2025-11-01 04:00:00",2767,12.36,1.474947,-1024.11
"2025-11-01 06:00:00",2768,12.29,1.436051,-992.4658
"2025-11-01 08:00:00",2769,12.23,1.479135,-955.0685
"2025-11-01 10:00:00",2770,12.17,1.571414,-960.8219
"2025-11-01 12:00:00",2771,12.05,1.616902,-1006.161
"2025-11-01 14:00:00",2772,12.05,1.617264,-1060.781
"2025-11-01 16:00:00",2773,11.95,1.649116,-1060.718
"2025-11-01 18:00:00",2774,11.93,1.606414,-1060.78
"2025-11-01 20:00:00",2775,11.93,1.580223,-1023.409
"2025-11-01 22:00:00",2776,11.9,1.625071,-1043.532
"2025-11-02 00:00:00",2777,11.81,1.620822,-1006.347
"2025-11-02 02:00:00",2778,11.76,1.611771,-954.7549
"2025-11-02 04:00:00",2779,11.7,1.553186,-978.0821
"2025-11-02 06:00:00",2780,11.6,1.619599,-952.1918
"2025-11-02 08:00:00",2781,11.54,1.62051,-943.5616
"2025-11-02 10:00:00",2782,11.4,1.729596,-966.4201
"2025-11-02 12:00:00",2783,11.26,1.783786,-991.7868
"2025-11-02 14:00:00",2784,11.08,1.813546,-1040.654
"2025-11-02 16:00:00",2785,10.95,1.723555,-1054.976
"2025-11-02 18:00:00",2786,10.71,1.902816,-1046.391
"2025-11-02 20:00:00",2787,10.45,1.846448,-1080.903
"2025-11-02 22:00:00",2788,9.55,2.043743,-1072.279
