"TOA5","Bradford_9_","CR1000","84403","CR1000.Std.31","CPU:Bradford9_2hourly.CR1","29787","Test"
"TIMESTAMP","RECORD","BattV_Min","CO2High","CO2Low","cDOM"
"TS","RN","Volts","ppm","ppm","ppbQ"
"","","Min","Smp","Smp","Smp"
"2025-10-31 12:00:00",3302,13.31,147.6928,9.832533,0.8475593
"2025-10-31 14:00:00",3303,13.29,252.3728,16.38785,0.8308898
"2025-10-31 16:00:00",3304,13.27,252.3728,15.15876,0.9002671
"2025-10-31 18:00:00",3305,13.22,272.4479,14.74906,0.9131626
"2025-10-31 20:00:00",3306,13.2,315.466,16.79754,0.8660122
"2025-10-31 22:00:00",3307,13.17,326.9375,17.61693,0.8567346
"2025-11-01 00:00:00",3308,13.15,345.5787,18.84602,0.8674514
"2025-11-01 02:00:00",3309,13.13,355.6162,19.66541,0.8952856
"2025-11-01 04:00:00",3310,13.12,355.6162,18.02663,0.8536811
"2025-11-01 06:00:00",3311,13.1,367.1051,17.20806,0.8616714
"2025-11-01 08:00:00",3312,13.1,347.0345,18.02777,0.8498238
"2025-11-01 10:00:00",3313,13.13,263.8253,19.664,0.8746066
"2025-11-01 12:00:00",3314,13.21,252.3725,19.66539,0.9065002
"2025-11-01 14:00:00",3315,13.21,252.3728,17.61693,0.8920054
"2025-11-01 16:00:00",3316,13.19,263.8443,16.38785,0.9077024
"2025-11-01 18:00:00",3317,13.16,263.8443,16.79754,0.8637989
"2025-11-01 20:00:00",3318,13.13,303.9945,19.25572,0.8337951
"2025-11-01 22:00:00",3319,13.11,303.9945,19.25572,0.8703686
"2025-11-02 00:00:00",3320,13.11,355.6162,22.53329,0.9060261
"2025-11-02 02:00:00",3321,13.1,345.5732,22.53293,0.847802
"2025-11-02 04:00:00",3322,13.09,390.0174,24.17125,0.8835164
"2025-11-02 06:00:00",3323,13.09,378.5589,24.58175,0.8798562
"2025-11-02 08:00:00",3324,13.09,326.9335,23.76208,0.8396151
"2025-11-02 10:00:00",3325,13.12,263.8299,23.76108,0.9307418
"2025-11-02 12:00:00",3326,13.19,252.3727,22.94297,0.841865
"2025-11-02 14:00:00",3327,13.21,252.3728,19.66541,0.8812655
"2025-11-02 16:00:00",3328,13.18,263.8443,16.79754,0.9145871
"2025-11-02 18:00:00",3329,13.14,281.0515,18.84602,0.915905
"2025-11-02 20:00:00",3330,13.12,315.466,21.3042,0.9378444
"2025-11-02 22:00:00",3331,13.11,315.466,22.94298,0.8784399
"2025-11-03 00:00:00",3332,13.11,338.409,24.17207,0.9169638
"2025-11-03 02:00:00",3333,13.1,347.0126,24.58177,0.8831687
"2025-11-03 04:00:00",3334,13.1,315.466,24.17207,0.8632591
"2025-11-03 06:00:00",3335,13.09,336.975,24.58177,0.8713112
"2025-11-03 08:00:00",3336,13.09,315.4653,24.58171,0.8795183
"2025-11-03 10:00:00",3337,13.11,263.8296,24.5804,0.8502566
"2025-11-03 12:00:00",3338,13.16,252.3714,22.94286,0.8802823
