Date,Temp_PT,depth,ID,Water_press
2024-01-05T11:00:00Z,54.842,0.5216516833033662,5a,1.1945999999999994
2024-01-05T12:00:00Z,54.842,0.5205948630079087,5a,1.1931000000000012
2024-01-05T13:00:00Z,54.842,0.5233425957761013,5a,1.197000000000001
2024-01-05T14:00:00Z,55.017,0.5236244145215563,5a,1.1974
2024-01-05T15:00:00Z,55.017,0.52369486920792,5a,1.1974999999999998
2024-01-05T16:00:00Z,55.189,0.5224266848533701,5a,1.1957000000000004
2024-01-05T17:00:00Z,55.189,0.5235539598351924,5a,1.1973000000000003
2024-01-05T18:00:00Z,55.364,0.5270062394670241,5a,1.2021999999999995
2024-01-05T19:00:00Z,55.364,0.5305994284715843,5a,1.2073
2024-01-05T20:00:00Z,55.711,0.5289085159988502,5a,1.2049000000000003
2024-01-05T21:00:00Z,55.711,0.5268653300942965,5a,1.202
2024-01-05T22:00:00Z,55.884,0.5254562363670177,5a,1.1999999999999993
2024-01-05T23:00:00Z,55.711,0.5263721472897489,5a,1.2012999999999998
2024-01-06T00:00:00Z,55.884,0.5231312317170087,5a,1.1966999999999999
2024-01-06T01:00:00Z,56.057,0.5269357847806615,5a,1.2021000000000015
2024-01-06T02:00:00Z,56.057,0.5238357785806476,5a,1.1976999999999993
2024-01-06T03:00:00Z,56.23,0.5233425957761013,5a,1.197000000000001
2024-01-06T04:00:00Z,56.23,0.5241880520124673,5a,1.1982
2024-01-06T05:00:00Z,56.404,0.5253857816806538,5a,1.1998999999999995
2024-01-06T06:00:00Z,56.577,0.5376448971079757,5a,1.2172999999999998
2024-01-06T07:00:00Z,56.75,0.5410267220534448,5a,1.222100000000001
2024-01-06T08:00:00Z,56.923,0.5479312813171089,5a,1.2319000000000013
2024-01-06T09:00:00Z,57.096,0.5508199234580291,5a,1.2360000000000007
2024-01-06T10:00:00Z,57.268,0.5528631093625815,5a,1.2388999999999992
2024-01-06T11:00:00Z,57.441,0.5522994718716716,5a,1.238100000000001
2024-01-06T12:00:00Z,57.614,0.5513835609489406,5a,1.2368000000000006
2024-01-06T13:00:00Z,57.785,0.5514540156353043,5a,1.2369000000000003
2024-01-06T14:00:00Z,57.785,0.5480721906898365,5a,1.2321000000000009
2024-01-06T15:00:00Z,57.958,0.5486358281807464,5a,1.232899999999999
2024-01-06T16:00:00Z,57.958,0.5517358343807603,5a,1.2373000000000012
2024-01-06T17:00:00Z,58.131,0.551524470321668,5a,1.237
2024-01-06T18:00:00Z,58.131,0.5527926546762181,5a,1.2387999999999995
2024-01-06T19:00:00Z,58.303,0.5542017484034967,5a,1.2408000000000001
2024-01-06T20:00:00Z,58.303,0.5532858374807654,5a,1.2394999999999996
2024-01-06T21:00:00Z,58.476,0.5516653796943956,5a,1.2371999999999996
2024-01-06T22:00:00Z,58.476,0.5505381047125741,5a,1.2356000000000016
2024-01-06T23:00:00Z,58.647,0.5503267406534815,5a,1.2353000000000005
2024-01-07T00:00:00Z,58.647,0.5507494687716643,5a,1.235899999999999
2024-01-07T01:00:00Z,58.82,0.5501858312807528,5a,1.2350999999999992
2024-01-07T02:00:00Z,58.82,0.5521585624989431,5a,1.2378999999999998
2024-01-07T03:00:00Z,58.993,0.5513835609489406,5a,1.2368000000000006
2024-01-07T04:00:00Z,58.993,0.549199465671659,5a,1.2337000000000007
2024-01-07T05:00:00Z,58.993,0.551383560948939,5a,1.2367999999999988
2024-01-07T06:00:00Z,58.993,0.5522994718716705,5a,1.2380999999999993
2024-01-07T07:00:00Z,58.993,0.549129010985294,5a,1.2335999999999991
2024-01-07T08:00:00Z,58.993,0.5496926484762052,5a,1.234399999999999
2024-01-07T09:00:00Z,58.82,0.5499040125352979,5a,1.2347000000000001
2024-01-07T10:00:00Z,58.82,0.5508903781443917,5a,1.2360999999999986
2024-01-07T11:00:00Z,58.82,0.5475790078852889,5a,1.2314000000000007
2024-01-07T12:00:00Z,58.82,0.5455358219807351,5a,1.2285000000000004
2024-01-07T13:00:00Z,58.647,0.5470858250807402,5a,1.2306999999999988
2024-01-07T14:00:00Z,58.647,0.5461699141580103,5a,1.2294
2024-01-07T15:00:00Z,58.647,0.5454653672943715,5a,1.2284000000000006
2024-01-07T16:00:00Z,58.647,0.5441267282534563,5a,1.2264999999999997
2024-01-07T17:00:00Z,58.647,0.5428585438989049,5a,1.2246999999999986
2024-01-07T18:00:00Z,58.647,0.5465221875898301,5a,1.2299000000000007
2024-01-07T19:00:00Z,58.647,0.5462403688443751,5a,1.2295000000000016
2024-01-07T20:00:00Z,58.476,0.5458880954125538,5a,1.2289999999999992
2024-01-07T21:00:00Z,58.476,0.5448312751170963,5a,1.227500000000001
2024-01-07T22:00:00Z,58.303,0.54490172980346,5a,1.2276000000000007
2024-01-07T23:00:00Z,58.303,0.5456062766670988,5a,1.2286000000000001
2024-01-08T00:00:00Z,58.131,0.5467335516489225,5a,1.2302000000000017
2024-01-08T01:00:00Z,57.958,0.5472971891398315,5a,1.230999999999998
2024-01-08T02:00:00Z,57.785,0.5429994532716349,5a,1.2249000000000017
2024-01-08T03:00:00Z,57.785,0.5419426329761761,5a,1.2234000000000016
2024-01-08T04:00:00Z,57.614,0.54349263607618,5a,1.2255999999999982
2024-01-08T05:00:00Z,57.614,0.5424358157807223,5a,1.2241
2024-01-08T06:00:00Z,57.441,0.5437040001352735,5a,1.225900000000001
2024-01-08T07:00:00Z,57.268,0.54201308766254,5a,1.2235000000000014
2024-01-08T08:00:00Z,57.096,0.5450426391761873,5a,1.2278000000000002
2024-01-08T09:00:00Z,57.096,0.5382085345988872,5a,1.2180999999999997
2024-01-08T10:00:00Z,56.923,0.5413789954852635,5a,1.2226
2024-01-08T11:00:00Z,56.75,0.541872178289811,5a,1.2233
2024-01-08T12:00:00Z,56.75,0.5413085407988998,5a,1.2225000000000001
2024-01-08T13:00:00Z,56.75,0.5407449033079885,5a,1.2217000000000002
