Site_ID,Lat,Long,Increment,Upper,Lower,LOI.SOM,Type,person
6_20,29.970928,-82.23467,30_60,30,60,0.656895623,GIW,AJ
6_20,29.9717,-82.234545,0_30,0,30,9.803717747,GIW,AJ
6_20,29.97131,-82.234802,0_30,0,30,9.803717747,GIW,AJ
6_20,29.971065,-82.234693,0_30,0,30,9.803717747,GIW,AJ
6_20,29.970928,-82.23467,0_30,0,30,9.803717747,GIW,AJ
6_20,29.9717,-82.234545,0_30,0,30,26.53768535,GIW,AJ
6_20,29.97131,-82.234802,0_30,0,30,26.53768535,GIW,AJ
6_20,29.971065,-82.234693,0_30,0,30,26.53768535,GIW,AJ
6_20,29.970928,-82.23467,0_30,0,30,26.53768535,GIW,AJ
6_20,29.9717,-82.234545,30_60,30,60,8.392938166,GIW,AJ
6_20,29.97131,-82.234802,30_60,30,60,8.392938166,GIW,AJ
6_20,29.971065,-82.234693,30_60,30,60,8.392938166,GIW,AJ
6_20,29.970928,-82.23467,30_60,30,60,8.392938166,GIW,AJ
14_115,29.9147165424809,-82.29697247,0_30,0,30,1.268114148,GIW,AJ
14_115,29.9148060493478,-82.29697516,0_30,0,30,1.268114148,GIW,AJ
14_115,29.914879282179,-82.29701271,0_30,0,30,1.268114148,GIW,AJ
14_115,29.9148118614792,-82.29704221,0_30,0,30,1.268114148,GIW,AJ
14_115,29.9147165424809,-82.29697247,30_60,30,60,1.175246564,GIW,AJ
14_115,29.9148060493478,-82.29697516,30_60,30,60,1.175246564,GIW,AJ
14_115,29.914879282179,-82.29701271,30_60,30,60,1.175246564,GIW,AJ
14_115,29.9148118614792,-82.29704221,30_60,30,60,1.175246564,GIW,AJ
14_115,29.9147165424809,-82.29697247,0_30,0,30,2.516590389,GIW,AJ
14_115,29.9148060493478,-82.29697516,0_30,0,30,2.516590389,GIW,AJ
14_115,29.914879282179,-82.29701271,0_30,0,30,2.516590389,GIW,AJ
14_115,29.9148118614792,-82.29704221,0_30,0,30,2.516590389,GIW,AJ
14_115,29.9147165424809,-82.29697247,30_60,30,60,2.222176288,GIW,AJ
14_115,29.9148060493478,-82.29697516,30_60,30,60,2.222176288,GIW,AJ
14_115,29.914879282179,-82.29701271,30_60,30,60,2.222176288,GIW,AJ
14_115,29.9148118614792,-82.29704221,30_60,30,60,2.222176288,GIW,AJ
14_115,29.9147165424809,-82.29697247,0_30,0,30,2.108739739,GIW,AJ
14_115,29.9148060493478,-82.29697516,0_30,0,30,2.108739739,GIW,AJ
14_115,29.914879282179,-82.29701271,0_30,0,30,2.108739739,GIW,AJ
14_115,29.9148118614792,-82.29704221,0_30,0,30,2.108739739,GIW,AJ
14_115,29.9147165424809,-82.29697247,30_60,30,60,0.997634926,GIW,AJ
14_115,29.9148060493478,-82.29697516,30_60,30,60,0.997634926,GIW,AJ
14_115,29.914879282179,-82.29701271,30_60,30,60,0.997634926,GIW,AJ
14_115,29.9148118614792,-82.29704221,30_60,30,60,0.997634926,GIW,AJ
14_115,29.9147165424809,-82.29697247,0_30,0,30,1.078422061,GIW,AJ
14_115,29.9148060493478,-82.29697516,0_30,0,30,1.078422061,GIW,AJ
14_115,29.914879282179,-82.29701271,0_30,0,30,1.078422061,GIW,AJ
14_115,29.9148118614792,-82.29704221,0_30,0,30,1.078422061,GIW,AJ
14_115,29.9147165424809,-82.29697247,30_60,30,60,1.236808866,GIW,AJ
14_115,29.9148060493478,-82.29697516,30_60,30,60,1.236808866,GIW,AJ
14_115,29.914879282179,-82.29701271,30_60,30,60,1.236808866,GIW,AJ
14_115,29.9148118614792,-82.29704221,30_60,30,60,1.236808866,GIW,AJ
14_500,29.9193484610554,-82.30287284,0_30,0,30,1.849959639,GIW,AJ
14_500,29.9192439789471,-82.30269864,0_30,0,30,1.849959639,GIW,AJ
14_500,29.9193084897391,-82.30277646,0_30,0,30,1.849959639,GIW,AJ
14_500,29.9193728708916,-82.30276555,0_30,0,30,1.849959639,GIW,AJ
14_500,29.9193484610554,-82.30287284,30_60,30,60,1.686438954,GIW,AJ
14_500,29.9192439789471,-82.30269864,30_60,30,60,1.686438954,GIW,AJ
14_500,29.9193084897391,-82.30277646,30_60,30,60,1.686438954,GIW,AJ
14_500,29.9193728708916,-82.30276555,30_60,30,60,1.686438954,GIW,AJ
14_500,29.9193484610554,-82.30287284,0_30,0,30,0.240395782,GIW,AJ
14_500,29.9192439789471,-82.30269864,0_30,0,30,0.240395782,GIW,AJ
14_500,29.9193084897391,-82.30277646,0_30,0,30,0.240395782,GIW,AJ
14_500,29.9193728708916,-82.30276555,0_30,0,30,0.240395782,GIW,AJ
14_500,29.9193484610554,-82.30287284,30_60,30,60,0.991801935,GIW,AJ
14_500,29.9192439789471,-82.30269864,30_60,30,60,0.991801935,GIW,AJ
14_500,29.9193084897391,-82.30277646,30_60,30,60,0.991801935,GIW,AJ
14_500,29.9193728708916,-82.30276555,30_60,30,60,0.991801935,GIW,AJ
14_500,29.9193484610554,-82.30287284,0_30,0,30,5.294724765,GIW,AJ
14_500,29.9192439789471,-82.30269864,0_30,0,30,5.294724765,GIW,AJ
14_500,29.9193084897391,-82.30277646,0_30,0,30,5.294724765,GIW,AJ
14_500,29.9193728708916,-82.30276555,0_30,0,30,5.294724765,GIW,AJ
14_500,29.9193484610554,-82.30287284,30_60,30,60,1.293378753,GIW,AJ
14_500,29.9192439789471,-82.30269864,30_60,30,60,1.293378753,GIW,AJ
14_500,29.9193084897391,-82.30277646,30_60,30,60,1.293378753,GIW,AJ
14_500,29.9193728708916,-82.30276555,30_60,30,60,1.293378753,GIW,AJ
14_500,29.9193484610554,-82.30287284,0_30,0,30,1.575944951,GIW,AJ
14_500,29.9192439789471,-82.30269864,0_30,0,30,1.575944951,GIW,AJ
14_500,29.9193084897391,-82.30277646,0_30,0,30,1.575944951,GIW,AJ
14_500,29.9193728708916,-82.30276555,0_30,0,30,1.575944951,GIW,AJ
14_500,29.9193484610554,-82.30287284,30_60,30,60,0.654630923,GIW,AJ
14_500,29.9192439789471,-82.30269864,30_60,30,60,0.654630923,GIW,AJ
14_500,29.9193084897391,-82.30277646,30_60,30,60,0.654630923,GIW,AJ
14_500,29.9193728708916,-82.30276555,30_60,30,60,0.654630923,GIW,AJ
14/9_168,29.922465971123,-82.24840478,0_30,0,30,1.542954484,GIW,AJ
14/9_168,29.9226449969283,-82.24858769,0_30,0,30,1.542954484,GIW,AJ
14/9_168,29.9229204698955,-82.2486695,0_30,0,30,1.542954484,GIW,AJ
14/9_168,29.922465971123,-82.24840478,30_60,30,60,0.716385572,GIW,AJ
14/9_168,29.9226449969283,-82.24858769,30_60,30,60,0.716385572,GIW,AJ
14/9_168,29.9229204698955,-82.2486695,30_60,30,60,0.716385572,GIW,AJ
14/9_168,29.922465971123,-82.24840478,0_30,0,30,6.242462752,GIW,AJ
14/9_168,29.9226449969283,-82.24858769,0_30,0,30,6.242462752,GIW,AJ
14/9_168,29.9229204698955,-82.2486695,0_30,0,30,6.242462752,GIW,AJ
14/9_168,29.922465971123,-82.24840478,30_60,30,60,2.126451781,GIW,AJ
14/9_168,29.9226449969283,-82.24858769,30_60,30,60,2.126451781,GIW,AJ
14/9_168,29.9229204698955,-82.2486695,30_60,30,60,2.126451781,GIW,AJ
14/9_168,29.922465971123,-82.24840478,0_30,0,30,25.42103614,GIW,AJ
14/9_168,29.9226449969283,-82.24858769,0_30,0,30,25.42103614,GIW,AJ
14/9_168,29.9229204698955,-82.2486695,0_30,0,30,25.42103614,GIW,AJ
14/9_168,29.922465971123,-82.24840478,30_60,30,60,24.21653318,GIW,AJ
14/9_168,29.9226449969283,-82.24858769,30_60,30,60,24.21653318,GIW,AJ
14/9_168,29.9229204698955,-82.2486695,30_60,30,60,24.21653318,GIW,AJ
14/9_527,29.9395362567257,-82.24586162,0_30,0,30,2.816847016,GIW,AJ
14/9_527,29.9390466947254,-82.24569268,0_30,0,30,2.816847016,GIW,AJ
14/9_527,29.9389650471634,-82.24562455,0_30,0,30,2.816847016,GIW,AJ
14/9_527,29.938931442965,-82.24555817,0_30,0,30,2.816847016,GIW,AJ
14/9_527,29.9395362567257,-82.24586162,0_30,0,30,47.70042277,GIW,AJ
14/9_527,29.9390466947254,-82.24569268,0_30,0,30,47.70042277,GIW,AJ
14/9_527,29.9389650471634,-82.24562455,0_30,0,30,47.70042277,GIW,AJ
14/9_527,29.938931442965,-82.24555817,0_30,0,30,47.70042277,GIW,AJ
14/9_527,29.9395362567257,-82.24586162,30_60,30,60,5.700230857,GIW,AJ
14/9_527,29.9390466947254,-82.24569268,30_60,30,60,5.700230857,GIW,AJ
14/9_527,29.9389650471634,-82.24562455,30_60,30,60,5.700230857,GIW,AJ
14/9_527,29.938931442965,-82.24555817,30_60,30,60,5.700230857,GIW,AJ
14/9_527,29.9395362567257,-82.24586162,0_30,0,30,13.5491656,GIW,AJ
14/9_527,29.9390466947254,-82.24569268,0_30,0,30,13.5491656,GIW,AJ
14/9_527,29.9389650471634,-82.24562455,0_30,0,30,13.5491656,GIW,AJ
14/9_527,29.938931442965,-82.24555817,0_30,0,30,13.5491656,GIW,AJ
14/9_527,29.9395362567257,-82.24586162,30_60,30,60,4.381479583,GIW,AJ
14/9_527,29.9390466947254,-82.24569268,30_60,30,60,4.381479583,GIW,AJ
14/9_527,29.9389650471634,-82.24562455,30_60,30,60,4.381479583,GIW,AJ
14/9_527,29.938931442965,-82.24555817,30_60,30,60,4.381479583,GIW,AJ
14/9_601,29.9092137870889,-82.27217031,0_30,0,30,3.337989102,GIW,AJ
14/9_601,29.9091998371888,-82.2715829,0_30,0,30,3.337989102,GIW,AJ
14/9_601,29.9099066296691,-82.27213276,0_30,0,30,3.337989102,GIW,AJ
14/9_601,29.9099763786551,-82.27219445,0_30,0,30,3.337989102,GIW,AJ
14/9_601,29.9092137870889,-82.27217031,30_60,30,60,0.975659889,GIW,AJ
14/9_601,29.9091998371888,-82.2715829,30_60,30,60,0.975659889,GIW,AJ
14/9_601,29.9099066296691,-82.27213276,30_60,30,60,0.975659889,GIW,AJ
14/9_601,29.9099763786551,-82.27219445,30_60,30,60,0.975659889,GIW,AJ
14/9_601,29.9092137870889,-82.27217031,0_30,0,30,11.17547545,GIW,AJ
14/9_601,29.9091998371888,-82.2715829,0_30,0,30,11.17547545,GIW,AJ
14/9_601,29.9099066296691,-82.27213276,0_30,0,30,11.17547545,GIW,AJ
14/9_601,29.9099763786551,-82.27219445,0_30,0,30,11.17547545,GIW,AJ
14/9_601,29.9092137870889,-82.27217031,30_60,30,60,1.858135904,GIW,AJ
14/9_601,29.9091998371888,-82.2715829,30_60,30,60,1.858135904,GIW,AJ
14/9_601,29.9099066296691,-82.27213276,30_60,30,60,1.858135904,GIW,AJ
14/9_601,29.9099763786551,-82.27219445,30_60,30,60,1.858135904,GIW,AJ
14/9_601,29.9092137870889,-82.27217031,0_30,0,30,1.838853611,GIW,AJ
14/9_601,29.9091998371888,-82.2715829,0_30,0,30,1.838853611,GIW,AJ
14/9_601,29.9099066296691,-82.27213276,0_30,0,30,1.838853611,GIW,AJ
14/9_601,29.9099763786551,-82.27219445,0_30,0,30,1.838853611,GIW,AJ
15_4,29.898933,-82.292989,0_30,0,30,5.140186916,GIW,AJ
15_4,29.899095,-82.292934,0_30,0,30,5.140186916,GIW,AJ
15_4,29.8992329,-82.2929082,0_30,0,30,5.140186916,GIW,AJ
15_4,29.899387,-82.292914,0_30,0,30,5.140186916,GIW,AJ
15_4,29.898933,-82.292989,30_60,30,60,0.8492569,GIW,AJ
15_4,29.899095,-82.292934,30_60,30,60,0.8492569,GIW,AJ
15_4,29.8992329,-82.2929082,30_60,30,60,0.8492569,GIW,AJ
15_4,29.899387,-82.292914,30_60,30,60,0.8492569,GIW,AJ
15_4,29.898933,-82.292989,0_30,0,30,9.943181818,GIW,AJ
15_4,29.899095,-82.292934,0_30,0,30,9.943181818,GIW,AJ
15_4,29.8992329,-82.2929082,0_30,0,30,9.943181818,GIW,AJ
15_4,29.899387,-82.292914,0_30,0,30,9.943181818,GIW,AJ
15_4,29.898933,-82.292989,30_60,30,60,1.333333333,GIW,AJ
15_4,29.899095,-82.292934,30_60,30,60,1.333333333,GIW,AJ
15_4,29.8992329,-82.2929082,30_60,30,60,1.333333333,GIW,AJ
15_4,29.899387,-82.292914,30_60,30,60,1.333333333,GIW,AJ
15_4,29.898933,-82.292989,0_30,0,30,7.967032967,GIW,AJ
15_4,29.899095,-82.292934,0_30,0,30,7.967032967,GIW,AJ
15_4,29.8992329,-82.2929082,0_30,0,30,7.967032967,GIW,AJ
15_4,29.899387,-82.292914,0_30,0,30,7.967032967,GIW,AJ
15_4,29.898933,-82.292989,30_60,30,60,4.210526316,GIW,AJ
15_4,29.899095,-82.292934,30_60,30,60,4.210526316,GIW,AJ
15_4,29.8992329,-82.2929082,30_60,30,60,4.210526316,GIW,AJ
15_4,29.899387,-82.292914,30_60,30,60,4.210526316,GIW,AJ
15_4,29.898933,-82.292989,0_30,0,30,7.124010554,GIW,AJ
15_4,29.899095,-82.292934,0_30,0,30,7.124010554,GIW,AJ
15_4,29.8992329,-82.2929082,0_30,0,30,7.124010554,GIW,AJ
15_4,29.899387,-82.292914,0_30,0,30,7.124010554,GIW,AJ
15_4,29.898933,-82.292989,30_60,30,60,2.678571429,GIW,AJ
15_4,29.899095,-82.292934,30_60,30,60,2.678571429,GIW,AJ
15_4,29.8992329,-82.2929082,30_60,30,60,2.678571429,GIW,AJ
15_4,29.899387,-82.292914,30_60,30,60,2.678571429,GIW,AJ
15_409,29.903236,-82.300823,0_30,0,30,12.84153005,GIW,AJ
15_409,29.90333,-82.3008126,0_30,0,30,12.84153005,GIW,AJ
15_409,29.9033689,-82.3007753,0_30,0,30,12.84153005,GIW,AJ
15_409,29.903456,-82.300744,0_30,0,30,12.84153005,GIW,AJ
15_409,29.903236,-82.300823,30_60,30,60,5.04587156,GIW,AJ
15_409,29.90333,-82.3008126,30_60,30,60,5.04587156,GIW,AJ
15_409,29.9033689,-82.3007753,30_60,30,60,5.04587156,GIW,AJ
15_409,29.903456,-82.300744,30_60,30,60,5.04587156,GIW,AJ
15_409,29.903236,-82.300823,0_30,0,30,2.352941176,GIW,AJ
15_409,29.90333,-82.3008126,0_30,0,30,2.352941176,GIW,AJ
15_409,29.9033689,-82.3007753,0_30,0,30,2.352941176,GIW,AJ
15_409,29.903456,-82.300744,0_30,0,30,2.352941176,GIW,AJ
15_409,29.903236,-82.300823,30_60,30,60,0.229357798,GIW,AJ
15_409,29.90333,-82.3008126,30_60,30,60,0.229357798,GIW,AJ
15_409,29.9033689,-82.3007753,30_60,30,60,0.229357798,GIW,AJ
15_409,29.903456,-82.300744,30_60,30,60,0.229357798,GIW,AJ
15_409,29.903236,-82.300823,0_30,0,30,6.989247312,GIW,AJ
15_409,29.90333,-82.3008126,0_30,0,30,6.989247312,GIW,AJ
15_409,29.9033689,-82.3007753,0_30,0,30,6.989247312,GIW,AJ
15_409,29.903456,-82.300744,0_30,0,30,6.989247312,GIW,AJ
15_409,29.903236,-82.300823,30_60,30,60,0.456621005,GIW,AJ
15_409,29.90333,-82.3008126,30_60,30,60,0.456621005,GIW,AJ
15_409,29.9033689,-82.3007753,30_60,30,60,0.456621005,GIW,AJ
15_409,29.903456,-82.300744,30_60,30,60,0.456621005,GIW,AJ
15_409,29.903236,-82.300823,0_30,0,30,4.644808743,GIW,AJ
15_409,29.90333,-82.3008126,0_30,0,30,4.644808743,GIW,AJ
15_409,29.9033689,-82.3007753,0_30,0,30,4.644808743,GIW,AJ
15_409,29.903456,-82.300744,0_30,0,30,4.644808743,GIW,AJ
15_409,29.903236,-82.300823,30_60,30,60,5.420054201,GIW,AJ
15_409,29.90333,-82.3008126,30_60,30,60,5.420054201,GIW,AJ
15_409,29.9033689,-82.3007753,30_60,30,60,5.420054201,GIW,AJ
15_409,29.903456,-82.300744,30_60,30,60,5.420054201,GIW,AJ
15_268,29.8978454356736,-82.3167182926512,0_30,0,30,13.12335958,GIW,AJ
15_268,29.8975827,-82.3169507,0_30,0,30,13.12335958,GIW,AJ
15_268,29.89751,-82.316986,0_30,0,30,13.12335958,GIW,AJ
15_268,29.8978454356736,-82.3167182926512,30_60,30,60,0.410677618,GIW,AJ
15_268,29.8975827,-82.3169507,30_60,30,60,0.410677618,GIW,AJ
15_268,29.89751,-82.316986,30_60,30,60,0.410677618,GIW,AJ
15_268,29.8978454356736,-82.3167182926512,0_30,0,30,29.76588629,GIW,AJ
15_268,29.8975827,-82.3169507,0_30,0,30,29.76588629,GIW,AJ
15_268,29.89751,-82.316986,0_30,0,30,29.76588629,GIW,AJ
15_268,29.8978454356736,-82.3167182926512,30_60,30,60,1.777777778,GIW,AJ
15_268,29.8975827,-82.3169507,30_60,30,60,1.777777778,GIW,AJ
15_268,29.89751,-82.316986,30_60,30,60,1.777777778,GIW,AJ
15_268,29.8978454356736,-82.3167182926512,0_30,0,30,42.8,GIW,AJ
15_268,29.8975827,-82.3169507,0_30,0,30,42.8,GIW,AJ
15_268,29.89751,-82.316986,0_30,0,30,42.8,GIW,AJ
15_268,29.8978454356736,-82.3167182926512,30_60,30,60,5.37084399,GIW,AJ
15_268,29.8975827,-82.3169507,30_60,30,60,5.37084399,GIW,AJ
15_268,29.89751,-82.316986,30_60,30,60,5.37084399,GIW,AJ
15_268,29.8978454356736,-82.3167182926512,0_30,0,30,30.87719298,GIW,AJ
15_268,29.8975827,-82.3169507,0_30,0,30,30.87719298,GIW,AJ
15_268,29.89751,-82.316986,0_30,0,30,30.87719298,GIW,AJ
15_268,29.8978454356736,-82.3167182926512,30_60,30,60,4.819277108,GIW,AJ
15_268,29.8975827,-82.3169507,30_60,30,60,4.819277108,GIW,AJ
15_268,29.89751,-82.316986,30_60,30,60,4.819277108,GIW,AJ
13_410,29.888864,-82.18124,0_30,0,30,4.534005038,GIW,AJ
13_410,29.888757,-82.181117,0_30,0,30,4.534005038,GIW,AJ
13_410,29.8888638,-82.1812404,0_30,0,30,4.534005038,GIW,AJ
13_410,29.888478,-82.180997,0_30,0,30,4.534005038,GIW,AJ
13_410,29.888864,-82.18124,30_60,30,60,0.717703349,GIW,AJ
13_410,29.888757,-82.181117,30_60,30,60,0.717703349,GIW,AJ
13_410,29.8888638,-82.1812404,30_60,30,60,0.717703349,GIW,AJ
13_410,29.888478,-82.180997,30_60,30,60,0.717703349,GIW,AJ
13_410,29.888864,-82.18124,0_30,0,30,9.493670886,GIW,AJ
13_410,29.888757,-82.181117,0_30,0,30,9.493670886,GIW,AJ
13_410,29.8888638,-82.1812404,0_30,0,30,9.493670886,GIW,AJ
13_410,29.888478,-82.180997,0_30,0,30,9.493670886,GIW,AJ
13_410,29.888864,-82.18124,30_60,30,60,4.177545692,GIW,AJ
13_410,29.888757,-82.181117,30_60,30,60,4.177545692,GIW,AJ
13_410,29.8888638,-82.1812404,30_60,30,60,4.177545692,GIW,AJ
13_410,29.888478,-82.180997,30_60,30,60,4.177545692,GIW,AJ
13_410,29.888864,-82.18124,0_30,0,30,42.44186047,GIW,AJ
13_410,29.888757,-82.181117,0_30,0,30,42.44186047,GIW,AJ
13_410,29.8888638,-82.1812404,0_30,0,30,42.44186047,GIW,AJ
13_410,29.888478,-82.180997,0_30,0,30,42.44186047,GIW,AJ
13_410,29.888864,-82.18124,30_60,30,60,7.602339181,GIW,AJ
13_410,29.888757,-82.181117,30_60,30,60,7.602339181,GIW,AJ
13_410,29.8888638,-82.1812404,30_60,30,60,7.602339181,GIW,AJ
13_410,29.888478,-82.180997,30_60,30,60,7.602339181,GIW,AJ
13_410,29.888864,-82.18124,0_30,0,30,40,GIW,AJ
13_410,29.888757,-82.181117,0_30,0,30,40,GIW,AJ
13_410,29.8888638,-82.1812404,0_30,0,30,40,GIW,AJ
13_410,29.888478,-82.180997,0_30,0,30,40,GIW,AJ
13_410,29.888864,-82.18124,30_60,30,60,16.73469388,GIW,AJ
13_410,29.888757,-82.181117,30_60,30,60,16.73469388,GIW,AJ
13_410,29.8888638,-82.1812404,30_60,30,60,16.73469388,GIW,AJ
13_410,29.888478,-82.180997,30_60,30,60,16.73469388,GIW,AJ
13_274,29.892205,-82.184465,0_30,0,30,0.245700246,GIW,AJ
13_274,29.892067,-82.184371,0_30,0,30,0.245700246,GIW,AJ
13_274,29.891779,-82.184158,0_30,0,30,0.245700246,GIW,AJ
13_274,29.891513,-82.184111,0_30,0,30,0.245700246,GIW,AJ
13_274,29.892205,-82.184465,30_60,30,60,0.491400491,GIW,AJ
13_274,29.892067,-82.184371,30_60,30,60,0.491400491,GIW,AJ
13_274,29.891779,-82.184158,30_60,30,60,0.491400491,GIW,AJ
13_274,29.891513,-82.184111,30_60,30,60,0.491400491,GIW,AJ
13_274,29.892205,-82.184465,0_30,0,30,1.80878553,GIW,AJ
13_274,29.892067,-82.184371,0_30,0,30,1.80878553,GIW,AJ
13_274,29.891779,-82.184158,0_30,0,30,1.80878553,GIW,AJ
13_274,29.891513,-82.184111,0_30,0,30,1.80878553,GIW,AJ
13_274,29.892205,-82.184465,0_30,0,30,3.804347826,GIW,AJ
13_274,29.892067,-82.184371,0_30,0,30,3.804347826,GIW,AJ
13_274,29.891779,-82.184158,0_30,0,30,3.804347826,GIW,AJ
13_274,29.891513,-82.184111,0_30,0,30,3.804347826,GIW,AJ
13_274,29.892205,-82.184465,30_60,30,60,0.233100233,GIW,AJ
13_274,29.892067,-82.184371,30_60,30,60,0.233100233,GIW,AJ
13_274,29.891779,-82.184158,30_60,30,60,0.233100233,GIW,AJ
13_274,29.891513,-82.184111,30_60,30,60,0.233100233,GIW,AJ
13_274,29.892205,-82.184465,0_30,0,30,3.693181818,GIW,AJ
13_274,29.892067,-82.184371,0_30,0,30,3.693181818,GIW,AJ
13_274,29.891779,-82.184158,0_30,0,30,3.693181818,GIW,AJ
13_274,29.891513,-82.184111,0_30,0,30,3.693181818,GIW,AJ
13_274,29.892205,-82.184465,30_60,30,60,6.462585034,GIW,AJ
13_274,29.892067,-82.184371,30_60,30,60,6.462585034,GIW,AJ
13_274,29.891779,-82.184158,30_60,30,60,6.462585034,GIW,AJ
13_274,29.891513,-82.184111,30_60,30,60,6.462585034,GIW,AJ
9_332,29.9326606288089,-82.2362880653588,0_30,0,30,3.942120086,GIW,AJ
9_332,29.9318983281308,-82.2364639912152,0_30,0,30,3.942120086,GIW,AJ
9_332,29.9316950469637,-82.2366579607492,0_30,0,30,3.942120086,GIW,AJ
9_332,29.9315894969632,-82.2368519302831,0_30,0,30,3.942120086,GIW,AJ
9_332,29.9326606288089,-82.2362880653588,30_60,30,60,3.01500328,GIW,AJ
9_332,29.9318983281308,-82.2364639912152,30_60,30,60,3.01500328,GIW,AJ
9_332,29.9316950469637,-82.2366579607492,30_60,30,60,3.01500328,GIW,AJ
9_332,29.9315894969632,-82.2368519302831,30_60,30,60,3.01500328,GIW,AJ
9_332,29.9326606288089,-82.2362880653588,0_30,0,30,17.05347692,GIW,AJ
9_332,29.9318983281308,-82.2364639912152,0_30,0,30,17.05347692,GIW,AJ
9_332,29.9316950469637,-82.2366579607492,0_30,0,30,17.05347692,GIW,AJ
9_332,29.9315894969632,-82.2368519302831,0_30,0,30,17.05347692,GIW,AJ
9_332,29.9326606288089,-82.2362880653588,30_60,30,60,5.195385872,GIW,AJ
9_332,29.9318983281308,-82.2364639912152,30_60,30,60,5.195385872,GIW,AJ
9_332,29.9316950469637,-82.2366579607492,30_60,30,60,5.195385872,GIW,AJ
9_332,29.9315894969632,-82.2368519302831,30_60,30,60,5.195385872,GIW,AJ
9_332,29.9326606288089,-82.2362880653588,0_30,0,30,48.16873666,GIW,AJ
9_332,29.9318983281308,-82.2364639912152,0_30,0,30,48.16873666,GIW,AJ
9_332,29.9316950469637,-82.2366579607492,0_30,0,30,48.16873666,GIW,AJ
9_332,29.9315894969632,-82.2368519302831,0_30,0,30,48.16873666,GIW,AJ
9_332,29.9326606288089,-82.2362880653588,0_30,0,30,50.53423661,GIW,AJ
9_332,29.9318983281308,-82.2364639912152,0_30,0,30,50.53423661,GIW,AJ
9_332,29.9316950469637,-82.2366579607492,0_30,0,30,50.53423661,GIW,AJ
9_332,29.9315894969632,-82.2368519302831,0_30,0,30,50.53423661,GIW,AJ
9_332,29.9326606288089,-82.2362880653588,30_60,30,60,2.767515972,GIW,AJ
9_332,29.9318983281308,-82.2364639912152,30_60,30,60,2.767515972,GIW,AJ
9_332,29.9316950469637,-82.2366579607492,30_60,30,60,2.767515972,GIW,AJ
9_332,29.9315894969632,-82.2368519302831,30_60,30,60,2.767515972,GIW,AJ
3_34,29.9889226497831,-82.2025082349943,0_30,0,30,1.935300814,GIW,AJ
3_34,29.9888448252212,-82.202607476717,0_30,0,30,1.935300814,GIW,AJ
3_34,29.9887042762311,-82.2024063110433,0_30,0,30,1.935300814,GIW,AJ
3_34,29.9887489963859,-82.2022976815901,0_30,0,30,1.935300814,GIW,AJ
3_34,29.9889226497831,-82.2025082349943,30_60,30,60,1.77908658,GIW,AJ
3_34,29.9888448252212,-82.202607476717,30_60,30,60,1.77908658,GIW,AJ
3_34,29.9887042762311,-82.2024063110433,30_60,30,60,1.77908658,GIW,AJ
3_34,29.9887489963859,-82.2022976815901,30_60,30,60,1.77908658,GIW,AJ
3_34,29.9889226497831,-82.2025082349943,0_30,0,30,0.490227492,GIW,AJ
3_34,29.9888448252212,-82.202607476717,0_30,0,30,0.490227492,GIW,AJ
3_34,29.9887042762311,-82.2024063110433,0_30,0,30,0.490227492,GIW,AJ
3_34,29.9887489963859,-82.2022976815901,0_30,0,30,0.490227492,GIW,AJ
3_34,29.9889226497831,-82.2025082349943,30_60,30,60,0.748889163,GIW,AJ
3_34,29.9888448252212,-82.202607476717,30_60,30,60,0.748889163,GIW,AJ
3_34,29.9887042762311,-82.2024063110433,30_60,30,60,0.748889163,GIW,AJ
3_34,29.9887489963859,-82.2022976815901,30_60,30,60,0.748889163,GIW,AJ
3_34,29.9889226497831,-82.2025082349943,0_30,0,30,0.393832237,GIW,AJ
3_34,29.9888448252212,-82.202607476717,0_30,0,30,0.393832237,GIW,AJ
3_34,29.9887042762311,-82.2024063110433,0_30,0,30,0.393832237,GIW,AJ
3_34,29.9887489963859,-82.2022976815901,0_30,0,30,0.393832237,GIW,AJ
3_34,29.9889226497831,-82.2025082349943,30_60,30,60,0.564406742,GIW,AJ
3_34,29.9888448252212,-82.202607476717,30_60,30,60,0.564406742,GIW,AJ
3_34,29.9887042762311,-82.2024063110433,30_60,30,60,0.564406742,GIW,AJ
3_34,29.9887489963859,-82.2022976815901,30_60,30,60,0.564406742,GIW,AJ
3_34,29.9889226497831,-82.2025082349943,0_30,0,30,1.551089058,GIW,AJ
3_34,29.9888448252212,-82.202607476717,0_30,0,30,1.551089058,GIW,AJ
3_34,29.9887042762311,-82.2024063110433,0_30,0,30,1.551089058,GIW,AJ
3_34,29.9887489963859,-82.2022976815901,0_30,0,30,1.551089058,GIW,AJ
3_34,29.9889226497831,-82.2025082349943,30_60,30,60,1.404752311,GIW,AJ
3_34,29.9888448252212,-82.202607476717,30_60,30,60,1.404752311,GIW,AJ
3_34,29.9887042762311,-82.2024063110433,30_60,30,60,1.404752311,GIW,AJ
3_34,29.9887489963859,-82.2022976815901,30_60,30,60,1.404752311,GIW,AJ
3_311,29.9810846552107,-82.22389694381,0_30,0,30,1.818825392,GIW,AJ
3_311,29.9812554178872,-82.2238560401271,0_30,0,30,1.818825392,GIW,AJ
3_311,29.9812931715005,-82.2237903260134,0_30,0,30,1.818825392,GIW,AJ
3_311,29.9814517365199,-82.2237078480953,0_30,0,30,1.818825392,GIW,AJ
3_311,29.9810846552107,-82.22389694381,30_60,30,60,1.380550771,GIW,AJ
