OID_,ORIG_FID,LineID,Fill_DEM_Cul1
368,4,5,31651
369,4,5,31583
370,4,5,31548
371,4,5,31523
372,4,5,31565
373,4,5,31718
374,4,5,31998
375,4,5,32090
376,4,5,32142
377,4,5,32196
378,4,5,32174
379,4,5,32174
380,4,5,32252
381,4,5,32260
382,4,5,32190
383,4,5,32109
384,4,5,31696
385,4,5,31325
386,4,5,31325
387,4,5,31325
388,4,5,31325
389,4,5,31325
390,4,5,31325
391,4,5,31397
392,4,5,31555
393,4,5,31597
394,4,5,31586
395,4,5,31587
396,4,5,31595
397,4,5,31631
398,4,5,31621
399,4,5,31621
400,4,5,31541
401,4,5,31517
402,4,5,31517
403,4,5,31631
404,4,5,31682
405,4,5,31676
406,4,5,31692
407,4,5,31791
408,4,5,31817
409,4,5,31817
410,4,5,31776
411,4,5,31776
412,4,5,31854
413,4,5,31861
414,4,5,31916
415,4,5,31926
416,4,5,31916
417,4,5,32021
418,4,5,32021
419,4,5,32041
420,4,5,32041
421,4,5,32011
422,4,5,32019
423,4,5,32019
424,4,5,32080
425,4,5,32096
426,4,5,32102
427,4,5,32102
428,4,5,32203
429,4,5,32217
430,4,5,32222
431,4,5,32244
432,4,5,32288
433,4,5,32245
434,4,5,32212
435,4,5,32212
436,4,5,32217
437,4,5,32264
438,4,5,32264
439,4,5,32277
440,4,5,32273
441,4,5,32308
442,4,5,32308
443,4,5,32264
444,4,5,32264
445,4,5,32385
446,4,5,32403
447,4,5,32410
448,4,5,32403
449,4,5,32411
450,4,5,32427
451,4,5,32435
452,4,5,32458
453,4,5,32458
454,4,5,32394
455,4,5,32396
456,4,5,32400
457,4,5,32385
458,4,5,32385
459,4,5,32385
460,4,5,32448
461,4,5,32448
462,4,5,32446
463,4,5,32498
464,4,5,32574
465,4,5,32557
466,4,5,32546
467,4,5,32546
468,4,5,32554
469,4,5,32554
470,4,5,32538
471,4,5,32569
472,4,5,32608
473,4,5,32609
474,4,5,32641
475,4,5,32676
476,4,5,32689
477,4,5,32705
478,4,5,32709
479,4,5,32745
480,4,5,32745
481,4,5,32774
482,4,5,32774
483,4,5,32770
484,4,5,32764
485,4,5,32766
486,4,5,32790
487,4,5,32766
488,4,5,32779
489,4,5,32788
490,4,5,32809
491,4,5,32871
492,4,5,32875
493,4,5,32875
494,4,5,32945
495,4,5,32953
496,4,5,32953
497,4,5,32966
498,4,5,32966
499,4,5,32958
500,5,5,33755
501,5,5,33662
502,5,5,33725
503,5,5,33618
504,5,5,33516
505,5,5,33479
506,5,5,33376
507,5,5,33354
508,5,5,33294
509,5,5,33279
510,5,5,33261
511,5,5,33277
512,5,5,33243
513,5,5,33366
514,5,5,33508
515,5,5,33366
516,5,5,33521
517,5,5,33656
518,5,5,33681
519,5,5,33721
520,5,5,33720
521,5,5,33721
522,5,5,33728
523,5,5,33715
524,5,5,33722
525,5,5,33722
526,5,5,33705
527,5,5,33700
528,5,5,33681
529,5,5,33681
530,5,5,33676
531,5,5,33663
532,5,5,33655
533,5,5,33639
534,5,5,33615
535,5,5,33584
536,5,5,33570
537,5,5,33526
538,5,5,33461
539,5,5,33454
540,5,5,33365
541,5,5,33353
542,5,5,33353
543,5,5,33234
544,5,5,33229
545,5,5,33097
546,5,5,33087
547,5,5,32981
548,5,5,32898
549,5,5,32886
550,5,5,32823
551,5,5,32804
552,5,5,32789
553,5,5,32789
554,5,5,32764
555,5,5,32764
556,5,5,32799
557,5,5,32767
558,5,5,32787
559,5,5,32796
560,5,5,32805
561,5,5,32827
562,5,5,32817
563,5,5,32739
564,5,5,32665
565,5,5,32608
566,5,5,32587
567,5,5,32570
568,5,5,32570
569,5,5,32539
570,5,5,32537
571,5,5,32492
572,5,5,32467
573,5,5,32467
574,5,5,32403
575,5,5,32331
576,5,5,32271
577,5,5,32239
578,5,5,32212
579,5,5,32188
580,5,5,32172
581,5,5,32138
582,5,5,32138
583,5,5,32106
584,5,5,32106
585,5,5,32109
586,5,5,32109
587,5,5,32171
588,5,5,32177
589,5,5,32222
590,5,5,32250
591,5,5,32211
592,5,5,32184
593,5,5,32089
594,5,5,31901
595,5,5,31901
596,5,5,31800
597,5,5,31800
598,5,5,31815
599,5,5,31792
600,5,5,31801
601,5,5,31785
602,5,5,31748
603,5,5,31682
604,5,5,31628
605,5,5,31599
606,5,5,31598
607,5,5,31623
608,5,5,31623
609,5,5,31697
610,5,5,31697
611,5,5,31642
612,5,5,31642
613,5,5,31644
614,5,5,31675
615,5,5,31617
616,5,5,31534
617,5,5,31484
618,5,5,31477
619,5,5,31465
620,5,5,31355
621,5,5,31355
622,5,5,31325
623,5,5,31325
624,5,5,31325
625,5,5,31325
626,5,5,31325
627,5,5,31331
628,5,5,31331
629,5,5,31566
630,5,5,31599
631,5,5,31726
632,5,5,31743
633,5,5,31545
634,5,5,31545
635,5,5,31460
636,5,5,31325
637,5,5,31325
638,5,5,31325
639,5,5,31325
640,5,5,31325
641,5,5,31325
642,5,5,31325
643,5,5,31325
644,5,5,31325
645,5,5,31325
646,5,5,31325
647,5,5,31334
648,5,5,31334
649,5,5,31439
650,5,5,31442
651,5,5,31476
652,5,5,31495
653,5,5,31591
654,5,5,31619
655,5,5,31632
656,5,5,31624
657,5,5,31661
658,5,5,31680
659,5,5,31708
660,5,5,31708
661,5,5,31708
662,5,5,31742
663,5,5,31750
664,5,5,31835
665,5,5,31870
666,5,5,31887
667,5,5,31886
668,5,5,31893
669,5,5,31900
670,5,5,31972
671,5,5,31987
672,5,5,32026
673,5,5,32062
674,5,5,32062
675,5,5,32022
676,5,5,31948
677,5,5,31861
678,5,5,31798
679,5,5,31777
680,5,5,31712
681,5,5,31712
682,5,5,31755
683,5,5,31824
684,5,5,31943
685,5,5,32013
686,5,5,32090
687,5,5,32090
688,5,5,32103
689,5,5,32117
690,5,5,32117
691,5,5,32112
692,5,5,32112
693,5,5,32176
694,5,5,32197
695,5,5,32215
696,5,5,32209
697,5,5,32209
698,5,5,32226
699,5,5,32226
700,5,5,32372
701,5,5,32363
702,5,5,32434
703,5,5,32613
704,5,5,32429
705,5,5,32429
706,5,5,32272
707,5,5,32349
708,5,5,32349
709,5,5,32297
710,5,5,32297
711,5,5,32297
712,5,5,32342
713,5,5,32304
714,5,5,32347
715,5,5,32347
716,5,5,32369
717,5,5,32476
718,5,5,32574
719,5,5,32574
720,5,5,32539
721,5,5,32595
722,5,5,32564
723,5,5,32551
724,5,5,32553
725,5,5,32553
726,5,5,32525
727,5,5,32525
728,5,5,32511
729,5,5,32525
730,5,5,32509
731,5,5,32589
732,5,5,32600
733,5,5,32608
734,5,5,32610
735,5,5,32618
736,5,5,32618
737,5,5,32643
738,5,5,32611
739,5,5,32579
740,5,5,32579
741,5,5,32542
742,5,5,32542
743,5,5,32622
744,5,5,32719
745,5,5,32741
746,5,5,32712
747,5,5,32674
748,5,5,32655
749,5,5,32660
750,5,5,32688
751,5,5,32688
752,5,5,32688
753,5,5,32688
754,5,5,32688
755,5,5,32688
756,5,5,32688
757,5,5,32688
758,5,5,32790
759,5,5,32814
760,6,5,33553
761,6,5,33400
762,6,5,33293
763,6,5,33174
764,6,5,33174
765,6,5,33174
766,6,5,33392
767,6,5,33472
768,6,5,33467
769,6,5,33472
770,6,5,33476
771,6,5,33439
772,6,5,33473
773,6,5,33491
774,6,5,33473
775,6,5,33461
776,6,5,33253
777,6,5,33170
778,6,5,33107
779,6,5,33048
780,6,5,33048
781,6,5,33006
782,6,5,33080
783,6,5,33193
784,6,5,33174
785,6,5,33278
786,6,5,33278
787,6,5,33371
788,6,5,33433
789,6,5,33429
790,6,5,33470
791,6,5,33494
792,6,5,33485
793,6,5,33485
794,6,5,33470
795,6,5,33497
796,6,5,33511
797,6,5,33503
798,6,5,33514
799,6,5,33507
800,6,5,33503
801,6,5,33499
802,6,5,33493
803,6,5,33484
804,6,5,33476
805,6,5,33452
806,6,5,33452
807,6,5,33445
808,6,5,33409
809,6,5,33353
810,6,5,33353
811,6,5,33264
812,6,5,33264
813,6,5,33145
814,6,5,33018
815,6,5,33018
816,6,5,32881
817,6,5,32876
818,6,5,32876
819,6,5,32724
820,6,5,32715
821,6,5,32597
822,6,5,32597
823,6,5,32531
824,6,5,32524
825,6,5,32494
826,6,5,32496
827,6,5,32498
828,6,5,32445
829,6,5,32385
830,6,5,32362
831,6,5,32362
832,6,5,32356
833,6,5,32342
834,6,5,32356
835,6,5,32317
836,6,5,32325
837,6,5,32317
838,6,5,32286
839,6,5,32183
840,6,5,32164
841,6,5,32078
842,6,5,32022
843,6,5,32022
844,6,5,32022
845,6,5,31953
846,6,5,31953
847,6,5,31889
848,6,5,31916
849,6,5,31884
850,6,5,31884
851,6,5,31941
852,6,5,31913
853,6,5,31945
854,6,5,31900
855,6,5,31786
856,6,5,31712
857,6,5,31712
858,6,5,31683
859,6,5,31683
860,6,5,31683
861,6,5,31683
862,6,5,31683
863,6,5,31701
864,6,5,31718
865,6,5,31723
866,6,5,31720
867,6,5,31735
868,6,5,31752
869,6,5,31780
870,6,5,31860
871,6,5,31937
872,6,5,31937
873,6,5,31937
874,6,5,31939
875,6,5,31936
876,6,5,31868
877,6,5,31796
878,6,5,31695
879,6,5,31499
880,6,5,31431
881,6,5,31396
882,6,5,31325
883,6,5,31325
884,6,5,31325
885,6,5,31325
886,6,5,31325
887,6,5,31325
888,6,5,31325
889,6,5,31325
890,6,5,31393
891,6,5,31393
892,6,5,31325
893,6,5,31325
894,6,5,31379
895,6,5,31379
896,6,5,31504
897,6,5,31518
898,6,5,31518
899,6,5,31537
900,6,5,31528
901,6,5,31528
902,6,5,31529
903,6,5,31548
904,6,5,31613
905,6,5,31722
906,6,5,31767
907,6,5,31797
908,6,5,31806
909,6,5,31797
910,6,5,31790
911,6,5,31790
912,6,5,31794
913,6,5,31796
914,6,5,31801
915,6,5,31838
916,6,5,31884
917,6,5,31926
918,6,5,31957
919,6,5,31988
920,6,5,31982
921,6,5,31988
922,6,5,31929
923,6,5,31749
924,6,5,31679
925,6,5,31679
926,6,5,31679
927,6,5,31679
928,6,5,31679
929,6,5,31679
930,6,5,31679
931,6,5,31679
932,6,5,31679
933,6,5,31679
934,6,5,31679
935,6,5,31679
936,6,5,31679
937,6,5,31679
938,6,5,31679
939,6,5,31679
940,6,5,31679
941,6,5,31691
942,6,5,31697
943,6,5,31794
944,6,5,31935
945,6,5,31935
946,6,5,32087
947,6,5,32170
948,6,5,32191
949,6,5,32208
950,6,5,32335
951,6,5,32357
952,6,5,32340
953,6,5,32307
954,6,5,32277
955,6,5,32277
956,6,5,32277
957,6,5,32277
958,6,5,32277
959,6,5,32277
960,6,5,32277
961,6,5,32297
962,6,5,32329
963,6,5,32366
964,6,5,32384
965,6,5,32384
966,6,5,32375
967,6,5,32374
968,6,5,32385
969,6,5,32454
970,6,5,32513
971,6,5,32513
972,6,5,32513
973,6,5,32481
974,6,5,32484
975,6,5,32481
976,6,5,32431
977,6,5,32417
978,6,5,32380
979,6,5,32380
980,6,5,32380
981,6,5,32384
982,6,5,32423
983,6,5,32450
984,6,5,32450
985,6,5,32469
986,6,5,32453
987,6,5,32453
988,6,5,32453
989,6,5,32453
990,6,5,32458
991,6,5,32464
992,6,5,32467
993,6,5,32474
994,6,5,32484
995,6,5,32514
996,6,5,32514
997,6,5,32607
998,6,5,32607
999,6,5,32607
1000,6,5,32638
1001,6,5,32641
1002,6,5,32641
1003,6,5,32653
1004,6,5,32686
1005,6,5,32721
1006,6,5,32693
1007,6,5,32688
1008,6,5,32711
1009,6,5,32711
1010,6,5,32854
1011,6,5,32855
1012,6,5,32868
1013,6,5,32898
1014,6,5,32898
1015,6,5,32888
1016,7,5,33515
1017,7,5,33515
1018,7,5,33516
1019,7,5,33520
1020,7,5,33583
1021,7,5,33485
1022,7,5,33467
1023,7,5,33468
1024,7,5,33469
1025,7,5,33497
1026,7,5,33497
1027,7,5,33566
1028,7,5,33570
1029,7,5,33570
1030,7,5,33700
1031,7,5,33824
1032,7,5,33996
1033,7,5,33996
1034,7,5,33997
1035,7,5,33841
1036,7,5,33657
1037,7,5,33445
1038,7,5,33328
1039,7,5,33217
1040,7,5,33081
1041,7,5,33041
1042,7,5,33041
1043,7,5,33041
1044,7,5,33045
1045,7,5,33009
1046,7,5,32965
1047,7,5,32959
1048,7,5,32959
1049,7,5,32983
1050,7,5,32983
1051,7,5,32845
1052,7,5,32798
1053,7,5,32751
1054,7,5,32746
1055,7,5,32738
1056,7,5,32736
1057,7,5,32676
1058,7,5,32661
1059,7,5,32646
1060,7,5,32587
1061,7,5,32613
1062,7,5,32584
1063,7,5,32584
1064,7,5,32558
1065,7,5,32542
1066,7,5,32498
1067,7,5,32462
1068,7,5,32447
1069,7,5,32442
1070,7,5,32457
1071,7,5,32458
1072,7,5,32466
1073,7,5,32482
1074,7,5,32434
1075,7,5,32420
1076,7,5,32393
1077,7,5,32393
1078,7,5,32456
1079,7,5,32365
1080,7,5,32320
1081,7,5,32226
1082,7,5,32181
1083,7,5,32154
1084,7,5,32064
1085,7,5,32042
1086,7,5,32026
1087,7,5,32000
1088,7,5,32000
1089,7,5,32003
1090,7,5,31950
1091,7,5,31935
1092,7,5,31935
1093,7,5,31878
1094,7,5,31857
1095,7,5,31844
1096,7,5,31805
1097,7,5,31772
1098,7,5,31769
1099,7,5,31769
1100,7,5,31769
1101,7,5,31794
1102,7,5,31824
1103,7,5,31855
1104,7,5,31863
1105,7,5,31863
1106,7,5,31848
1107,7,5,31835
1108,7,5,31829
1109,7,5,31794
1110,7,5,31794
1111,7,5,31794
1112,7,5,31794
1113,7,5,31817
1114,7,5,31846
1115,7,5,31798
1116,7,5,31796
1117,7,5,31797
1118,7,5,31861
1119,7,5,31871
1120,7,5,31860
1121,7,5,31852
1122,7,5,31852
1123,7,5,31743
1124,7,5,31505
1125,7,5,31341
1126,7,5,31336
1127,7,5,31325
1128,7,5,31325
1129,7,5,31325
1130,7,5,31368
1131,7,5,31482
1132,7,5,31562
1133,7,5,31625
1134,7,5,31846
1135,7,5,31846
1136,7,5,31846
1137,7,5,31710
1138,7,5,31325
1139,7,5,31325
1140,7,5,31325
1141,7,5,31325
1142,7,5,31389
1143,7,5,31681
1144,7,5,31803
1145,7,5,31839
1146,7,5,31861
1147,7,5,31874
1148,7,5,31879
1149,7,5,31891
1150,7,5,31917
1151,7,5,31891
1152,7,5,31923
1153,7,5,31985
1154,7,5,32018
1155,7,5,32118
1156,7,5,32117
1157,7,5,32107
1158,7,5,32058
1159,7,5,32046
1160,7,5,32051
1161,7,5,32051
1162,7,5,32047
1163,7,5,32078
1164,7,5,32100
1165,7,5,32108
1166,7,5,32108
1167,7,5,32107
1168,7,5,32092
1169,7,5,32081
1170,7,5,32107
1171,7,5,32144
1172,7,5,32185
1173,7,5,32287
1174,7,5,32287
1175,7,5,32287
1176,7,5,32329
1177,7,5,32453
1178,7,5,32557
1179,7,5,32738
1180,7,5,32719
1181,7,5,32713
1182,7,5,32658
1183,7,5,32597
1184,7,5,32486
1185,7,5,32362
1186,7,5,32358
1187,7,5,32358
1188,7,5,32370
1189,7,5,32399
1190,7,5,32411
1191,7,5,32429
1192,7,5,32462
1193,7,5,32460
1194,7,5,32453
1195,7,5,32516
1196,7,5,32516
1197,7,5,32558
1198,7,5,32588
1199,7,5,32598
1200,7,5,32598
1201,7,5,32598
1202,7,5,32646
1203,7,5,32653
1204,7,5,32615
1205,7,5,32595
1206,7,5,32623
1207,7,5,32649
1208,7,5,32667
1209,7,5,32707
1210,7,5,32707
1211,7,5,32685
1212,7,5,32653
1213,7,5,32659
1214,7,5,32666
1215,7,5,32671
1216,7,5,32687
1217,7,5,32683
1218,7,5,32683
1219,7,5,32689
1220,7,5,32695
1221,7,5,32711
1222,7,5,32749
1223,7,5,32758
1224,7,5,32778
1225,7,5,32778
1226,7,5,32794
1227,7,5,32794
1228,7,5,32760
1229,7,5,32760
1230,7,5,32774
1231,7,5,32801
1232,7,5,32872
1233,7,5,32872
1234,7,5,32863
1235,7,5,32866
1236,7,5,32917
1237,7,5,32910
1238,7,5,32910
1239,7,5,32910
1240,7,5,32910
1241,7,5,32909
1242,7,5,32905
1243,7,5,32905
1244,7,5,32905
1245,7,5,32905
1246,7,5,32905
1247,7,5,32922
1248,7,5,32993
1249,7,5,33032
1250,7,5,33032
1251,7,5,32980
1252,7,5,32971
1253,14,,40351
1254,14,,40379
1255,14,,40429
1256,14,,40446
1257,14,,40455
1258,14,,40447
1259,14,,40432
1260,14,,40414
1261,14,,40389
1262,14,,40372
1263,14,,40353
1264,14,,40334
1265,14,,40334
1266,14,,40334
1267,14,,40330
1268,14,,40314
1269,14,,40345
1270,14,,40362
1271,14,,40373
1272,14,,40374
1273,14,,40374
1274,14,,40374
1275,14,,40374
1276,14,,40389
1277,14,,40417
1278,14,,40424
1279,14,,40432
1280,14,,40442
1281,14,,40444
1282,14,,40442
1283,14,,40435
1284,14,,40454
1285,14,,40504
1286,14,,40551
1287,14,,40509
1288,14,,40481
1289,14,,40446
1290,14,,40408
1291,14,,40371
1292,14,,40305
1293,14,,40271
1294,14,,40271
1295,14,,40303
1296,14,,40306
1297,14,,40322
1298,14,,40324
1299,14,,40315
1300,14,,40271
1301,14,,40253
1302,14,,40233
1303,14,,40233
1304,14,,40233
1305,14,,40218
1306,14,,40204
1307,14,,40199
1308,14,,40199
1309,14,,40199
1310,14,,40199
1311,14,,40199
1312,14,,40203
1313,14,,40200
1314,14,,40199
1315,14,,40199
1316,14,,40199
1317,14,,40199
1318,14,,40210
1319,14,,40250
1320,14,,40280
1321,14,,40280
1322,14,,40200
1323,14,,40123
1324,14,,40090
1325,14,,40071
1326,14,,40043
1327,14,,40002
1328,14,,39940
1329,14,,39859
1330,14,,39855
1331,14,,39859
1332,14,,39911
1333,14,,40036
1334,14,,40090
1335,14,,40091
1336,14,,40090
1337,14,,40033
1338,14,,39974
1339,14,,39879
1340,14,,39769
1341,14,,39646
1342,14,,39624
1343,14,,39667
1344,14,,39816
1345,14,,39896
1346,14,,39940
1347,14,,39948
1348,14,,39941
1349,14,,39883
1350,14,,39827
1351,14,,39816
1352,14,,39799
1353,14,,39817
1354,14,,39828
1355,14,,39820
1356,14,,39777
1357,14,,39598
1358,14,,39377
1359,14,,39296
1360,14,,39296
1361,14,,39302
1362,14,,39555
1363,14,,39760
1364,14,,39760
1365,14,,39763
1366,14,,39763
1367,14,,39763
1368,14,,39763
1369,14,,39766
1370,14,,39798
1371,14,,39831
1372,14,,39945
1373,14,,40045
1374,14,,40073
1375,14,,40073
1376,14,,39943
1377,14,,39813
1378,14,,39792
1379,14,,39897
1380,14,,40004
1381,14,,40030
1382,14,,40030
1383,14,,40030
1384,14,,40032
1385,14,,40057
1386,14,,40067
1387,14,,40041
1388,14,,39978
1389,14,,39960
1390,14,,39960
1391,14,,39960
1392,14,,39960
1393,14,,39960
1394,14,,39960
1395,14,,39960
1396,14,,39981
1397,14,,39999
1398,14,,40008
1399,14,,39990
1400,14,,39934
1401,14,,39926
1402,14,,39930
1403,14,,39957
1404,14,,39983
1405,14,,39999
1406,14,,40031
1407,14,,40050
1408,14,,40067
1409,14,,40084
1410,14,,40115
1411,14,,40147
1412,14,,40135
1413,14,,40097
1414,14,,40071
1415,14,,40071
1416,14,,40074
1417,14,,40064
1418,14,,40061
1419,14,,40026
1420,14,,40020
1421,14,,40015
1422,14,,40008
1423,14,,39967
1424,14,,39902
1425,14,,39860
1426,14,,39860
1427,14,,39864
1428,14,,39950
1429,14,,40033
1430,14,,40036
1431,14,,40033
1432,14,,39955
1433,14,,39883
1434,14,,39871
1435,14,,39847
1436,14,,39819
1437,14,,39795
1438,14,,39731
1439,14,,39716
1440,14,,39709
1441,14,,39728
1442,14,,39741
1443,14,,39748
1444,14,,39751
1445,14,,39764
1446,14,,39800
1447,14,,39755
1448,14,,39769
1449,14,,39771
1450,14,,39804
1451,15,,40102
1452,15,,40106
1453,15,,40106
1454,15,,40101
1455,15,,40095
1456,15,,40088
1457,15,,40095
1458,15,,40129
1459,15,,40182
1460,15,,40231
1461,15,,40202
1462,15,,40185
1463,15,,40162
1464,15,,40126
1465,15,,40099
1466,15,,40093
1467,15,,40090
1468,15,,40083
1469,15,,40083
1470,15,,40083
1471,15,,40068
1472,15,,40030
1473,15,,40030
1474,15,,40030
1475,15,,40030
1476,15,,40030
1477,15,,40033
1478,15,,40054
1479,15,,40087
1480,15,,40130
1481,15,,40163
1482,15,,40185
1483,15,,40223
1484,15,,40282
1485,15,,40345
1486,15,,40401
1487,15,,40382
1488,15,,40364
1489,15,,40291
1490,15,,40239
1491,15,,40193
1492,15,,40180
1493,15,,40195
1494,15,,40201
1495,15,,40201
1496,15,,40201
1497,15,,40174
1498,15,,40171
1499,15,,40163
1500,15,,40171
1501,15,,40180
1502,15,,40203
1503,15,,40235
1504,15,,40286
1505,15,,40332
1506,15,,40344
1507,15,,40316
1508,15,,40203
1509,15,,40114
1510,15,,40045
1511,15,,39978
1512,15,,39963
1513,15,,39947
1514,15,,39944
1515,15,,39921
1516,15,,39921
1517,15,,39913
1518,15,,39893
1519,15,,39856
1520,15,,39849
