OID_,ORIG_FID,LineID,Fill_DEM_Cul1
1521,15,,39849
1522,15,,39822
1523,15,,39808
1524,15,,39803
1525,15,,39826
1526,15,,39810
1527,15,,39798
1528,15,,39723
1529,15,,39608
1530,15,,39574
1531,15,,39532
1532,15,,39532
1533,15,,39532
1534,15,,39532
1535,15,,39579
1536,15,,39676
1537,15,,39730
1538,15,,39743
1539,15,,39756
1540,15,,39772
1541,15,,39780
1542,15,,39809
1543,15,,39855
1544,15,,39915
1545,15,,39938
1546,15,,39887
1547,15,,39805
1548,15,,39805
1549,15,,39755
1550,15,,39684
1551,15,,39578
1552,15,,39296
1553,15,,39296
1554,15,,39296
1555,15,,39296
1556,15,,39417
1557,15,,39563
1558,15,,39611
1559,15,,39616
1560,15,,39627
1561,15,,39674
1562,15,,39726
1563,15,,39769
1564,15,,39811
1565,15,,39857
1566,15,,39898
1567,15,,39911
1568,15,,39935
1569,15,,39951
1570,15,,39946
1571,15,,39928
1572,15,,39921
1573,15,,39897
1574,15,,39866
1575,15,,39863
1576,15,,39865
1577,15,,39863
1578,15,,39836
1579,15,,39830
1580,15,,39826
1581,15,,39831
1582,15,,39831
1583,15,,39831
1584,15,,39829
1585,15,,39834
1586,15,,39847
1587,15,,39866
1588,15,,39878
1589,15,,39888
1590,15,,39876
1591,15,,39872
1592,15,,39858
1593,15,,39873
1594,15,,39925
1595,15,,39956
1596,15,,39966
1597,15,,39948
1598,15,,39927
1599,15,,39912
1600,15,,39941
1601,15,,39970
1602,15,,39995
1603,15,,39998
1604,15,,40005
1605,15,,40005
1606,15,,40004
1607,15,,39928
1608,15,,39847
1609,15,,39828
1610,15,,39828
1611,15,,39828
1612,15,,39830
1613,15,,39842
1614,15,,39848
1615,15,,39848
1616,15,,39831
1617,15,,39808
1618,15,,39808
1619,15,,39808
1620,15,,39808
1621,15,,39814
1622,15,,39822
1623,15,,39819
1624,15,,39808
1625,15,,39808
1626,15,,39826
1627,15,,39844
1628,15,,39833
1629,15,,39802
1630,15,,39755
1631,15,,39731
1632,15,,39694
1633,15,,39645
1634,15,,39645
1635,16,,39577
1636,16,,39640
1637,16,,39610
1638,16,,39586
1639,16,,39577
1640,16,,39577
1641,16,,39627
1642,16,,39630
1643,16,,39634
1644,16,,39615
1645,16,,39577
1646,16,,39577
1647,16,,39577
1648,16,,39577
1649,16,,39616
1650,16,,39680
1651,16,,39712
1652,16,,39758
1653,16,,39791
1654,16,,39831
1655,16,,39869
1656,16,,39925
1657,16,,39945
1658,16,,39951
1659,16,,39959
1660,16,,39936
1661,16,,39923
1662,16,,39917
1663,16,,39923
1664,16,,39925
1665,16,,39933
1666,16,,39942
1667,16,,39948
1668,16,,39965
1669,16,,39970
1670,16,,40008
1671,16,,40041
1672,16,,40065
1673,16,,40102
1674,16,,40107
1675,16,,40105
1676,16,,40066
1677,16,,40048
1678,16,,40001
1679,16,,39930
1680,16,,39892
1681,16,,39877
1682,16,,39854
1683,16,,39836
1684,16,,39834
1685,16,,39826
1686,16,,39818
1687,16,,39810
1688,16,,39803
1689,16,,39787
1690,16,,39802
1691,16,,39843
1692,16,,39802
1693,16,,39766
1694,16,,39654
1695,16,,39639
1696,16,,39607
1697,16,,39607
1698,16,,39600
1699,16,,39537
1700,16,,39506
1701,16,,39492
1702,16,,39492
1703,16,,39466
1704,16,,39431
1705,16,,39431
1706,16,,39431
1707,16,,39431
1708,16,,39431
1709,16,,39431
1710,16,,39573
1711,16,,39615
1712,16,,39649
1713,16,,39688
1714,16,,39698
1715,16,,39698
1716,16,,39612
1717,16,,39521
1718,16,,39446
1719,16,,39293
1720,16,,38979
1721,16,,38849
1722,16,,38849
1723,16,,38849
1724,16,,39060
1725,16,,39214
1726,16,,39225
1727,16,,39220
1728,16,,39168
1729,16,,39168
1730,16,,39168
1731,16,,39322
1732,16,,39471
1733,16,,39601
1734,16,,39678
1735,16,,39714
1736,16,,39730
1737,16,,39742
1738,16,,39766
1739,16,,39795
1740,16,,39815
1741,16,,39816
1742,16,,39816
1743,16,,39802
1744,16,,39813
1745,16,,39848
1746,16,,39890
1747,16,,39912
1748,16,,39878
1749,16,,39841
1750,16,,39836
1751,16,,39858
1752,16,,39885
1753,16,,39883
1754,16,,39762
1755,16,,39732
1756,16,,39721
1757,16,,39721
1758,16,,39714
1759,16,,39714
1760,16,,39714
1761,16,,39695
1762,16,,39717
1763,16,,39718
1764,16,,39717
1765,16,,39677
1766,16,,39646
1767,16,,39646
1768,16,,39648
1769,16,,39659
1770,16,,39680
1771,16,,39687
1772,16,,39737
1773,16,,39723
1774,16,,39723
1775,16,,39755
1776,16,,39731
1777,16,,39714
1778,16,,39698
1779,16,,39647
1780,16,,39647
1781,16,,39647
1782,16,,39647
1783,16,,39657
1784,16,,39671
1785,16,,39717
1786,16,,39743
1787,16,,39758
1788,16,,39769
1789,16,,39791
1790,16,,39799
1791,16,,39811
1792,16,,39859
1793,16,,39865
1794,16,,39861
1795,16,,39846
1796,16,,39821
1797,16,,39800
1798,16,,39792
1799,16,,39784
1800,16,,39701
1801,16,,39701
1802,16,,39713
1803,16,,39713
1804,16,,39701
1805,16,,39679
1806,16,,39677
1807,16,,39677
1808,16,,39677
1809,16,,39677
1810,16,,39677
1811,16,,39677
1812,16,,39686
1813,16,,39686
1814,16,,39680
1815,16,,39673
1816,16,,39649
1817,16,,39680
1818,16,,39680
1819,16,,39642
1820,16,,39629
1821,16,,39616
1822,16,,39633
1823,17,,39832
1824,17,,39898
1825,17,,39964
1826,17,,39964
1827,17,,39952
1828,17,,39952
1829,17,,39964
1830,17,,39969
1831,17,,39975
1832,17,,39978
1833,17,,39978
1834,17,,39985
1835,17,,39999
1836,17,,39999
1837,17,,39989
1838,17,,39994
1839,17,,40003
1840,17,,39994
1841,17,,39994
1842,17,,39995
1843,17,,40002
1844,17,,40043
1845,17,,40120
1846,17,,40192
1847,17,,40240
1848,17,,40197
1849,17,,40167
1850,17,,40129
1851,17,,40121
1852,17,,40087
1853,17,,40065
1854,17,,40047
1855,17,,40028
1856,17,,40021
1857,17,,40021
1858,17,,40084
1859,17,,40169
1860,17,,40250
1861,17,,40258
1862,17,,40258
1863,17,,40258
1864,17,,40322
1865,17,,40336
1866,17,,40275
1867,17,,40217
1868,17,,40153
1869,17,,40126
1870,17,,40120
1871,17,,40116
1872,17,,40127
1873,17,,40153
1874,17,,40119
1875,17,,40087
1876,17,,40078
1877,17,,40064
1878,17,,40048
1879,17,,40011
1880,17,,39986
1881,17,,39945
1882,17,,39929
1883,17,,39929
1884,17,,39965
1885,17,,40002
1886,17,,39959
1887,17,,39916
1888,17,,39844
1889,17,,39790
1890,17,,39755
1891,17,,39752
1892,17,,39782
1893,17,,39798
1894,17,,39798
1895,17,,39790
1896,17,,39790
1897,17,,39790
1898,17,,39790
1899,17,,39768
1900,17,,39793
1901,17,,39834
1902,17,,39868
1903,17,,39875
1904,17,,39844
1905,17,,39744
1906,17,,39577
1907,17,,39473
1908,17,,39463
1909,17,,39464
1910,17,,39524
1911,17,,39589
1912,17,,39644
1913,17,,39649
1914,17,,39647
1915,17,,39616
1916,17,,39537
1917,17,,39458
1918,17,,39304
1919,17,,39175
1920,17,,39170
1921,17,,39170
1922,17,,39338
1923,17,,39654
1924,17,,39704
1925,17,,39741
1926,17,,39753
1927,17,,39737
1928,17,,39695
1929,17,,39668
1930,17,,39611
1931,17,,39611
1932,17,,39611
1933,17,,39704
1934,17,,39798
1935,17,,39845
1936,17,,39928
1937,17,,39976
1938,17,,40006
1939,17,,39987
1940,17,,39981
1941,17,,39933
1942,17,,39933
1943,17,,39961
1944,17,,39983
1945,17,,39988
1946,17,,39969
1947,17,,39904
1948,17,,39840
1949,17,,39805
1950,17,,39802
1951,17,,39802
1952,17,,39797
1953,17,,39797
1954,17,,39814
1955,17,,39852
1956,17,,39869
1957,17,,39905
1958,17,,39846
1959,17,,39812
1960,17,,39798
1961,17,,39736
1962,17,,39719
1963,17,,39711
1964,17,,39711
1965,17,,39711
1966,17,,39711
1967,17,,39711
1968,17,,39715
1969,17,,39717
1970,17,,39715
1971,17,,39711
1972,17,,39711
1973,17,,39711
1974,17,,39711
1975,17,,39711
1976,17,,39711
1977,17,,39711
1978,17,,39711
1979,17,,39711
1980,17,,39711
1981,17,,39711
1982,17,,39711
1983,17,,39711
1984,17,,39740
1985,17,,39740
1986,17,,39740
1987,17,,39740
1988,17,,39757
1989,17,,39806
1990,17,,39825
1991,17,,39825
1992,17,,39825
1993,17,,39823
1994,17,,39787
1995,17,,39779
1996,17,,39779
1997,17,,39779
1998,17,,39730
1999,17,,39730
2000,17,,39734
2001,17,,39734
2002,17,,39689
2003,17,,39650
2004,17,,39597
2005,17,,39589
2006,17,,39556
2007,17,,39554
2008,17,,39510
2009,17,,39503
2010,17,,39503
2011,17,,39503
2012,17,,39518
2013,18,,39752
2014,18,,39755
2015,18,,39755
2016,18,,39767
2017,18,,39807
2018,18,,39849
2019,18,,39874
2020,18,,39897
2021,18,,39935
2022,18,,39951
2023,18,,39951
2024,18,,39929
2025,18,,39896
2026,18,,39882
2027,18,,39861
2028,18,,39828
2029,18,,39783
2030,18,,39761
2031,18,,39761
2032,18,,39760
2033,18,,39746
2034,18,,39728
2035,18,,39724
2036,18,,39738
2037,18,,39748
2038,18,,39748
2039,18,,39710
2040,18,,39688
2041,18,,39681
2042,18,,39667
2043,18,,39666
2044,18,,39665
2045,18,,39666
2046,18,,39664
2047,18,,39647
2048,18,,39603
2049,18,,39582
2050,18,,39542
2051,18,,39542
2052,18,,39537
2053,18,,39518
2054,18,,39487
2055,18,,39487
2056,18,,39487
2057,18,,39487
2058,18,,39488
2059,18,,39492
2060,18,,39489
2061,18,,39484
2062,18,,39452
2063,18,,39425
2064,18,,39376
2065,18,,39339
2066,18,,39320
2067,18,,39320
2068,18,,39320
2069,18,,39320
2070,18,,39320
2071,18,,39320
2072,18,,39320
2073,18,,39335
2074,18,,39407
2075,18,,39445
2076,18,,39470
2077,18,,39486
2078,18,,39486
2079,18,,39461
2080,18,,39406
2081,18,,39380
2082,18,,39347
2083,18,,39343
2084,18,,39347
2085,18,,39348
2086,18,,39345
2087,18,,39263
2088,18,,39147
2089,18,,38964
2090,18,,38664
2091,18,,38664
2092,18,,38696
2093,18,,38845
2094,18,,39029
2095,18,,39192
2096,18,,39305
2097,18,,39413
2098,18,,39518
2099,18,,39556
2100,18,,39619
2101,18,,39624
2102,18,,39639
2103,18,,39686
2104,18,,39711
2105,18,,39720
2106,18,,39748
2107,18,,39760
2108,18,,39747
2109,18,,39698
2110,18,,39651
2111,18,,39643
2112,18,,39637
2113,18,,39604
2114,18,,39604
2115,18,,39608
2116,18,,39611
2117,18,,39616
2118,18,,39631
2119,18,,39633
2120,18,,39637
2121,18,,39649
2122,18,,39652
2123,18,,39659
2124,18,,39679
2125,18,,39681
2126,18,,39722
2127,18,,39791
2128,18,,39886
2129,18,,39916
2130,18,,39923
2131,18,,39916
2132,18,,39912
2133,18,,39931
2134,18,,39891
2135,18,,39886
2136,18,,39856
2137,18,,39818
2138,18,,39786
2139,18,,39781
2140,18,,39774
2141,18,,39762
2142,18,,39719
2143,18,,39669
2144,18,,39669
2145,18,,39669
2146,18,,39674
2147,18,,39696
2148,18,,39723
2149,18,,39722
2150,18,,39671
2151,18,,39626
2152,18,,39626
2153,18,,39626
2154,18,,39626
2155,18,,39623
2156,18,,39623
2157,18,,39634
2158,18,,39643
2159,18,,39626
2160,18,,39610
2161,18,,39607
2162,18,,39607
2163,18,,39620
2164,18,,39636
2165,18,,39637
2166,18,,39670
2167,18,,39713
2168,18,,39713
2169,18,,39702
2170,18,,39698
2171,18,,39698
2172,18,,39697
2173,18,,39681
2174,18,,39680
2175,18,,39680
2176,18,,39676
2177,18,,39667
2178,18,,39667
2179,18,,39684
2180,18,,39684
2181,18,,39667
2182,18,,39667
2183,18,,39731
2184,18,,39757
2185,18,,39801
2186,18,,39774
2187,18,,39766
2188,18,,39769
2189,18,,39769
2190,18,,39751
2191,18,,39632
2192,18,,39615
2193,3,6,42151
2194,3,6,42151
2195,3,6,42110
2196,3,6,42054
2197,3,6,42054
2198,3,6,42054
2199,3,6,42054
2200,3,6,42054
2201,3,6,42054
2202,3,6,42054
2203,3,6,42084
2204,3,6,42111
2205,3,6,42103
2206,3,6,42089
2207,3,6,42072
2208,3,6,42064
2209,3,6,42064
2210,3,6,42064
2211,3,6,42064
2212,3,6,42064
2213,3,6,42064
2214,3,6,42064
2215,3,6,42126
2216,3,6,42108
2217,3,6,42076
2218,3,6,42189
2219,3,6,42296
2220,3,6,42404
2221,3,6,42625
2222,3,6,42687
2223,3,6,42726
2224,3,6,42765
2225,3,6,42723
2226,3,6,42644
2227,3,6,42560
2228,3,6,42425
2229,3,6,42221
2230,3,6,42101
2231,3,6,42093
2232,3,6,42089
2233,3,6,42089
2234,3,6,42090
2235,3,6,42090
2236,3,6,42090
2237,3,6,42090
2238,3,6,42136
2239,3,6,42219
2240,3,6,42283
2241,3,6,42300
2242,3,6,42316
2243,3,6,42331
2244,3,6,42334
2245,3,6,42379
2246,3,6,42407
2247,3,6,42370
2248,3,6,42367
2249,3,6,42315
2250,3,6,42287
2251,3,6,42287
2252,3,6,42333
2253,3,6,42393
2254,3,6,42423
2255,3,6,42505
2256,3,6,42501
2257,3,6,42474
2258,3,6,42466
2259,3,6,42418
2260,3,6,42438
2261,3,6,42438
2262,3,6,42342
2263,3,6,42340
2264,3,6,42339
2265,3,6,42307
2266,3,6,42272
2267,3,6,42272
2268,3,6,42339
2269,3,6,42393
2270,3,6,42412
2271,3,6,42409
2272,3,6,42444
2273,3,6,42440
2274,3,6,42429
2275,3,6,42459
2276,3,6,42451
2277,3,6,42436
2278,3,6,42487
2279,3,6,42485
2280,3,6,42485
2281,3,6,42498
2282,3,6,42535
2283,3,6,42531
2284,3,6,42523
2285,3,6,42580
2286,3,6,42552
2287,3,6,42556
2288,3,6,42562
2289,3,6,42570
2290,3,6,42587
2291,3,6,42592
2292,3,6,42592
2293,3,6,42592
2294,3,6,42592
2295,3,6,42597
2296,3,6,42603
2297,3,6,42607
2298,3,6,42614
2299,3,6,42614
2300,3,6,42592
2301,3,6,42592
2302,3,6,42592
2303,3,6,42610
2304,3,6,42615
2305,3,6,42615
2306,3,6,42608
2307,3,6,42634
2308,3,6,42635
2309,3,6,42635
2310,3,6,42647
2311,3,6,42628
2312,3,6,42628
2313,3,6,42628
2314,3,6,42628
2315,3,6,42636
2316,3,6,42636
2317,3,6,42636
2318,3,6,42603
2319,3,6,42582
2320,3,6,42631
2321,3,6,42647
2322,3,6,42656
2323,3,6,42676
2324,3,6,42638
2325,3,6,42622
2326,3,6,42622
2327,3,6,42655
2328,3,6,42740
2329,3,6,42657
2330,3,6,42654
2331,3,6,42654
2332,3,6,42657
2333,3,6,42658
2334,3,6,42663
2335,3,6,42679
2336,3,6,42601
2337,3,6,42617
2338,3,6,42636
2339,3,6,42552
2340,3,6,42499
2341,3,6,42475
2342,3,6,42475
2343,3,6,42455
2344,3,6,42489
2345,3,6,42544
2346,3,6,42544
2347,3,6,42534
2348,3,6,42472
2349,3,6,42472
2350,3,6,42516
2351,3,6,42516
2352,3,6,42591
2353,3,6,42609
2354,3,6,42593
2355,3,6,42530
2356,3,6,42447
2357,3,6,42410
2358,3,6,42371
2359,3,6,42360
2360,3,6,42359
2361,3,6,42350
2362,3,6,42335
2363,3,6,42335
2364,3,6,42335
2365,3,6,42340
2366,3,6,42364
2367,3,6,42308
2368,3,6,42304
2369,3,6,42280
2370,3,6,42258
2371,3,6,42294
2372,3,6,42287
2373,3,6,42287
2374,3,6,42291
2375,3,6,42316
2376,3,6,42339
2377,3,6,42355
2378,3,6,42430
2379,3,6,42521
2380,3,6,42565
2381,3,6,42549
2382,3,6,42511
2383,3,6,42426
2384,3,6,42371
2385,3,6,42220
2386,3,6,42124
2387,3,6,42021
2388,3,6,41976
2389,3,6,41963
2390,3,6,41970
2391,3,6,41970
2392,3,6,41902
2393,3,6,41785
2394,3,6,41761
2395,3,6,41756
2396,3,6,41709
2397,3,6,41658
2398,3,6,41637
2399,3,6,41524
2400,3,6,41478
2401,3,6,41453
2402,3,6,41339
2403,3,6,41271
2404,3,6,41232
2405,3,6,41183
2406,3,6,41113
2407,3,6,41011
2408,3,6,40977
2409,3,6,40977
2410,3,6,40977
2411,3,6,40977
2412,3,6,40977
2413,3,6,40977
2414,3,6,40977
2415,3,6,40977
2416,3,6,40977
2417,3,6,40977
2418,3,6,40977
2419,3,6,40977
2420,3,6,40977
2421,3,6,40977
2422,3,6,40977
2423,3,6,40977
2424,3,6,40977
2425,3,6,40977
2426,3,6,40977
2427,3,6,40977
2428,3,6,40977
2429,3,6,40977
2430,3,6,40977
2431,3,6,40977
2432,3,6,40977
2433,3,6,40996
2434,3,6,41027
2435,3,6,41027
2436,3,6,40977
2437,3,6,40977
2438,3,6,40977
2439,3,6,40977
2440,3,6,40977
2441,3,6,40977
2442,3,6,40977
2443,3,6,40977
2444,3,6,40977
2445,3,6,40977
2446,3,6,40977
2447,3,6,40977
2448,3,6,40977
2449,3,6,40977
2450,3,6,40977
2451,3,6,40977
2452,3,6,40977
2453,3,6,40977
2454,3,6,40977
2455,3,6,40977
2456,3,6,40977
2457,3,6,40977
2458,3,6,40977
2459,3,6,40977
2460,3,6,40977
2461,3,6,40977
2462,3,6,40977
2463,3,6,40977
2464,3,6,40977
2465,3,6,40977
2466,3,6,40977
2467,3,6,40977
2468,3,6,41034
2469,3,6,41097
2470,3,6,41159
2471,3,6,41195
2472,3,6,41237
2473,3,6,41292
2474,3,6,41312
2475,3,6,41359
2476,3,6,41378
2477,3,6,41393
2478,3,6,41441
2479,3,6,41529
2480,3,6,41513
2481,3,6,41534
2482,3,6,41672
2483,3,6,41776
2484,3,6,41819
2485,3,6,41819
2486,3,6,41829
2487,3,6,41864
2488,3,6,41940
2489,3,6,41940
2490,3,6,41964
2491,3,6,42028
2492,3,6,42034
2493,3,6,42070
2494,3,6,42026
2495,3,6,41854
2496,3,6,41857
2497,11,6,42117
2498,11,6,42107
2499,11,6,42056
2500,11,6,42034
2501,11,6,42046
2502,11,6,42046
2503,11,6,42054
2504,11,6,42054
2505,11,6,42037
2506,11,6,42036
2507,11,6,42031
2508,11,6,42031
2509,11,6,42031
2510,11,6,42031
2511,11,6,42031
2512,11,6,42037
2513,11,6,42095
2514,11,6,42076
2515,11,6,42021
2516,11,6,42073
2517,11,6,42073
2518,11,6,42081
2519,11,6,42123
2520,11,6,42123
2521,11,6,42188
2522,11,6,42225
2523,11,6,42243
2524,11,6,42243
2525,11,6,42223
2526,11,6,42079
2527,11,6,42055
2528,11,6,42056
2529,11,6,42065
2530,11,6,42068
2531,11,6,42089
2532,11,6,42096
2533,11,6,42105
2534,11,6,42122
2535,11,6,42172
2536,11,6,42185
2537,11,6,42254
2538,11,6,42234
2539,11,6,42234
2540,11,6,42295
2541,11,6,42295
2542,11,6,42304
2543,11,6,42301
2544,11,6,42296
2545,11,6,42251
2546,11,6,42240
2547,11,6,42240
2548,11,6,42240
2549,11,6,42259
2550,11,6,42340
2551,11,6,42461
2552,11,6,42486
2553,11,6,42314
2554,11,6,42293
2555,11,6,42237
2556,11,6,42226
2557,11,6,42226
2558,11,6,42203
2559,11,6,42234
2560,11,6,42184
2561,11,6,42126
2562,11,6,42121
2563,11,6,42121
2564,11,6,42140
2565,11,6,42172
2566,11,6,42236
2567,11,6,42272
2568,11,6,42278
2569,11,6,42309
2570,11,6,42327
2571,11,6,42391
2572,11,6,42392
2573,11,6,42399
2574,11,6,42420
2575,11,6,42439
2576,11,6,42439
2577,11,6,42450
2578,11,6,42453
2579,11,6,42465
2580,11,6,42490
2581,11,6,42468
2582,11,6,42446
2583,11,6,42424
2584,11,6,42420
2585,11,6,42420
2586,11,6,42443
2587,11,6,42521
2588,11,6,42560
2589,11,6,42575
2590,11,6,42601
2591,11,6,42503
2592,11,6,42449
2593,11,6,42449
2594,11,6,42449
2595,11,6,42465
2596,11,6,42509
2597,11,6,42543
2598,11,6,42553
2599,11,6,42561
2600,11,6,42554
2601,11,6,42551
2602,11,6,42549
2603,11,6,42516
2604,11,6,42553
2605,11,6,42645
2606,11,6,42618
2607,11,6,42609
2608,11,6,42609
2609,11,6,42557
2610,11,6,42508
2611,11,6,42508
2612,11,6,42508
2613,11,6,42508
2614,11,6,42508
2615,11,6,42570
2616,11,6,42592
2617,11,6,42745
2618,11,6,42877
2619,11,6,42877
2620,11,6,42861
2621,11,6,42792
2622,11,6,42741
2623,11,6,42700
2624,11,6,42666
2625,11,6,42666
2626,11,6,42659
2627,11,6,42652
2628,11,6,42590
2629,11,6,42546
2630,11,6,42532
2631,11,6,42532
2632,11,6,42541
2633,11,6,42576
2634,11,6,42611
2635,11,6,42654
2636,11,6,42492
2637,11,6,42446
2638,11,6,42430
2639,11,6,42430
2640,11,6,42430
2641,11,6,42430
2642,11,6,42463
2643,11,6,42463
2644,11,6,42432
2645,11,6,42432
2646,11,6,42433
2647,11,6,42433
2648,11,6,42435
2649,11,6,42392
2650,11,6,42392
2651,11,6,42392
2652,11,6,42384
2653,11,6,42384
2654,11,6,42386
2655,11,6,42390
2656,11,6,42397
2657,11,6,42430
2658,11,6,42410
2659,11,6,42385
2660,11,6,42384
2661,11,6,42318
2662,11,6,42285
2663,11,6,42285
2664,11,6,42298
2665,11,6,42318
2666,11,6,42334
2667,11,6,42315
2668,11,6,42315
2669,11,6,42313
2670,11,6,42294
2671,11,6,42233
2672,11,6,42181
2673,11,6,42172
2674,11,6,42131
2675,11,6,42113
2676,11,6,42104
2677,11,6,42104
2678,11,6,42072
2679,11,6,42068
2680,11,6,42014
2681,11,6,41988
2682,11,6,42072
2683,11,6,42117
2684,11,6,42123
2685,11,6,42126
2686,11,6,42126
2687,11,6,42126
2688,11,6,42190
2689,11,6,42201
2690,11,6,42153
2691,11,6,42016
2692,11,6,41879
2693,11,6,41739
2694,11,6,41700
2695,11,6,41691
2696,11,6,41686
2697,11,6,41675
2698,11,6,41538
2699,11,6,41363
2700,11,6,41209
2701,11,6,41123
2702,11,6,41100
2703,11,6,41100
2704,11,6,41118
2705,11,6,41118
2706,11,6,41162
2707,11,6,41159
2708,11,6,41147
2709,11,6,41147
2710,11,6,41147
2711,11,6,41154
2712,11,6,41144
2713,11,6,41073
2714,11,6,41054
2715,11,6,41047
2716,11,6,40979
2717,11,6,40977
2718,11,6,40977
2719,11,6,40977
2720,11,6,40977
2721,11,6,40977
2722,11,6,41036
2723,11,6,41036
2724,11,6,41036
2725,11,6,41011
2726,11,6,40977
2727,11,6,40977
2728,11,6,40977
2729,11,6,40977
2730,11,6,40977
2731,11,6,40977
2732,11,6,40977
2733,11,6,40977
2734,11,6,40977
2735,11,6,40977
2736,11,6,40977
2737,11,6,40977
2738,11,6,40977
2739,11,6,40977
2740,11,6,40977
2741,11,6,40977
2742,11,6,40977
2743,11,6,40977
2744,11,6,40977
2745,11,6,40977
2746,11,6,40977
2747,11,6,40977
2748,11,6,40977
2749,11,6,40977
2750,11,6,40977
2751,11,6,40977
2752,11,6,40977
2753,11,6,40977
2754,11,6,40977
2755,11,6,40977
2756,11,6,40977
2757,11,6,40977
2758,11,6,40977
2759,11,6,40977
2760,11,6,40977
2761,11,6,40977
2762,11,6,40977
2763,11,6,40977
2764,11,6,40977
2765,11,6,40977
2766,11,6,40977
2767,11,6,40977
2768,11,6,40977
2769,11,6,40977
2770,11,6,40977
2771,11,6,40977
2772,11,6,41043
2773,11,6,41089
2774,11,6,41120
2775,11,6,41246
2776,11,6,41282
2777,11,6,41285
2778,11,6,41347
2779,11,6,41347
2780,11,6,41452
2781,11,6,41552
2782,11,6,41649
2783,11,6,41687
2784,11,6,41725
2785,11,6,41725
2786,11,6,41726
2787,11,6,41772
2788,11,6,41822
2789,11,6,41866
2790,11,6,41985
2791,11,6,42036
2792,11,6,42072
2793,11,6,42117
2794,11,6,42118
2795,11,6,42100
2796,11,6,41977
2797,11,6,41911
2798,11,6,41911
2799,12,6,42006
2800,12,6,42006
2801,12,6,42006
2802,12,6,42014
2803,12,6,42027
2804,12,6,42029
2805,12,6,42013
2806,12,6,42006
2807,12,6,42006
2808,12,6,42008
2809,12,6,42076
2810,12,6,42054
2811,12,6,42086
2812,12,6,42087
2813,12,6,42070
2814,12,6,42034
2815,12,6,41987
2816,12,6,41981
2817,12,6,41985
2818,12,6,42007
2819,12,6,42021
2820,12,6,42054
2821,12,6,42068
2822,12,6,42054
2823,12,6,42038
2824,12,6,41997
2825,12,6,41997
2826,12,6,41997
2827,12,6,41997
2828,12,6,42013
2829,12,6,42013
2830,12,6,42030
2831,12,6,42045
2832,12,6,42076
2833,12,6,42087
2834,12,6,42087
2835,12,6,42059
2836,12,6,42047
2837,12,6,42022
2838,12,6,42018
2839,12,6,42033
2840,12,6,42052
2841,12,6,42124
2842,12,6,42134
2843,12,6,42135
2844,12,6,42149
2845,12,6,42104
2846,12,6,42104
2847,12,6,42161
2848,12,6,42095
2849,12,6,42068
2850,12,6,42081
2851,12,6,42081
2852,12,6,42085
2853,12,6,42126
2854,12,6,42123
2855,12,6,42074
2856,12,6,42074
2857,12,6,42083
2858,12,6,42111
2859,12,6,42185
2860,12,6,42237
2861,12,6,42284
2862,12,6,42379
2863,12,6,42379
2864,12,6,42379
2865,12,6,42426
2866,12,6,42445
2867,12,6,42553
2868,12,6,42748
2869,12,6,42859
2870,12,6,42859
2871,12,6,42772
2872,12,6,42755
2873,12,6,42635
2874,12,6,42424
2875,12,6,42407
2876,12,6,42403
2877,12,6,42413
2878,12,6,42437
2879,12,6,42449
2880,12,6,42449
2881,12,6,42449
2882,12,6,42441
2883,12,6,42420
2884,12,6,42406
2885,12,6,42406
2886,12,6,42406
2887,12,6,42406
2888,12,6,42406
2889,12,6,42410
2890,12,6,42427
2891,12,6,42427
2892,12,6,42427
2893,12,6,42427
2894,12,6,42431
2895,12,6,42486
2896,12,6,42469
2897,12,6,42462
2898,12,6,42469
2899,12,6,42469
2900,12,6,42459
2901,12,6,42439
2902,12,6,42439
2903,12,6,42439
2904,12,6,42464
2905,12,6,42483
2906,12,6,42462
2907,12,6,42472
2908,12,6,42495
2909,12,6,42497
2910,12,6,42524
2911,12,6,42523
2912,12,6,42493
2913,12,6,42502
2914,12,6,42502
2915,12,6,42538
2916,12,6,42596
2917,12,6,42596
2918,12,6,42608
2919,12,6,42675
2920,12,6,42681
2921,12,6,42683
2922,12,6,42739
2923,12,6,42705
2924,12,6,42634
2925,12,6,42580
2926,12,6,42549
2927,12,6,42586
2928,12,6,42597
2929,12,6,42624
2930,12,6,42644
2931,12,6,42644
2932,12,6,42548
2933,12,6,42505
2934,12,6,42501
2935,12,6,42501
2936,12,6,42494
2937,12,6,42471
2938,12,6,42462
2939,12,6,42417
2940,12,6,42414
2941,12,6,42414
2942,12,6,42414
2943,12,6,42414
2944,12,6,42414
2945,12,6,42414
2946,12,6,42398
2947,12,6,42465
2948,12,6,42425
2949,12,6,42407
2950,12,6,42412
2951,12,6,42395
2952,12,6,42376
2953,12,6,42373
2954,12,6,42364
2955,12,6,42364
2956,12,6,42368
2957,12,6,42368
2958,12,6,42329
2959,12,6,42313
2960,12,6,42292
2961,12,6,42286
2962,12,6,42227
2963,12,6,42182
2964,12,6,42174
2965,12,6,42157
2966,12,6,42108
2967,12,6,42077
2968,12,6,42115
2969,12,6,42127
2970,12,6,42127
2971,12,6,42150
2972,12,6,42127
2973,12,6,42062
2974,12,6,42001
2975,12,6,41977
2976,12,6,41950
2977,12,6,41950
2978,12,6,41920
2979,12,6,41917
2980,12,6,41941
2981,12,6,41913
2982,12,6,41837
2983,12,6,41779
2984,12,6,41728
