Date,Site,WTE,distance.from.stream,qL_m2.sec,well_types,DIC,filename,DOC,ID,DOC_g.m2.day,DIC_g.m2.day
2024-12-09T00:00:00Z,5GW4,3.8950000000000022,0.3048,3.485996300937013e-6,RW,21.3026,Howley_12112024_detailed.txt,56.4158,5,3.3801215265644338,1.276333524150885
2025-01-10T00:00:00Z,5GW4,4.4250000000000025,0.3048,4.511593448978033e-6,RW,40.069,Howley_01102025_detailed.txt,46.82269999999999,5,3.8862020291480155,3.3256567670367554
2025-01-30T00:00:00Z,5GW4,4.070000000000002,0.3048,5.9112568878031105e-6,RW,23.781599999999997,Howley_013025_detailed.txt,41.357899999999994,5,8.914186539561928,5.125831306938843
2025-03-12T00:00:00Z,5GW4,4.236000000000002,0.3048,1.138535781196094e-5,RW,NA,Howley_03142025_detailed.txt,45.040699999999994,5,25.542656100971715,NA
2025-04-17T00:00:00Z,5GW4,3.615000000000003,0.3048,1.016943918364715e-6,RW,20.595899999999997,Howley_04182025_detailed.txt,50.327299999999994,5,0.9880058783701323,0.40433065692622905
2025-10-10T00:00:00Z,5GW4,3.9250000000000025,0.3048,NA,RW,32.9798,BEF_10102025.txt,51.75289999999999,5,NA,NA
2024-04-18T00:00:00Z,5GW5,2.9340000000000006,4.8768,6.298746797145639e-6,RW,23.419,BEF_04182024.txt,74.84968,5,15.726656166129832,4.920562930323744
2024-05-30T00:00:00Z,5GW5,3.3240000000000007,4.8768,3.209778864709591e-7,RW,26.5788,2024_05_30_Howley_TOC_STREAMS_detailed.txt,64.05939000000001,5,0.3499873676321531,0.1452128134036473
2024-06-19T00:00:00Z,5GW5,2.9240000000000004,4.8768,NA,RW,30.5933,2024_07_11_Howley_TOC_STREAMS.txt,72.0998,5,NA,NA
2024-07-11T00:00:00Z,5GW5,3.8640000000000008,4.8768,5.582451516296543e-7,RW,16.884800000000002,2024_07_11_Howley_TOC_STREAMS.txt,76.91209,5,2.0979592493383894,0.460572873955562
2024-07-29T00:00:00Z,5GW5,4.064000000000001,4.8768,2.5667055893192537e-6,RW,9.1666,08012024_Howley_streams_detailed.txt,87.3437,5,13.44340621991601,1.4108668107199733
2024-08-30T00:00:00Z,5GW5,3.7440000000000007,4.8768,3.354281527563948e-6,RW,23.9148,08302024_Howley_streams_detailed.txt,80.05054000000001,5,6.1077406727426355,1.8246647260656275
2024-10-04T00:00:00Z,5GW5,3.0040000000000004,4.8768,6.266479080132848e-6,RW,1.50575,11152024_Howley_streams_details.txt,73.2954,5,14.383248968685491,0.2954834428163047
2024-11-01T00:00:00Z,5GW5,3.4940000000000007,4.8768,3.731327954257712e-6,RW,11.290399999999998,11152024_Howley_streams_details.txt,72.42859,5,4.819640035180264,0.7513008861997623
2024-12-09T00:00:00Z,5GW5,3.444000000000001,4.8768,3.485996300937013e-6,RW,29.908800000000003,Howley_12112024_detailed.txt,41.77369999999999,5,2.5028481846263753,1.7919692482196536
2025-01-10T00:00:00Z,5GW5,3.624000000000001,4.8768,4.511593448978033e-6,RW,26.7342,Howley_01102025_detailed.txt,46.9118,5,3.8935971729734917,2.218891740280866
2025-01-30T00:00:00Z,5GW5,3.7440000000000007,4.8768,5.9112568878031105e-6,RW,22.6716,Howley_013025_detailed.txt,50.0303,5,10.783415667387493,4.886584462710444
2025-03-12T00:00:00Z,5GW5,3.9850000000000008,4.8768,1.138535781196094e-5,RW,NA,Howley_03142025_detailed.txt,56.4158,5,31.993494285417416,NA
2025-04-17T00:00:00Z,5GW5,3.4640000000000004,4.8768,1.016943918364715e-6,RW,32.5543,Howley_04182025_detailed.txt,50.7728,5,0.9967517602039262,0.6390932906439407
2025-10-10T00:00:00Z,5GW5,3.4940000000000007,4.8768,NA,RW,34.1083,BEF_10102025.txt,70.22630000000001,5,NA,NA
2024-04-18T00:00:00Z,5GW6,2.383,7.62,6.298746797145639e-6,RW,33.52739999999999,BEF_04182024.txt,120.16292,5,25.247414908896946,7.044437490504985
2024-05-30T00:00:00Z,5GW6,2.7030000000000003,7.62,3.209778864709591e-7,RW,26.2976,2024_05_30_Howley_TOC_STREAMS_detailed.txt,78.79516,5,0.4304959917750438,0.14367648207457656
2024-07-11T00:00:00Z,5GW6,3.463,7.62,5.582451516296543e-7,RW,14.846099999999998,2024_07_11_Howley_TOC_STREAMS.txt,66.09191000000001,5,1.80281323639678,0.4049625073457587
2024-07-29T00:00:00Z,5GW6,3.54,7.62,2.5667055893192537e-6,RW,26.7305,08012024_Howley_streams_detailed.txt,79.36307000000001,5,12.215076632540526,4.114194497845465
2024-08-30T00:00:00Z,5GW6,NA,7.62,3.354281527563948e-6,RW,NA,NA,NA,NA,NA,NA
2024-10-04T00:00:00Z,5GW6,2.483,7.62,6.266479080132848e-6,RW,1.5660600000000002,11152024_Howley_streams_details.txt,103.66364000000002,5,20.34261281226631,0.307318479466646
2024-11-01T00:00:00Z,5GW6,2.263,7.62,3.731327954257712e-6,RW,NA,NA,NA,NA,NA,NA
2024-12-09T00:00:00Z,5GW6,2.7880000000000003,7.62,3.485996300937013e-6,RW,32.299,Howley_12112024_detailed.txt,60.395599999999995,5,3.618569047496887,1.9351767622989418
2025-01-10T00:00:00Z,5GW6,2.898,7.62,4.511593448978033e-6,RW,41.474999999999994,Howley_01102025_detailed.txt,41.65489999999999,5,3.4572836872704413,3.442352302599251
2025-01-30T00:00:00Z,5GW6,3.168,7.62,5.9112568878031105e-6,RW,13.791599999999995,Howley_013025_detailed.txt,68.8007,5,14.829144464598992,2.972609708883243
2025-03-12T00:00:00Z,5GW6,3.4930000000000003,7.62,1.138535781196094e-5,RW,NA,Howley_03142025_detailed.txt,76.7009,5,43.49720833235322,NA
2025-04-17T00:00:00Z,5GW6,3.623,7.62,1.016943918364715e-6,RW,27.4853,Howley_04182025_detailed.txt,96.4217,5,1.8929131187733375,0.5395806643465196
2025-10-10T00:00:00Z,5GW6,2.9930000000000003,7.62,NA,RW,29.08,BEF_10102025.txt,72.8993,5,NA,NA
2024-07-11T00:00:00Z,5GW7,NA,NA,NA,RW,13.5881,2024_07_11_Howley_TOC_STREAMS.txt,63.90994,5,NA,NA
2024-08-30T00:00:00Z,5GW7,NA,NA,NA,RW,18.2538,08302024_Howley_streams_detailed.txt,37.81597,5,NA,NA
2024-10-04T00:00:00Z,5GW7,NA,NA,NA,RW,10.7206,11152024_Howley_streams_details.txt,52.402289999999994,5,NA,NA
2024-11-01T00:00:00Z,5GW7,NA,NA,NA,RW,6.5692,11152024_Howley_streams_details.txt,52.61152,5,NA,NA
2024-12-09T00:00:00Z,5GW7,NA,NA,NA,RW,37.0979,Howley_12112024_detailed.txt,12.822139999999996,5,NA,NA
2025-01-30T00:00:00Z,5GW7,NA,NA,NA,RW,18.664499999999997,Howley_013025_detailed.txt,74.1764,5,NA,NA
2025-03-12T00:00:00Z,5GW7,NA,NA,NA,RW,NA,NA,NA,NA,NA,NA
2024-12-09T00:00:00Z,5GW8,4.721000000000001,16.806672,3.485996300937013e-6,upland,42.141,Howley_12112024_detailed.txt,48.15919999999999,5,2.8854318935851633,2.524854761448952
2025-01-10T00:00:00Z,5GW8,NA,16.806672,4.511593448978033e-6,upland,12.8555,Howley_01102025_detailed.txt,54.3071,5,4.507394110487952,1.0669839668731689
2025-01-30T00:00:00Z,5GW8,5.381000000000001,16.806672,5.9112568878031105e-6,upland,NA,NA,NA,NA,NA,NA
2025-03-12T00:00:00Z,5GW8,5.496000000000001,16.806672,1.138535781196094e-5,upland,NA,Howley_03142025_detailed.txt,58.6433,5,33.25671325103995,NA
2025-04-17T00:00:00Z,5GW8,5.026000000000001,16.806672,1.016943918364715e-6,upland,46.988,Howley_04182025_detailed.txt,56.326699999999995,5,1.1057837537318895,0.9224500462543347
2024-04-18T00:00:00Z,6GW1,1.5649999999999968,0.3048,7.242224992739373e-7,RW,10.9796,BEF_04182024.txt,73.08617000000001,6,13.278865907519942,1.9948594394562735
2024-07-29T00:00:00Z,6GW1,2.2049999999999965,0.3048,4.587271840825663e-8,RW,11.6345,08012024_Howley_streams_detailed.txt,97.05795,6,0.9772388974465174,0.11714327319237121
2024-08-30T00:00:00Z,6GW1,2.7249999999999965,0.3048,4.571132562087798e-6,RW,NA,NA,NA,NA,NA,NA
2024-11-01T00:00:00Z,6GW1,2.1949999999999967,0.3048,1.755897263660677e-6,RW,8.552399999999999,11152024_Howley_streams_details.txt,33.90038,6,13.265281370495767,3.346569932048785
2025-01-10T00:00:00Z,6GW1,1.9549999999999963,0.3048,2.916339940596736e-7,RW,14.3355,Howley_01102025_detailed.txt,34.7348,6,9.027408796412262,3.725728053737692
2025-01-30T00:00:00Z,6GW1,2.244999999999997,0.3048,8.911689923191822e-7,RW,10.136,Howley_013025_detailed.txt,48.78289999999999,6,7.31171616881723,1.5192117542649464
2025-03-12T00:00:00Z,6GW1,2.1679999999999966,0.3048,2.883912242958028e-6,RW,NA,Howley_03142025_detailed.txt,52.2578,6,22.424724520961668,NA
2025-04-17T00:00:00Z,6GW1,1.5949999999999966,0.3048,1.4726010958148254e-7,RW,8.0159,Howley_04182025_detailed.txt,52.049899999999994,6,3.658225509613918,0.5633818674486255
2024-04-18T00:00:00Z,6GW2,11.067,2.4384,7.242224992739373e-7,RW,11.949,BEF_04182024.txt,62.29588,6,11.31840178669854,2.1709875990075242
2024-05-30T00:00:00Z,6GW2,NA,2.4384,6.2428448190443565e-9,RW,NA,NA,NA,NA,NA,NA
2024-07-11T00:00:00Z,6GW2,10.637,2.4384,2.4607671824186753e-8,RW,11.8676,2024_07_11_Howley_TOC_STREAMS.txt,45.31836,6,0.6697374699157662,0.17538534929270053
2024-07-29T00:00:00Z,6GW2,11.867,2.4384,4.587271840825663e-8,RW,9.0963,08012024_Howley_streams_detailed.txt,35.99268,6,0.36239635103920204,0.09158712071337544
2024-08-30T00:00:00Z,6GW2,11.127,2.4384,4.571132562087798e-6,RW,29.8977,08302024_Howley_streams_detailed.txt,47.201429999999995,6,24.200586037697896,15.328812308849125
2024-10-04T00:00:00Z,6GW2,11.097,2.4384,8.878591890731023e-6,RW,1.57938,11152024_Howley_streams_details.txt,25.444498999999997,6,30.351118405554843,1.8839415697422541
2024-11-01T00:00:00Z,6GW2,11.057,2.4384,1.755897263660677e-6,RW,8.5598,11152024_Howley_streams_details.txt,30.16413,6,11.803279837754399,3.3494655657302266
2024-12-09T00:00:00Z,6GW2,10.357,2.4384,3.7923178237144713e-7,RW,23.7483,Howley_12112024_detailed.txt,26.99201,6,8.344886919286514,7.342057076345626
2025-01-10T00:00:00Z,6GW2,9.397,2.4384,2.916339940596736e-7,RW,13.5548,Howley_01102025_detailed.txt,28.46216,6,7.397179587874215,3.522827848544081
2025-01-30T00:00:00Z,6GW2,11.102,2.4384,8.911689923191822e-7,RW,14.8498,Howley_013025_detailed.txt,42.24889999999999,6,6.332382151219839,2.2257291543492106
2025-03-12T00:00:00Z,6GW2,11.122,2.4384,2.883912242958028e-6,RW,NA,Howley_03142025_detailed.txt,38.2691,6,16.42193175306144,NA
2025-04-17T00:00:00Z,6GW2,9.912,2.4384,1.4726010958148254e-7,RW,11.246,Howley_04182025_detailed.txt,41.80339999999999,6,2.9380702800311704,0.7904031339372051
2024-04-18T00:00:00Z,6GW3,-0.8580000000000014,7.9248,7.242224992739373e-7,RW,24.188599999999997,BEF_04182024.txt,104.26144,6,18.943032328618887,4.394773674563009
2024-05-30T00:00:00Z,6GW3,-0.6330000000000016,7.9248,6.2428448190443565e-9,RW,12.2191,2024_05_30_Howley_TOC_STREAMS_detailed.txt,73.86331000000001,6,0.9900723017421053,0.16378622163313497
2024-07-29T00:00:00Z,6GW3,0.5019999999999984,7.9248,4.587271840825663e-8,RW,14.002499999999998,08012024_Howley_streams_detailed.txt,48.30736,6,0.4863880931438589,0.14098574780834394
2024-08-30T00:00:00Z,6GW3,0.01199999999999845,7.9248,4.571132562087798e-6,RW,14.6426,08302024_Howley_streams_detailed.txt,30.79182,6,15.787235453826439,7.507389100618248
2024-10-04T00:00:00Z,6GW3,-0.7830000000000015,7.9248,8.878591890731023e-6,RW,3.35501,11152024_Howley_streams_details.txt,45.22868999999999,6,53.950416768596384,4.001977235308133
2024-11-01T00:00:00Z,6GW3,-0.9380000000000016,7.9248,1.755897263660677e-6,RW,5.1299,11152024_Howley_streams_details.txt,48.75571,6,19.078199464675446,2.0073393543820526
2024-12-09T00:00:00Z,6GW3,-0.48800000000000154,7.9248,3.7923178237144713e-7,RW,8.1898,Howley_12112024_detailed.txt,42.51619999999999,6,13.144366841808713,2.531969827055217
2025-01-10T00:00:00Z,6GW3,0.3819999999999985,7.9248,2.916339940596736e-7,RW,10.5282,Howley_01102025_detailed.txt,44.2388,6,11.497453051772942,2.736228948788753
2025-01-30T00:00:00Z,6GW3,-0.7980000000000016,7.9248,8.911689923191822e-7,RW,11.7418,Howley_013025_detailed.txt,38.150299999999994,6,5.718072631090566,1.7598935059420033
2025-03-12T00:00:00Z,6GW3,0.17199999999999843,7.9248,2.883912242958028e-6,RW,NA,Howley_03142025_detailed.txt,39.249199999999995,6,16.842509590302853,NA
2025-04-17T00:00:00Z,6GW3,-0.1880000000000015,7.9248,1.4726010958148254e-7,RW,14.2208,Howley_04182025_detailed.txt,39.0413,6,2.7439414790132135,0.9994811388132852
2025-10-10T00:00:00Z,6GW3,-1.1580000000000017,7.9248,NA,RW,4.16087,BEF_10102025.txt,30.844099999999997,6,NA,NA
2024-04-18T00:00:00Z,6GW4,-0.5400000000000034,1.524,7.242224992739373e-7,RW,11.5235,BEF_04182024.txt,77.71912,6,14.120616430310292,2.0936794373724337
2024-07-11T00:00:00Z,6GW4,-0.6300000000000034,1.524,2.4607671824186753e-8,RW,16.166999999999998,2024_07_11_Howley_TOC_STREAMS.txt,73.50463,6,1.0862883150073066,0.23892404041382326
2024-07-29T00:00:00Z,6GW4,-1.500000000000003,1.524,4.587271840825663e-8,RW,11.283,08012024_Howley_streams_detailed.txt,45.31836,6,0.45629301010874795,0.11360415586656278
2024-08-30T00:00:00Z,6GW4,-0.3800000000000034,1.524,4.571132562087798e-6,RW,33.290600000000005,08302024_Howley_streams_detailed.txt,52.64141,6,26.98971136787022,17.068381816961598
2024-10-04T00:00:00Z,6GW4,-0.3900000000000034,1.524,8.878591890731023e-6,RW,1.42879,11152024_Howley_streams_details.txt,24.90349,6,29.70578330905832,1.704312372850128
2024-11-01T00:00:00Z,6GW4,-0.5460000000000034,1.524,1.755897263660677e-6,RW,15.785899999999998,11152024_Howley_streams_details.txt,33.63137,6,13.160017260138389,6.1770518556579335
2024-12-09T00:00:00Z,6GW4,-0.7500000000000034,1.524,3.7923178237144713e-7,RW,13.3587,Howley_12112024_detailed.txt,57.811699999999995,6,17.87314464953577,4.129994057081068
2025-01-10T00:00:00Z,6GW4,-0.9600000000000034,1.524,2.916339940596736e-7,RW,12.6779,Howley_01102025_detailed.txt,57.455299999999994,6,14.932358344383886,3.2949257223313513
2025-01-30T00:00:00Z,6GW4,-0.4050000000000034,1.524,8.911689923191822e-7,RW,11.6493,Howley_013025_detailed.txt,40.88269999999999,6,6.1276123111767475,1.7460293497394082
2025-03-12T00:00:00Z,6GW4,-0.3400000000000034,1.524,2.883912242958028e-6,RW,NA,Howley_03142025_detailed.txt,42.7835,6,18.359138760961297,NA
2025-04-17T00:00:00Z,6GW4,-0.6150000000000034,1.524,1.4726010958148254e-7,RW,8.322999999999999,Howley_04182025_detailed.txt,56.2376,6,3.9525498208346934,0.5849657908375738
2025-10-10T00:00:00Z,6GW4,-2.020000000000003,1.524,NA,RW,9.155499999999998,BEF_10102025.txt,29.20169,6,NA,NA
2024-04-18T00:00:00Z,6GW5,-5.375000000000003,7.62,7.242224992739373e-7,upland,37.1793,BEF_04182024.txt,75.50726,6,13.718748438784578,6.755025461526525
2024-10-04T00:00:00Z,6GW5,-4.605000000000002,7.62,8.878591890731023e-6,upland,2.32826,11152024_Howley_streams_details.txt,19.606982,6,23.387917060484565,2.7772327110436374
2024-11-01T00:00:00Z,6GW5,-5.435000000000002,7.62,1.755897263660677e-6,upland,4.2604,11152024_Howley_streams_details.txt,20.946053999999997,6,8.196229656174896,1.6671023968126661
2025-03-12T00:00:00Z,6GW5,-5.435000000000002,7.62,2.883912242958028e-6,upland,NA,Howley_03142025_detailed.txt,13.668589999999998,6,5.865428038301867,NA
2025-04-17T00:00:00Z,6GW5,-5.250000000000003,7.62,1.4726010958148254e-7,upland,10.4616,Howley_04182025_detailed.txt,20.83817,6,1.4645700581109948,0.735273112750975
2024-04-18T00:00:00Z,9GW1,-0.29000000000000004,0.3048,4.636318844522382e-7,RW,13.8656,BEF_04182024.txt,118.93743,9,2.2854372061755734,0.2664338562380911
2024-05-30T00:00:00Z,9GW1,-0.75,0.3048,NA,RW,6.1880999999999995,2024_05_30_Howley_TOC_STREAMS_detailed.txt,97.59597,9,NA,NA
2024-07-29T00:00:00Z,9GW1,-0.28,0.3048,4.5599474586569365e-8,RW,12.9998,08012024_Howley_streams_detailed.txt,120.46182,9,0.22273067531098706,0.024036281644323237
2024-08-30T00:00:00Z,9GW1,-0.16000000000000003,0.3048,3.3575473669989688e-6,RW,33.7605,08302024_Howley_streams_detailed.txt,182.15478,9,24.121902153118878,4.470744482469085
2024-11-01T00:00:00Z,9GW1,-0.278,0.3048,1.6422167389737985e-6,RW,9.1259,11152024_Howley_streams_details.txt,120.43193,9,8.077111920692879,0.6120545911458128
2024-12-09T00:00:00Z,9GW1,-0.35,0.3048,3.139182957509885e-7,RW,11.3496,Howley_12112024_detailed.txt,95.3525,9,1.3503656986779395,0.16073108239128645
2025-01-10T00:00:00Z,9GW1,-0.495,0.3048,3.486105369574402e-7,RW,10.2618,Howley_01102025_detailed.txt,90.8678,9,1.421467991963946,0.1605279344271086
2025-01-30T00:00:00Z,9GW1,-0.28500000000000003,0.3048,6.946583343366665e-7,RW,15.3567,Howley_013025_detailed.txt,102.3617,9,2.865278151594262,0.42986016244931075
2025-03-12T00:00:00Z,9GW1,-0.118,0.3048,2.283457084000187e-6,RW,NA,Howley_03142025_detailed.txt,107.4404,9,9.581225754554879,NA
2025-04-17T00:00:00Z,9GW1,-0.625,0.3048,2.8212950152285883e-8,RW,6.4212,Howley_04182025_detailed.txt,57.84139999999999,9,0.07064464380942155,0.007842538161750194
2024-04-18T00:00:00Z,9GW2,2.5999999999999996,1.524,4.636318844522382e-7,RW,19.1973,BEF_04182024.txt,117.80161,9,2.2636119045231133,0.36888491434626025
2024-07-11T00:00:00Z,9GW2,3.4799999999999995,1.524,NA,RW,32.3286,2024_07_11_Howley_TOC_STREAMS.txt,101.12299000000002,9,NA,NA
2024-07-29T00:00:00Z,9GW2,2.84,1.524,4.5599474586569365e-8,RW,14.157899999999998,08012024_Howley_streams_detailed.txt,105.54671,9,0.19515303683069798,0.026177577492897112
2024-08-30T00:00:00Z,9GW2,3.03,1.524,3.3575473669989688e-6,RW,46.026,08302024_Howley_streams_detailed.txt,138.84417,9,18.386481448749265,6.095007051143262
2024-11-01T00:00:00Z,9GW2,2.8739999999999997,1.524,1.6422167389737985e-6,RW,16.6332,11152024_Howley_streams_details.txt,109.67153,9,7.355434911020914,1.1155531427526637
2024-12-09T00:00:00Z,9GW2,2.78,1.524,3.139182957509885e-7,RW,21.1361,Howley_12112024_detailed.txt,97.7285,9,1.3840142018641042,0.299325811529082
2025-01-30T00:00:00Z,9GW2,2.9299999999999997,1.524,6.946583343366665e-7,RW,22.5384,Howley_013025_detailed.txt,91.937,9,2.573473060950743,0.6308881651232063
2025-03-12T00:00:00Z,9GW2,3.0479999999999996,1.524,2.283457084000187e-6,RW,NA,Howley_03142025_detailed.txt,112.8161,9,10.060615214094874,NA
2025-04-17T00:00:00Z,9GW2,3.095,1.524,2.8212950152285883e-8,RW,21.8687,Howley_04182025_detailed.txt,77.9186,9,0.09516594935684121,0.026709355618555176
