Date,Site,WTE,distance.from.stream,qL_m2.sec,well_types,DIC,filename,DOC,ID,DOC_g.m2.day,DIC_g.m2.day
2024-04-18T00:00:00Z,5GW1,3.454000000000002,4.2672,6.298746797145639e-6,RW,24.1812,BEF_04182024.txt,53.68756,5,11.280285988109306,5.080708669488215
2024-07-11T00:00:00Z,5GW1,4.994000000000002,4.2672,5.582451516296543e-7,RW,11.7233,2024_07_11_Howley_TOC_STREAMS.txt,60.29325,5,1.6446410637153646,0.3197807479652255
2024-07-29T00:00:00Z,5GW1,4.994000000000002,4.2672,2.5667055893192537e-6,RW,12.2043,08012024_Howley_streams_detailed.txt,57.18469,5,8.801516505826624,1.878410950414523
2024-08-30T00:00:00Z,5GW1,4.610000000000002,4.2672,3.354281527563948e-6,RW,18.509099999999997,08302024_Howley_streams_detailed.txt,40.65552,5,3.1019575017920142,1.412217617593344
2024-10-04T00:00:00Z,5GW1,4.619000000000002,4.2672,6.266479080132848e-6,RW,9.248,11152024_Howley_streams_details.txt,54.70382,5,10.734898269170465,1.8147971968555108
2024-11-01T00:00:00Z,5GW1,4.0020000000000024,4.2672,3.731327954257712e-6,RW,1.4369299999999998,11152024_Howley_streams_details.txt,28.098731,5,1.8697833116088654,0.09561811648896625
2025-01-30T00:00:00Z,5GW1,4.579000000000002,4.2672,5.9112568878031105e-6,RW,10.7465,Howley_013025_detailed.txt,33.2795,5,7.172986804053186,2.3162758662166665
2025-03-12T00:00:00Z,5GW1,4.539000000000002,4.2672,1.138535781196094e-5,RW,NA,Howley_03142025_detailed.txt,31.943,5,18.11492858311127,NA
2024-04-18T00:00:00Z,5GW2,4.050999999999998,2.1336,6.298746797145639e-6,RW,26.6084,BEF_04182024.txt,49.32362,5,10.363379143489253,5.590687334011968
2024-05-30T00:00:00Z,5GW2,3.7279999999999984,2.1336,3.209778864709591e-7,RW,34.2415,2024_05_30_Howley_TOC_STREAMS_detailed.txt,53.17943,5,0.2905448946341567,0.18707784212082523
2024-07-11T00:00:00Z,5GW2,4.152999999999999,2.1336,5.582451516296543e-7,RW,15.6749,2024_07_11_Howley_TOC_STREAMS.txt,63.730599999999995,5,1.7384029186553784,0.4275699885083648
2024-07-29T00:00:00Z,5GW2,4.317999999999999,2.1336,2.5667055893192537e-6,RW,16.9181,08012024_Howley_streams_detailed.txt,61.78775,5,9.509991249106868,2.603930114812643
2024-08-30T00:00:00Z,5GW2,4.332999999999998,2.1336,3.354281527563948e-6,RW,19.0752,08302024_Howley_streams_detailed.txt,43.01682999999999,5,3.2821220469400396,1.4554102305955752
2024-10-04T00:00:00Z,5GW2,4.1404999999999985,2.1336,6.266479080132848e-6,RW,10.025,11152024_Howley_streams_details.txt,51.98383,5,10.201136350109582,1.9672731291605212
2024-11-01T00:00:00Z,5GW2,3.7929999999999984,2.1336,3.731327954257712e-6,RW,14.4243,11152024_Howley_streams_details.txt,49.144279999999995,5,3.2702243601333216,0.9598410483960917
2024-12-09T00:00:00Z,5GW2,4.1404999999999985,2.1336,3.485996300937013e-6,RW,26.4234,Howley_12112024_detailed.txt,30.844099999999997,5,1.8480072316178453,1.583143430475552
2025-01-10T00:00:00Z,5GW2,3.7429999999999986,2.1336,4.511593448978033e-6,RW,13.2921,Howley_01102025_detailed.txt,43.58539999999999,5,3.617511803489075,1.1032210016004704
2025-01-30T00:00:00Z,5GW2,3.9379999999999984,2.1336,5.9112568878031105e-6,RW,10.7724,Howley_013025_detailed.txt,32.952799999999996,5,7.102570638278934,2.321858292581996
2025-03-12T00:00:00Z,5GW2,4.227999999999998,2.1336,1.138535781196094e-5,RW,NA,Howley_03142025_detailed.txt,31.8242,5,18.04755690494473,NA
2025-04-17T00:00:00Z,5GW2,4.157999999999999,2.1336,1.016943918364715e-6,RW,15.4899,Howley_04182025_detailed.txt,39.130399999999995,5,0.7681927149474466,0.3040916610937904
2025-10-10T00:00:00Z,5GW2,3.7879999999999985,2.1336,NA,RW,46.914,BEF_10102025.txt,46.020799999999994,5,NA,NA
2024-04-18T00:00:00Z,5GW3,6.477999999999999,1.2192,6.298746797145639e-6,RW,26.530699999999996,BEF_04182024.txt,79.30329000000002,5,16.662403562351667,5.574361797495201
2024-05-30T00:00:00Z,5GW3,7.197999999999999,1.2192,3.209778864709591e-7,RW,30.3195,2024_05_30_Howley_TOC_STREAMS_detailed.txt,66.68971,5,0.36435807538991044,0.16565006305747004
2024-06-19T00:00:00Z,5GW3,6.217999999999999,1.2192,NA,RW,29.523999999999997,2024_07_11_Howley_TOC_STREAMS.txt,77.24088,5,NA,NA
2024-07-11T00:00:00Z,5GW3,7.012999999999999,1.2192,5.582451516296543e-7,RW,8.123199999999999,2024_07_11_Howley_TOC_STREAMS.txt,64.53763000000001,5,1.7604165715543385,0.22157950166515564
2024-07-29T00:00:00Z,5GW3,7.162999999999999,1.2192,2.5667055893192537e-6,RW,17.029099999999996,08012024_Howley_streams_detailed.txt,86.77579000000001,5,13.355996998342476,2.6210145535347333
2024-08-30T00:00:00Z,5GW3,6.897999999999999,1.2192,3.354281527563948e-6,RW,45.397,08302024_Howley_streams_detailed.txt,80.94724000000001,5,6.176157588621634,3.4637255828692393
2024-10-04T00:00:00Z,5GW3,6.877999999999999,1.2192,6.266479080132848e-6,RW,4.04395,11152024_Howley_streams_details.txt,65.34466,5,12.823021820661381,0.7935714883460039
2024-11-01T00:00:00Z,5GW3,6.077999999999999,1.2192,3.731327954257712e-6,RW,17.373199999999997,11152024_Howley_streams_details.txt,54.91305,5,3.6540975633221016,1.1560706933435227
2024-12-09T00:00:00Z,5GW3,6.647999999999999,1.2192,3.485996300937013e-6,RW,39.477,Howley_12112024_detailed.txt,39.635299999999994,5,2.374727128602967,2.3652426714534607
2025-01-10T00:00:00Z,5GW3,6.322999999999999,1.2192,4.511593448978033e-6,RW,5.1891,Howley_01102025_detailed.txt,94.0457,5,7.805628256649993,0.43068620454292406
2025-01-30T00:00:00Z,5GW3,6.972999999999999,1.2192,5.9112568878031105e-6,RW,27.0635,Howley_013025_detailed.txt,38.2691,5,8.24843369951447,5.833204476374147
2025-03-12T00:00:00Z,5GW3,7.254999999999999,1.2192,1.138535781196094e-5,RW,NA,Howley_03142025_detailed.txt,32.1806,5,18.249671939444333,NA
2025-04-17T00:00:00Z,5GW3,6.147999999999999,1.2192,1.016943918364715e-6,RW,30.045699999999997,Howley_04182025_detailed.txt,36.2495,5,0.7116360124222463,0.5898454361697425
2025-10-10T00:00:00Z,5GW3,6.667999999999999,1.2192,NA,RW,52.907999999999994,BEF_10102025.txt,56.593999999999994,5,NA,NA
2024-04-18T00:00:00Z,5GW4,3.365000000000003,0.3048,6.298746797145639e-6,RW,34.852000000000004,BEF_04182024.txt,69.76838000000001,5,14.659024908695526,7.322749017790817
2024-05-30T00:00:00Z,5GW4,3.8950000000000022,0.3048,3.209778864709591e-7,RW,22.7715,2024_05_30_Howley_TOC_STREAMS_detailed.txt,59.15743,5,0.3232055940836052,0.12441169580346571
2024-07-11T00:00:00Z,5GW4,4.765000000000002,0.3048,5.582451516296543e-7,RW,32.2139,2024_07_11_Howley_TOC_STREAMS.txt,62.35566,5,1.700898176679373,0.8787103492085826
2024-07-29T00:00:00Z,5GW4,4.355000000000002,0.3048,2.5667055893192537e-6,RW,32.27310000000001,08012024_Howley_streams_detailed.txt,70.27651,5,10.81652908736394,4.96727747136853
2024-08-30T00:00:00Z,5GW4,4.025000000000002,0.3048,3.354281527563948e-6,RW,39.107,08302024_Howley_streams_detailed.txt,85.90898,5,6.554731189818752,2.9838076606222295
2024-10-04T00:00:00Z,5GW4,3.3750000000000027,0.3048,6.266479080132848e-6,RW,2.71824,11152024_Howley_streams_details.txt,63.342029999999994,5,12.430032275858313,0.5334185047989322
2024-11-01T00:00:00Z,5GW4,3.0450000000000026,0.3048,3.731327954257712e-6,RW,9.6698,11152024_Howley_streams_details.txt,69.94772,5,4.654554668005814,0.6434607550994175
