core_id,type,geom,core_z,core_est_med_wtd,core_est_p75_wtd,dist_threshold,n_wells,avg_well_dist,mean_well_z,wells_core_z_diff,wells_median_wtd,wells_p75_wtd
6a___Azade_soil_core___183,Azade_soil_core,POINT (382105.07179058075 3313644.9219565555),,,,250,0,,,,,
6a___Azade_soil_core___184,Azade_soil_core,POINT (382105.07179058075 3313644.9219565555),43.71477509,-0.660492334,-0.488749133,1000,1,398.1533249,43.28364563,0.431129456,-0.229362878,-0.057619677
6a___Azade_soil_core___184,Azade_soil_core,POINT (382105.07179058075 3313644.9219565555),,,,250,0,,,,,
6a___Azade_soil_core___185,Azade_soil_core,POINT (381364.23302655225 3313493.644813823),46.39628601,-1.716922096,-1.637262432,1000,1,438.8767504,44.70442963,1.691856384,-0.025065712,0.054593953
6a___Azade_soil_core___185,Azade_soil_core,POINT (381364.23302655225 3313493.644813823),,,,250,0,,,,,
6a___Azade_soil_core___186,Azade_soil_core,POINT (381364.23302655225 3313493.644813823),46.39628601,-1.716922096,-1.637262432,1000,1,438.8767504,44.70442963,1.691856384,-0.025065712,0.054593953
6a___Azade_soil_core___186,Azade_soil_core,POINT (381364.23302655225 3313493.644813823),,,,250,0,,,,,
Undefined___Azade_soil_core___187,Azade_soil_core,POINT (381395.928214254 3319485.176940639),,,,1000,0,,,,,
Undefined___Azade_soil_core___187,Azade_soil_core,POINT (381395.928214254 3319485.176940639),,,,250,0,,,,,
Undefined___Azade_soil_core___188,Azade_soil_core,POINT (381395.928214254 3319485.176940639),,,,1000,0,,,,,
Undefined___Azade_soil_core___188,Azade_soil_core,POINT (381395.928214254 3319485.176940639),,,,250,0,,,,,
3___Azade_soil_core___189,Azade_soil_core,POINT (380942.0618552597 3318378.428772176),,,,1000,0,,,,,
3___Azade_soil_core___189,Azade_soil_core,POINT (380942.0618552597 3318378.428772176),,,,250,0,,,,,
3___Azade_soil_core___190,Azade_soil_core,POINT (380942.0618552597 3318378.428772176),,,,1000,0,,,,,
3___Azade_soil_core___190,Azade_soil_core,POINT (380942.0618552597 3318378.428772176),,,,250,0,,,,,
Undefined___Azade_soil_core___191,Azade_soil_core,POINT (381193.2220401743 3318457.9651334034),,,,1000,0,,,,,
Undefined___Azade_soil_core___191,Azade_soil_core,POINT (381193.2220401743 3318457.9651334034),,,,250,0,,,,,
Undefined___Azade_soil_core___192,Azade_soil_core,POINT (381193.2220401743 3318457.9651334034),,,,1000,0,,,,,
Undefined___Azade_soil_core___192,Azade_soil_core,POINT (381193.2220401743 3318457.9651334034),,,,250,0,,,,,
3___Azade_soil_core___193,Azade_soil_core,POINT (381751.84315910825 3318306.6619932596),44.39235306,0.114338386,0.270774944,1000,1,978.5920518,44.3549614,0.037391663,0.151730049,0.308166607
3___Azade_soil_core___193,Azade_soil_core,POINT (381751.84315910825 3318306.6619932596),,,,250,0,,,,,
3___Azade_soil_core___194,Azade_soil_core,POINT (381751.84315910825 3318306.6619932596),44.39235306,0.114338386,0.270774944,1000,1,978.5920518,44.3549614,0.037391663,0.151730049,0.308166607
3___Azade_soil_core___194,Azade_soil_core,POINT (381751.84315910825 3318306.6619932596),,,,250,0,,,,,
3___Azade_soil_core___195,Azade_soil_core,POINT (382074.12963715213 3317912.9096133453),44.85333633,-0.34664489,-0.190208332,1000,1,583.5331972,44.3549614,0.498374939,0.151730049,0.308166607
3___Azade_soil_core___195,Azade_soil_core,POINT (382074.12963715213 3317912.9096133453),,,,250,0,,,,,
3___Azade_soil_core___196,Azade_soil_core,POINT (382074.12963715213 3317912.9096133453),44.85333633,-0.34664489,-0.190208332,1000,1,583.5331972,44.3549614,0.498374939,0.151730049,0.308166607
3___Azade_soil_core___196,Azade_soil_core,POINT (382074.12963715213 3317912.9096133453),,,,250,0,,,,,
Undefined___Azade_soil_core___197,Azade_soil_core,POINT (381317.1775390295 3318455.2814526544),,,,1000,0,,,,,
Undefined___Azade_soil_core___197,Azade_soil_core,POINT (381317.1775390295 3318455.2814526544),,,,250,0,,,,,
Undefined___Azade_soil_core___198,Azade_soil_core,POINT (381317.1775390295 3318455.2814526544),,,,1000,0,,,,,
Undefined___Azade_soil_core___198,Azade_soil_core,POINT (381317.1775390295 3318455.2814526544),,,,250,0,,,,,
Undefined___Azade_soil_core___199,Azade_soil_core,POINT (381225.95546001423 3319941.687468958),,,,1000,0,,,,,
Undefined___Azade_soil_core___199,Azade_soil_core,POINT (381225.95546001423 3319941.687468958),,,,250,0,,,,,
Undefined___Azade_soil_core___200,Azade_soil_core,POINT (381225.95546001423 3319941.687468958),,,,1000,0,,,,,
Undefined___Azade_soil_core___200,Azade_soil_core,POINT (381225.95546001423 3319941.687468958),,,,250,0,,,,,
15_409___soil_core___201,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___201,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___202,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___202,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___203,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___203,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___204,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___204,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___205,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___205,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___206,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___206,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___207,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___207,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___208,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___208,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___209,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___209,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___210,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___210,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___211,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___211,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___212,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___212,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___213,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___213,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___214,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___214,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___215,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___215,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___216,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___216,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___217,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___217,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___218,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___218,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___219,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___219,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___220,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___220,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___221,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___221,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___222,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___222,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___223,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___223,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___224,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___224,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___225,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___225,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___226,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___226,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___227,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___227,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___228,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___228,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___229,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___229,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___230,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___230,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___231,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___231,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___232,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___232,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___233,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___233,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___234,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___234,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___235,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___235,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___236,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___236,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___237,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___237,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___238,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___238,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___239,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___239,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___240,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___240,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___241,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___241,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___242,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___242,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___243,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___243,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___244,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___244,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___245,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___245,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___246,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___246,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___247,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___247,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___248,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___248,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___249,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___249,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___250,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___250,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___251,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___251,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___252,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___252,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___253,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___253,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___254,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___254,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___255,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___255,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___256,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___256,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___257,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___257,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___258,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___258,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
15_409___soil_core___259,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,0.896020415,1.142179517,1000,3,517.2663336,44.14997737,-0.98422877,-0.088208355,0.157950747
15_409___soil_core___259,soil_core,POINT (374419.9788310477 3308800.773776514),43.1657486,-0.006586539,0.142818128,250,1,2.303536307,43.12937927,0.036369324,0.029782785,0.179187451
6_93___soil_core___260,soil_core,POINT (383125.0561422538 3315423.3276016545),43.09851456,0.104519202,0.356587905,1000,2,441.4138921,43.50449944,-0.405984879,-0.301465677,-0.049396973
6_93___soil_core___260,soil_core,POINT (383125.0561422538 3315423.3276016545),43.09851456,-0.224773542,0.129266761,250,1,0,43.10191345,-0.003398895,-0.228172437,0.125867866
6_93___soil_core___261,soil_core,POINT (383125.0561422538 3315423.3276016545),43.09851456,0.104519202,0.356587905,1000,2,441.4138921,43.50449944,-0.405984879,-0.301465677,-0.049396973
6_93___soil_core___261,soil_core,POINT (383125.0561422538 3315423.3276016545),43.09851456,-0.224773542,0.129266761,250,1,0,43.10191345,-0.003398895,-0.228172437,0.125867866
6_93___soil_core___262,soil_core,POINT (383125.0561422538 3315423.3276016545),43.09851456,0.104519202,0.356587905,1000,2,441.4138921,43.50449944,-0.405984879,-0.301465677,-0.049396973
6_93___soil_core___262,soil_core,POINT (383125.0561422538 3315423.3276016545),43.09851456,-0.224773542,0.129266761,250,1,0,43.10191345,-0.003398895,-0.228172437,0.125867866
6_93___soil_core___263,soil_core,POINT (383125.0561422538 3315423.3276016545),43.09851456,0.104519202,0.356587905,1000,2,441.4138921,43.50449944,-0.405984879,-0.301465677,-0.049396973
6_93___soil_core___263,soil_core,POINT (383125.0561422538 3315423.3276016545),43.09851456,-0.224773542,0.129266761,250,1,0,43.10191345,-0.003398895,-0.228172437,0.125867866
6_93___soil_core___264,soil_core,POINT (383125.0561422538 3315423.3276016545),43.09851456,0.104519202,0.356587905,1000,2,441.4138921,43.50449944,-0.405984879,-0.301465677,-0.049396973
6_93___soil_core___264,soil_core,POINT (383125.0561422538 3315423.3276016545),43.09851456,-0.224773542,0.129266761,250,1,0,43.10191345,-0.003398895,-0.228172437,0.125867866
6_93___soil_core___265,soil_core,POINT (383125.0561422538 3315423.3276016545),43.09851456,0.104519202,0.356587905,1000,2,441.4138921,43.50449944,-0.405984879,-0.301465677,-0.049396973
