(Intercept),Q
0.027472686132641377,0.9994423194974076
NA,NA
0.1474905349028768,0.9969871413189286
0.058048685111346796,0.9993399386439381
0.0905624696359048,0.9991670009246262
0.04809959564387276,0.9969541981984587
0.07923043245645078,0.9996434329096164
0.03239119616042893,0.9995062738973876
0.05517777642784367,0.9987802498774451
0.03452523196194117,0.9997646955962692
