OID_,Site_ID,person,Lat,Long,RASTERVALU
166,NA,Azade,29.868511900000001,-82.245273100000006,46391
167,NA,Azade,29.871393399999999,-82.248271099999997,47420
168,NA,Azade,29.871393399999999,-82.248271099999997,47420
169,5,Azade,29.885071700000001,-82.255159000000006,46878
170,5,Azade,29.885071700000001,-82.255159000000006,46878
171,5,Azade,29.883896700000001,-82.258513100000002,46127
172,5,Azade,29.883896700000001,-82.258513100000002,46127
173,NA,Azade,29.893160800000000,-82.232255300000006,44357
174,NA,Azade,29.893160800000000,-82.232255300000006,44357
175,NA,Azade,29.884008699999999,-82.238502499999996,46014
176,NA,Azade,29.884008699999999,-82.238502499999996,46014
177,6a,Azade,29.953819899999999,-82.222425700000002,44527
178,6a,Azade,29.953819899999999,-82.222425700000002,44527
179,6a,Azade,29.948037800000002,-82.223818699999995,44822
180,6a,Azade,29.948037800000002,-82.223818699999995,44822
181,6a,Azade,29.949542600000001,-82.223604499999993,45376
182,6a,Azade,29.949542600000001,-82.223604499999993,45376
183,6a,Azade,29.947943700000000,-82.221686399999996,43845
184,6a,Azade,29.947943700000000,-82.221686399999996,43845
185,6a,Azade,29.946507400000002,-82.229345100000003,46412
186,6a,Azade,29.946507400000002,-82.229345100000003,46412
187,NA,Azade,30.000569500000001,-82.229682400000002,44387
188,NA,Azade,30.000569500000001,-82.229682400000002,44387
189,3,Azade,29.990539800000001,-82.234263600000006,45705
190,3,Azade,29.990539800000001,-82.234263600000006,45705
191,NA,Azade,29.991281799999999,-82.231669199999999,44974
192,NA,Azade,29.991281799999999,-82.231669199999999,44974
193,3,Azade,29.989970700000001,-82.225862300000003,44611
194,3,Azade,29.989970700000001,-82.225862300000003,44611
195,3,Azade,29.986449100000002,-82.222478300000006,44950
196,3,Azade,29.986449100000002,-82.222478300000006,44950
197,NA,Azade,29.991269599999999,-82.230384099999995,44859
198,NA,Azade,29.991269599999999,-82.230384099999995,44859
199,NA,Azade,30.004671900000002,-82.231495199999998,44538
200,NA,Azade,30.004671900000002,-82.231495199999998,44538
201,15_409,Faith,29.903475800000002,-82.300738199999998,43378
202,15_409,Faith,29.903475800000002,-82.300738199999998,43378
203,15_409,Faith,29.903475800000002,-82.300738199999998,43378
204,15_409,Faith,29.903475800000002,-82.300738199999998,43378
205,15_409,Faith,29.903475800000002,-82.300738199999998,43378
206,15_409,Faith,29.903475800000002,-82.300738199999998,43378
207,15_409,Faith,29.903475800000002,-82.300738199999998,43378
208,15_409,Faith,29.903475800000002,-82.300738199999998,43378
209,15_409,Faith,29.903475800000002,-82.300738199999998,43378
210,15_409,Faith,29.903475800000002,-82.300738199999998,43378
211,15_409,Faith,29.903475800000002,-82.300738199999998,43378
212,15_409,Faith,29.903475800000002,-82.300738199999998,43378
213,15_409,Faith,29.903475800000002,-82.300738199999998,43378
214,15_409,Faith,29.903475800000002,-82.300738199999998,43378
215,15_409,Faith,29.903475800000002,-82.300738199999998,43378
216,15_409,Faith,29.903475800000002,-82.300738199999998,43378
217,15_409,Faith,29.903475800000002,-82.300738199999998,43378
218,15_409,Faith,29.903475800000002,-82.300738199999998,43378
219,15_409,Faith,29.903475800000002,-82.300738199999998,43378
220,15_409,Faith,29.903475800000002,-82.300738199999998,43378
221,15_409,Faith,29.903475800000002,-82.300738199999998,43378
222,15_409,Faith,29.903475800000002,-82.300738199999998,43378
223,15_409,Faith,29.903475800000002,-82.300738199999998,43378
224,15_409,Faith,29.903475800000002,-82.300738199999998,43378
225,15_409,Faith,29.903475800000002,-82.300738199999998,43378
226,15_409,Faith,29.903475800000002,-82.300738199999998,43378
227,15_409,Faith,29.903475800000002,-82.300738199999998,43378
228,15_409,Faith,29.903475800000002,-82.300738199999998,43378
229,15_409,Faith,29.903475800000002,-82.300738199999998,43378
230,15_409,Faith,29.903475800000002,-82.300738199999998,43378
231,15_409,Faith,29.903475800000002,-82.300738199999998,43378
232,15_409,Faith,29.903475800000002,-82.300738199999998,43378
233,15_409,Faith,29.903475800000002,-82.300738199999998,43378
234,15_409,Faith,29.903475800000002,-82.300738199999998,43378
235,15_409,Faith,29.903475800000002,-82.300738199999998,43378
236,15_409,Faith,29.903475800000002,-82.300738199999998,43378
237,15_409,Faith,29.903475800000002,-82.300738199999998,43378
238,15_409,Faith,29.903475800000002,-82.300738199999998,43378
239,15_409,Faith,29.903475800000002,-82.300738199999998,43378
240,15_409,Faith,29.903475800000002,-82.300738199999998,43378
241,15_409,Faith,29.903475800000002,-82.300738199999998,43378
242,15_409,Faith,29.903475800000002,-82.300738199999998,43378
243,15_409,Faith,29.903475800000002,-82.300738199999998,43378
244,15_409,Faith,29.903475800000002,-82.300738199999998,43378
245,15_409,Faith,29.903475800000002,-82.300738199999998,43378
246,15_409,Faith,29.903475800000002,-82.300738199999998,43378
247,15_409,Faith,29.903475800000002,-82.300738199999998,43378
248,15_409,Faith,29.903475800000002,-82.300738199999998,43378
249,15_409,Faith,29.903475800000002,-82.300738199999998,43378
250,15_409,Faith,29.903475800000002,-82.300738199999998,43378
251,15_409,Faith,29.903475800000002,-82.300738199999998,43378
252,15_409,Faith,29.903475800000002,-82.300738199999998,43378
253,15_409,Faith,29.903475800000002,-82.300738199999998,43378
254,15_409,Faith,29.903475800000002,-82.300738199999998,43378
255,15_409,Faith,29.903475800000002,-82.300738199999998,43378
256,15_409,Faith,29.903475800000002,-82.300738199999998,43378
257,15_409,Faith,29.903475800000002,-82.300738199999998,43378
258,15_409,Faith,29.903475800000002,-82.300738199999998,43378
259,15_409,Faith,29.903475800000002,-82.300738199999998,43378
260,6_93,Faith,29.964087200000002,-82.211313300000000,43334
261,6_93,Faith,29.964087200000002,-82.211313300000000,43334
262,6_93,Faith,29.964087200000002,-82.211313300000000,43334
263,6_93,Faith,29.964087200000002,-82.211313300000000,43334
264,6_93,Faith,29.964087200000002,-82.211313300000000,43334
265,6_93,Faith,29.964087200000002,-82.211313300000000,43334
266,6_93,Faith,29.964087200000002,-82.211313300000000,43334
267,6_93,Faith,29.964087200000002,-82.211313300000000,43334
268,6_93,Faith,29.964087200000002,-82.211313300000000,43334
269,6_93,Faith,29.964087200000002,-82.211313300000000,43334
270,6_93,Faith,29.964087200000002,-82.211313300000000,43334
271,6_93,Faith,29.964087200000002,-82.211313300000000,43334
272,6_93,Faith,29.964087200000002,-82.211313300000000,43334
273,6_93,Faith,29.964087200000002,-82.211313300000000,43334
274,6_93,Faith,29.964087200000002,-82.211313300000000,43334
275,6_93,Faith,29.964087200000002,-82.211313300000000,43334
276,6_93,Faith,29.964087200000002,-82.211313300000000,43334
277,6_93,Faith,29.964087200000002,-82.211313300000000,43334
278,6_93,Faith,29.964087200000002,-82.211313300000000,43334
279,6_93,Faith,29.964087200000002,-82.211313300000000,43334
280,6_93,Faith,29.964087200000002,-82.211313300000000,43334
281,6_93,Faith,29.964087200000002,-82.211313300000000,43334
282,6_93,Faith,29.964087200000002,-82.211313300000000,43334
283,6_93,Faith,29.964087200000002,-82.211313300000000,43334
284,6_93,Faith,29.964087200000002,-82.211313300000000,43334
285,6_93,Faith,29.964087200000002,-82.211313300000000,43334
286,6_93,Faith,29.964087200000002,-82.211313300000000,43334
287,6_93,Faith,29.964087200000002,-82.211313300000000,43334
288,6_93,Faith,29.964087200000002,-82.211313300000000,43334
289,6_93,Faith,29.964087200000002,-82.211313300000000,43334
290,6_93,Faith,29.964087200000002,-82.211313300000000,43334
291,6_93,Faith,29.964087200000002,-82.211313300000000,43334
292,6_93,Faith,29.964087200000002,-82.211313300000000,43334
293,6_93,Faith,29.964087200000002,-82.211313300000000,43334
294,6_93,Faith,29.964087200000002,-82.211313300000000,43334
295,6_93,Faith,29.964087200000002,-82.211313300000000,43334
296,6_93,Faith,29.964087200000002,-82.211313300000000,43334
297,6_93,Faith,29.964087200000002,-82.211313300000000,43334
298,6_93,Faith,29.964087200000002,-82.211313300000000,43334
299,6_93,Faith,29.964087200000002,-82.211313300000000,43334
300,6_93,Faith,29.964087200000002,-82.211313300000000,43334
301,6_93,Faith,29.964087200000002,-82.211313300000000,43334
302,6_93,Faith,29.964087200000002,-82.211313300000000,43334
303,6_93,Faith,29.964087200000002,-82.211313300000000,43334
304,6_93,Faith,29.964087200000002,-82.211313300000000,43334
305,6_93,Faith,29.964087200000002,-82.211313300000000,43334
306,6_93,Faith,29.964087200000002,-82.211313300000000,43334
307,6_93,Faith,29.964087200000002,-82.211313300000000,43334
308,6_93,Faith,29.964087200000002,-82.211313300000000,43334
309,6_93,Faith,29.964087200000002,-82.211313300000000,43334
310,6_93,Faith,29.964087200000002,-82.211313300000000,43334
311,6_93,Faith,29.964087200000002,-82.211313300000000,43334
312,6_93,Faith,29.964087200000002,-82.211313300000000,43334
313,6_300,AJ,29.970354900000000,-82.222132299999998,44950
314,6_300,AJ,29.970447000000000,-82.221868999999998,44862
315,6_300,AJ,29.970597000000001,-82.221709000000004,44952
316,6_300,AJ,29.970568000000000,-82.221851000000001,44862
317,6_300,AJ,29.970354900000000,-82.222132299999998,44950
318,6_300,AJ,29.970447000000000,-82.221868999999998,44862
319,6_300,AJ,29.970597000000001,-82.221709000000004,44952
320,6_300,AJ,29.970568000000000,-82.221851000000001,44862
321,6_300,AJ,29.970354900000000,-82.222132299999998,44950
322,6_300,AJ,29.970447000000000,-82.221868999999998,44862
323,6_300,AJ,29.970597000000001,-82.221709000000004,44952
324,6_300,AJ,29.970568000000000,-82.221851000000001,44862
325,6_300,AJ,29.970354900000000,-82.222132299999998,44950
326,6_300,AJ,29.970447000000000,-82.221868999999998,44862
327,6_300,AJ,29.970597000000001,-82.221709000000004,44952
328,6_300,AJ,29.970568000000000,-82.221851000000001,44862
329,6_300,AJ,29.970354900000000,-82.222132299999998,44950
330,6_300,AJ,29.970447000000000,-82.221868999999998,44862
331,6_300,AJ,29.970597000000001,-82.221709000000004,44952
332,6_300,AJ,29.970568000000000,-82.221851000000001,44862
333,6_300,AJ,29.970354900000000,-82.222132299999998,44950
334,6_300,AJ,29.970447000000000,-82.221868999999998,44862
335,6_300,AJ,29.970597000000001,-82.221709000000004,44952
336,6_300,AJ,29.970568000000000,-82.221851000000001,44862
337,6_300,AJ,29.970354900000000,-82.222132299999998,44950
338,6_300,AJ,29.970447000000000,-82.221868999999998,44862
339,6_300,AJ,29.970597000000001,-82.221709000000004,44952
340,6_300,AJ,29.970568000000000,-82.221851000000001,44862
341,6_20,AJ,29.971699999999998,-82.234544999999997,46210
342,6_20,AJ,29.971309999999999,-82.234802000000002,45746
343,6_20,AJ,29.971064999999999,-82.234692999999993,45652
344,6_20,AJ,29.970928000000001,-82.234669999999994,45652
345,6_20,AJ,29.971699999999998,-82.234544999999997,46210
346,6_20,AJ,29.971309999999999,-82.234802000000002,45746
347,6_20,AJ,29.971064999999999,-82.234692999999993,45652
348,6_20,AJ,29.970928000000001,-82.234669999999994,45652
349,6_20,AJ,29.971699999999998,-82.234544999999997,46210
350,6_20,AJ,29.971309999999999,-82.234802000000002,45746
351,6_20,AJ,29.971064999999999,-82.234692999999993,45652
352,6_20,AJ,29.970928000000001,-82.234669999999994,45652
353,6_20,AJ,29.971699999999998,-82.234544999999997,46210
354,6_20,AJ,29.971309999999999,-82.234802000000002,45746
355,6_20,AJ,29.971064999999999,-82.234692999999993,45652
356,6_20,AJ,29.970928000000001,-82.234669999999994,45652
357,6_20,AJ,29.971699999999998,-82.234544999999997,46210
358,6_20,AJ,29.971309999999999,-82.234802000000002,45746
359,6_20,AJ,29.971064999999999,-82.234692999999993,45652
360,6_20,AJ,29.970928000000001,-82.234669999999994,45652
361,6_20,AJ,29.971699999999998,-82.234544999999997,46210
362,6_20,AJ,29.971309999999999,-82.234802000000002,45746
363,6_20,AJ,29.971064999999999,-82.234692999999993,45652
364,6_20,AJ,29.970928000000001,-82.234669999999994,45652
365,6_20,AJ,29.971699999999998,-82.234544999999997,46210
366,6_20,AJ,29.971309999999999,-82.234802000000002,45746
367,6_20,AJ,29.971064999999999,-82.234692999999993,45652
368,6_20,AJ,29.970928000000001,-82.234669999999994,45652
369,14_115,AJ,29.914716542480900,-82.296972470000000,43174
370,14_115,AJ,29.914806049347799,-82.296975160000002,43169
371,14_115,AJ,29.914879282179001,-82.297012710000004,43246
372,14_115,AJ,29.914811861479201,-82.297042210000001,43169
373,14_115,AJ,29.914716542480900,-82.296972470000000,43174
374,14_115,AJ,29.914806049347799,-82.296975160000002,43169
375,14_115,AJ,29.914879282179001,-82.297012710000004,43246
376,14_115,AJ,29.914811861479201,-82.297042210000001,43169
377,14_115,AJ,29.914716542480900,-82.296972470000000,43174
378,14_115,AJ,29.914806049347799,-82.296975160000002,43169
379,14_115,AJ,29.914879282179001,-82.297012710000004,43246
380,14_115,AJ,29.914811861479201,-82.297042210000001,43169
381,14_115,AJ,29.914716542480900,-82.296972470000000,43174
382,14_115,AJ,29.914806049347799,-82.296975160000002,43169
383,14_115,AJ,29.914879282179001,-82.297012710000004,43246
384,14_115,AJ,29.914811861479201,-82.297042210000001,43169
385,14_115,AJ,29.914716542480900,-82.296972470000000,43174
386,14_115,AJ,29.914806049347799,-82.296975160000002,43169
387,14_115,AJ,29.914879282179001,-82.297012710000004,43246
388,14_115,AJ,29.914811861479201,-82.297042210000001,43169
389,14_115,AJ,29.914716542480900,-82.296972470000000,43174
390,14_115,AJ,29.914806049347799,-82.296975160000002,43169
391,14_115,AJ,29.914879282179001,-82.297012710000004,43246
392,14_115,AJ,29.914811861479201,-82.297042210000001,43169
393,14_115,AJ,29.914716542480900,-82.296972470000000,43174
394,14_115,AJ,29.914806049347799,-82.296975160000002,43169
395,14_115,AJ,29.914879282179001,-82.297012710000004,43246
396,14_115,AJ,29.914811861479201,-82.297042210000001,43169
397,14_115,AJ,29.914716542480900,-82.296972470000000,43174
398,14_115,AJ,29.914806049347799,-82.296975160000002,43169
399,14_115,AJ,29.914879282179001,-82.297012710000004,43246
400,14_115,AJ,29.914811861479201,-82.297042210000001,43169
401,14_500,AJ,29.919348461055399,-82.302872840000006,41702
402,14_500,AJ,29.919243978947101,-82.302698640000003,41827
403,14_500,AJ,29.919308489739102,-82.302776460000004,41537
404,14_500,AJ,29.919372870891600,-82.302765550000004,41537
405,14_500,AJ,29.919348461055399,-82.302872840000006,41702
406,14_500,AJ,29.919243978947101,-82.302698640000003,41827
407,14_500,AJ,29.919308489739102,-82.302776460000004,41537
408,14_500,AJ,29.919372870891600,-82.302765550000004,41537
409,14_500,AJ,29.919348461055399,-82.302872840000006,41702
410,14_500,AJ,29.919243978947101,-82.302698640000003,41827
411,14_500,AJ,29.919308489739102,-82.302776460000004,41537
412,14_500,AJ,29.919372870891600,-82.302765550000004,41537
413,14_500,AJ,29.919348461055399,-82.302872840000006,41702
414,14_500,AJ,29.919243978947101,-82.302698640000003,41827
415,14_500,AJ,29.919308489739102,-82.302776460000004,41537
416,14_500,AJ,29.919372870891600,-82.302765550000004,41537
417,14_500,AJ,29.919348461055399,-82.302872840000006,41702
418,14_500,AJ,29.919243978947101,-82.302698640000003,41827
419,14_500,AJ,29.919308489739102,-82.302776460000004,41537
420,14_500,AJ,29.919372870891600,-82.302765550000004,41537
421,14_500,AJ,29.919348461055399,-82.302872840000006,41702
422,14_500,AJ,29.919243978947101,-82.302698640000003,41827
423,14_500,AJ,29.919308489739102,-82.302776460000004,41537
424,14_500,AJ,29.919372870891600,-82.302765550000004,41537
425,14_500,AJ,29.919348461055399,-82.302872840000006,41702
426,14_500,AJ,29.919243978947101,-82.302698640000003,41827
427,14_500,AJ,29.919308489739102,-82.302776460000004,41537
428,14_500,AJ,29.919372870891600,-82.302765550000004,41537
429,14_500,AJ,29.919348461055399,-82.302872840000006,41702
430,14_500,AJ,29.919243978947101,-82.302698640000003,41827
431,14_500,AJ,29.919308489739102,-82.302776460000004,41537
432,14_500,AJ,29.919372870891600,-82.302765550000004,41537
433,14/9_168,AJ,29.922465971123000,-82.248404780000001,44906
434,14/9_168,AJ,29.922644996928302,-82.248587689999994,45063
435,14/9_168,AJ,29.922920469895502,-82.248669500000005,44856
436,14/9_168,AJ,29.922465971123000,-82.248404780000001,44906
437,14/9_168,AJ,29.922644996928302,-82.248587689999994,45063
438,14/9_168,AJ,29.922920469895502,-82.248669500000005,44856
439,14/9_168,AJ,29.922465971123000,-82.248404780000001,44906
440,14/9_168,AJ,29.922644996928302,-82.248587689999994,45063
441,14/9_168,AJ,29.922920469895502,-82.248669500000005,44856
442,14/9_168,AJ,29.922465971123000,-82.248404780000001,44906
443,14/9_168,AJ,29.922644996928302,-82.248587689999994,45063
444,14/9_168,AJ,29.922920469895502,-82.248669500000005,44856
445,14/9_168,AJ,29.922465971123000,-82.248404780000001,44906
446,14/9_168,AJ,29.922644996928302,-82.248587689999994,45063
447,14/9_168,AJ,29.922920469895502,-82.248669500000005,44856
448,14/9_168,AJ,29.922465971123000,-82.248404780000001,44906
449,14/9_168,AJ,29.922644996928302,-82.248587689999994,45063
450,14/9_168,AJ,29.922920469895502,-82.248669500000005,44856
451,14/9_527,AJ,29.939536256725699,-82.245861619999999,46052
452,14/9_527,AJ,29.939046694725398,-82.245692680000005,44741
453,14/9_527,AJ,29.938965047163400,-82.245624550000002,44663
454,14/9_527,AJ,29.938931442965000,-82.245558169999995,44642
455,14/9_527,AJ,29.939536256725699,-82.245861619999999,46052
456,14/9_527,AJ,29.939046694725398,-82.245692680000005,44741
457,14/9_527,AJ,29.938965047163400,-82.245624550000002,44663
458,14/9_527,AJ,29.938931442965000,-82.245558169999995,44642
459,14/9_527,AJ,29.939536256725699,-82.245861619999999,46052
460,14/9_527,AJ,29.939046694725398,-82.245692680000005,44741
461,14/9_527,AJ,29.938965047163400,-82.245624550000002,44663
462,14/9_527,AJ,29.938931442965000,-82.245558169999995,44642
463,14/9_527,AJ,29.939536256725699,-82.245861619999999,46052
464,14/9_527,AJ,29.939046694725398,-82.245692680000005,44741
465,14/9_527,AJ,29.938965047163400,-82.245624550000002,44663
466,14/9_527,AJ,29.938931442965000,-82.245558169999995,44642
467,14/9_527,AJ,29.939536256725699,-82.245861619999999,46052
468,14/9_527,AJ,29.939046694725398,-82.245692680000005,44741
469,14/9_527,AJ,29.938965047163400,-82.245624550000002,44663
470,14/9_527,AJ,29.938931442965000,-82.245558169999995,44642
471,14/9_601,AJ,29.909213787088898,-82.272170310000007,45302
472,14/9_601,AJ,29.909199837188801,-82.271582899999999,45173
