Site_ID,person,Lat,Long
NA,Azade,29.8795746,-82.1543103
NA,Azade,29.8795746,-82.1543103
NA,Azade,29.8794374,-82.1536656
NA,Azade,29.8794374,-82.1536656
NA,Azade,29.8817444,-82.1645024
NA,Azade,29.8817444,-82.1645024
15,Azade,29.8954207,-82.2928524
15,Azade,29.8954207,-82.2928524
15,Azade,29.8935401,-82.2909531
15,Azade,29.8935401,-82.2909531
15,Azade,29.8930044,-82.2939488
15,Azade,29.8930044,-82.2939488
15,Azade,29.8939968,-82.294273
15,Azade,29.8939968,-82.294273
15,Azade,29.8938573,-82.2974685
15,Azade,29.8938573,-82.2974685
15,Azade,29.896793,-82.2976851
15,Azade,29.896793,-82.2976851
15,Azade,29.8957893,-82.3084736
15,Azade,29.8957893,-82.3084736
15,Azade,29.8940825,-82.2844863
15,Azade,29.8940825,-82.2844863
13,Azade,29.8796853,-82.2041015
13,Azade,29.8796853,-82.2041015
13,Azade,29.8822866,-82.2031895
13,Azade,29.8822866,-82.2031895
13,Azade,29.8814342,-82.1909986
13,Azade,29.8814342,-82.1909986
13,Azade,29.8781204,-82.1897034
13,Azade,29.8781204,-82.1897034
13,Azade,29.893655,-82.1943225
13,Azade,29.893655,-82.1943225
13,Azade,29.8910686,-82.1917151
13,Azade,29.8910686,-82.1917151
13,Azade,29.8946269,-82.1838532
13,Azade,29.8946269,-82.1838532
14,Azade,29.9396949,-82.2477484
14,Azade,29.9396949,-82.2477484
14,Azade,29.9462387,-82.2454457
14,Azade,29.9462387,-82.2454457
14,Azade,29.9456669,-82.2503361
14,Azade,29.9456669,-82.2503361
14,Azade,29.9464141,-82.2645672
14,Azade,29.9464141,-82.2645672
14,Azade,29.9298415,-82.2264664
14,Azade,29.9298415,-82.2264664
14,Azade,29.9334549,-82.2278766
14,Azade,29.9334549,-82.2278766
14,Azade,29.9387355,-82.2471647
14,Azade,29.9387355,-82.2471647
3,Azade,29.9722529,-82.1842951
3,Azade,29.9722529,-82.1842951
3,Azade,29.9792821,-82.1885417
3,Azade,29.9792821,-82.1885417
3,Azade,29.980145,-82.1953676
3,Azade,29.980145,-82.1953676
3,Azade,29.9739162,-82.1953082
3,Azade,29.9739162,-82.1953082
3,Azade,30.0060443,-82.2170435
3,Azade,30.0060443,-82.2170435
3,Azade,30.0069743,-82.2170884
3,Azade,30.0069743,-82.2170884
3,Azade,30.009011,-82.2176101
3,Azade,30.009011,-82.2176101
3,Azade,30.0104046,-82.2185465
3,Azade,30.0104046,-82.2185465
3,Azade,30.004466,-82.220866
3,Azade,30.004466,-82.220866
NA,Azade,29.9071271,-82.2136663
NA,Azade,29.9071271,-82.2136663
NA,Azade,29.9007389,-82.212619900000007
NA,Azade,29.9007389,-82.212619900000007
NA,Azade,29.8925463,-82.2109488
NA,Azade,29.8925463,-82.2109488
NA,Azade,30.0104046,-82.2185465
NA,Azade,30.0104046,-82.2185465
NA,Azade,29.9124338,-82.2137759
NA,Azade,29.9124338,-82.2137759
NA,Azade,29.8969284,-82.2198601
NA,Azade,29.8969284,-82.2198601
NA,Azade,29.90695,-82.2122
NA,Azade,29.90695,-82.2122
NA,Azade,29.8728078,-82.2430425
NA,Azade,29.8728078,-82.2430425
NA,Azade,29.8685119,-82.2452731
NA,Azade,29.8685119,-82.2452731
NA,Azade,29.8713934,-82.2482711
NA,Azade,29.8713934,-82.2482711
5,Azade,29.8850717,-82.255159
5,Azade,29.8850717,-82.255159
5,Azade,29.8838967,-82.2585131
5,Azade,29.8838967,-82.2585131
NA,Azade,29.8931608,-82.2322553
NA,Azade,29.8931608,-82.2322553
NA,Azade,29.8840087,-82.2385025
NA,Azade,29.8840087,-82.2385025
6a,Azade,29.9538199,-82.2224257
6a,Azade,29.9538199,-82.2224257
6a,Azade,29.9480378,-82.2238187
6a,Azade,29.9480378,-82.2238187
6a,Azade,29.9495426,-82.2236045
6a,Azade,29.9495426,-82.2236045
6a,Azade,29.9479437,-82.2216864
6a,Azade,29.9479437,-82.2216864
6a,Azade,29.9465074,-82.2293451
6a,Azade,29.9465074,-82.2293451
NA,Azade,30.0005695,-82.2296824
NA,Azade,30.0005695,-82.2296824
3,Azade,29.9905398,-82.2342636
3,Azade,29.9905398,-82.2342636
NA,Azade,29.9912818,-82.2316692
NA,Azade,29.9912818,-82.2316692
3,Azade,29.9899707,-82.2258623
3,Azade,29.9899707,-82.2258623
3,Azade,29.9864491,-82.2224783
3,Azade,29.9864491,-82.2224783
NA,Azade,29.9912696,-82.2303841
NA,Azade,29.9912696,-82.2303841
NA,Azade,30.0046719,-82.2314952
NA,Azade,30.0046719,-82.2314952
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
15_409,Faith,29.903475800000002,-82.3007382
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_93,Faith,29.9640872,-82.2113133
6_300,AJ,29.9703549,-82.2221323
6_300,AJ,29.970447,-82.221869
6_300,AJ,29.970597,-82.221709
6_300,AJ,29.970568,-82.221851
6_300,AJ,29.9703549,-82.2221323
6_300,AJ,29.970447,-82.221869
6_300,AJ,29.970597,-82.221709
6_300,AJ,29.970568,-82.221851
6_300,AJ,29.9703549,-82.2221323
6_300,AJ,29.970447,-82.221869
6_300,AJ,29.970597,-82.221709
6_300,AJ,29.970568,-82.221851
6_300,AJ,29.9703549,-82.2221323
6_300,AJ,29.970447,-82.221869
6_300,AJ,29.970597,-82.221709
6_300,AJ,29.970568,-82.221851
6_300,AJ,29.9703549,-82.2221323
6_300,AJ,29.970447,-82.221869
6_300,AJ,29.970597,-82.221709
6_300,AJ,29.970568,-82.221851
6_300,AJ,29.9703549,-82.2221323
6_300,AJ,29.970447,-82.221869
6_300,AJ,29.970597,-82.221709
6_300,AJ,29.970568,-82.221851
6_300,AJ,29.9703549,-82.2221323
6_300,AJ,29.970447,-82.221869
6_300,AJ,29.970597,-82.221709
6_300,AJ,29.970568,-82.221851
6_20,AJ,29.9717,-82.234545
6_20,AJ,29.97131,-82.234802
6_20,AJ,29.971065,-82.234693
6_20,AJ,29.970928,-82.23467
6_20,AJ,29.9717,-82.234545
6_20,AJ,29.97131,-82.234802
6_20,AJ,29.971065,-82.234693
6_20,AJ,29.970928,-82.23467
6_20,AJ,29.9717,-82.234545
6_20,AJ,29.97131,-82.234802
6_20,AJ,29.971065,-82.234693
6_20,AJ,29.970928,-82.23467
6_20,AJ,29.9717,-82.234545
6_20,AJ,29.97131,-82.234802
6_20,AJ,29.971065,-82.234693
6_20,AJ,29.970928,-82.23467
6_20,AJ,29.9717,-82.234545
6_20,AJ,29.97131,-82.234802
6_20,AJ,29.971065,-82.234693
6_20,AJ,29.970928,-82.23467
6_20,AJ,29.9717,-82.234545
6_20,AJ,29.97131,-82.234802
6_20,AJ,29.971065,-82.234693
6_20,AJ,29.970928,-82.23467
6_20,AJ,29.9717,-82.234545
6_20,AJ,29.97131,-82.234802
6_20,AJ,29.971065,-82.234693
6_20,AJ,29.970928,-82.23467
14_115,AJ,29.9147165424809,-82.29697247
14_115,AJ,29.9148060493478,-82.29697516
14_115,AJ,29.914879282179,-82.29701271
14_115,AJ,29.9148118614792,-82.29704221
14_115,AJ,29.9147165424809,-82.29697247
14_115,AJ,29.9148060493478,-82.29697516
14_115,AJ,29.914879282179,-82.29701271
14_115,AJ,29.9148118614792,-82.29704221
14_115,AJ,29.9147165424809,-82.29697247
14_115,AJ,29.9148060493478,-82.29697516
14_115,AJ,29.914879282179,-82.29701271
14_115,AJ,29.9148118614792,-82.29704221
14_115,AJ,29.9147165424809,-82.29697247
14_115,AJ,29.9148060493478,-82.29697516
14_115,AJ,29.914879282179,-82.29701271
14_115,AJ,29.9148118614792,-82.29704221
14_115,AJ,29.9147165424809,-82.29697247
14_115,AJ,29.9148060493478,-82.29697516
14_115,AJ,29.914879282179,-82.29701271
14_115,AJ,29.9148118614792,-82.29704221
14_115,AJ,29.9147165424809,-82.29697247
14_115,AJ,29.9148060493478,-82.29697516
14_115,AJ,29.914879282179,-82.29701271
14_115,AJ,29.9148118614792,-82.29704221
14_115,AJ,29.9147165424809,-82.29697247
14_115,AJ,29.9148060493478,-82.29697516
14_115,AJ,29.914879282179,-82.29701271
14_115,AJ,29.9148118614792,-82.29704221
14_115,AJ,29.9147165424809,-82.29697247
14_115,AJ,29.9148060493478,-82.29697516
14_115,AJ,29.914879282179,-82.29701271
14_115,AJ,29.9148118614792,-82.29704221
14_500,AJ,29.9193484610554,-82.30287284
14_500,AJ,29.9192439789471,-82.30269864
14_500,AJ,29.9193084897391,-82.30277646
14_500,AJ,29.9193728708916,-82.30276555
14_500,AJ,29.9193484610554,-82.30287284
14_500,AJ,29.9192439789471,-82.30269864
14_500,AJ,29.9193084897391,-82.30277646
14_500,AJ,29.9193728708916,-82.30276555
14_500,AJ,29.9193484610554,-82.30287284
14_500,AJ,29.9192439789471,-82.30269864
14_500,AJ,29.9193084897391,-82.30277646
14_500,AJ,29.9193728708916,-82.30276555
14_500,AJ,29.9193484610554,-82.30287284
14_500,AJ,29.9192439789471,-82.30269864
14_500,AJ,29.9193084897391,-82.30277646
14_500,AJ,29.9193728708916,-82.30276555
14_500,AJ,29.9193484610554,-82.30287284
14_500,AJ,29.9192439789471,-82.30269864
14_500,AJ,29.9193084897391,-82.30277646
14_500,AJ,29.9193728708916,-82.30276555
14_500,AJ,29.9193484610554,-82.30287284
14_500,AJ,29.9192439789471,-82.30269864
14_500,AJ,29.9193084897391,-82.30277646
14_500,AJ,29.9193728708916,-82.30276555
14_500,AJ,29.9193484610554,-82.30287284
14_500,AJ,29.9192439789471,-82.30269864
14_500,AJ,29.9193084897391,-82.30277646
14_500,AJ,29.9193728708916,-82.30276555
14_500,AJ,29.9193484610554,-82.30287284
14_500,AJ,29.9192439789471,-82.30269864
14_500,AJ,29.9193084897391,-82.30277646
14_500,AJ,29.9193728708916,-82.30276555
14/9_168,AJ,29.922465971123,-82.24840478
14/9_168,AJ,29.9226449969283,-82.24858769
14/9_168,AJ,29.9229204698955,-82.2486695
14/9_168,AJ,29.922465971123,-82.24840478
14/9_168,AJ,29.9226449969283,-82.24858769
14/9_168,AJ,29.9229204698955,-82.2486695
14/9_168,AJ,29.922465971123,-82.24840478
14/9_168,AJ,29.9226449969283,-82.24858769
14/9_168,AJ,29.9229204698955,-82.2486695
14/9_168,AJ,29.922465971123,-82.24840478
14/9_168,AJ,29.9226449969283,-82.24858769
14/9_168,AJ,29.9229204698955,-82.2486695
14/9_168,AJ,29.922465971123,-82.24840478
14/9_168,AJ,29.9226449969283,-82.24858769
14/9_168,AJ,29.9229204698955,-82.2486695
14/9_168,AJ,29.922465971123,-82.24840478
14/9_168,AJ,29.9226449969283,-82.24858769
14/9_168,AJ,29.9229204698955,-82.2486695
14/9_527,AJ,29.9395362567257,-82.24586162
14/9_527,AJ,29.9390466947254,-82.24569268
14/9_527,AJ,29.9389650471634,-82.24562455
14/9_527,AJ,29.938931442965,-82.24555817
14/9_527,AJ,29.9395362567257,-82.24586162
14/9_527,AJ,29.9390466947254,-82.24569268
14/9_527,AJ,29.9389650471634,-82.24562455
14/9_527,AJ,29.938931442965,-82.24555817
14/9_527,AJ,29.9395362567257,-82.24586162
14/9_527,AJ,29.9390466947254,-82.24569268
14/9_527,AJ,29.9389650471634,-82.24562455
14/9_527,AJ,29.938931442965,-82.24555817
14/9_527,AJ,29.9395362567257,-82.24586162
14/9_527,AJ,29.9390466947254,-82.24569268
14/9_527,AJ,29.9389650471634,-82.24562455
14/9_527,AJ,29.938931442965,-82.24555817
14/9_527,AJ,29.9395362567257,-82.24586162
14/9_527,AJ,29.9390466947254,-82.24569268
14/9_527,AJ,29.9389650471634,-82.24562455
14/9_527,AJ,29.938931442965,-82.24555817
14/9_601,AJ,29.9092137870889,-82.27217031
14/9_601,AJ,29.9091998371888,-82.2715829
14/9_601,AJ,29.9099066296691,-82.27213276
14/9_601,AJ,29.9099763786551,-82.27219445
14/9_601,AJ,29.9092137870889,-82.27217031
14/9_601,AJ,29.9091998371888,-82.2715829
14/9_601,AJ,29.9099066296691,-82.27213276
14/9_601,AJ,29.9099763786551,-82.27219445
14/9_601,AJ,29.9092137870889,-82.27217031
14/9_601,AJ,29.9091998371888,-82.2715829
14/9_601,AJ,29.9099066296691,-82.27213276
14/9_601,AJ,29.9099763786551,-82.27219445
14/9_601,AJ,29.9092137870889,-82.27217031
14/9_601,AJ,29.9091998371888,-82.2715829
14/9_601,AJ,29.9099066296691,-82.27213276
14/9_601,AJ,29.9099763786551,-82.27219445
14/9_601,AJ,29.9092137870889,-82.27217031
14/9_601,AJ,29.9091998371888,-82.2715829
14/9_601,AJ,29.9099066296691,-82.27213276
14/9_601,AJ,29.9099763786551,-82.27219445
15_4,AJ,29.898933,-82.292989
15_4,AJ,29.899095,-82.292934
15_4,AJ,29.8992329,-82.2929082
15_4,AJ,29.899387,-82.292914
15_4,AJ,29.898933,-82.292989
15_4,AJ,29.899095,-82.292934
15_4,AJ,29.8992329,-82.2929082
15_4,AJ,29.899387,-82.292914
15_4,AJ,29.898933,-82.292989
15_4,AJ,29.899095,-82.292934
15_4,AJ,29.8992329,-82.2929082
15_4,AJ,29.899387,-82.292914
15_4,AJ,29.898933,-82.292989
15_4,AJ,29.899095,-82.292934
15_4,AJ,29.8992329,-82.2929082
15_4,AJ,29.899387,-82.292914
15_4,AJ,29.898933,-82.292989
15_4,AJ,29.899095,-82.292934
15_4,AJ,29.8992329,-82.2929082
15_4,AJ,29.899387,-82.292914
15_4,AJ,29.898933,-82.292989
15_4,AJ,29.899095,-82.292934
15_4,AJ,29.8992329,-82.2929082
15_4,AJ,29.899387,-82.292914
15_4,AJ,29.898933,-82.292989
15_4,AJ,29.899095,-82.292934
15_4,AJ,29.8992329,-82.2929082
15_4,AJ,29.899387,-82.292914
15_4,AJ,29.898933,-82.292989
15_4,AJ,29.899095,-82.292934
15_4,AJ,29.8992329,-82.2929082
15_4,AJ,29.899387,-82.292914
15_409,AJ,29.903236,-82.300823
15_409,AJ,29.90333,-82.3008126
15_409,AJ,29.9033689,-82.3007753
15_409,AJ,29.903456,-82.300744
15_409,AJ,29.903236,-82.300823
15_409,AJ,29.90333,-82.3008126
15_409,AJ,29.9033689,-82.3007753
15_409,AJ,29.903456,-82.300744
15_409,AJ,29.903236,-82.300823
15_409,AJ,29.90333,-82.3008126
15_409,AJ,29.9033689,-82.3007753
15_409,AJ,29.903456,-82.300744
15_409,AJ,29.903236,-82.300823
15_409,AJ,29.90333,-82.3008126
15_409,AJ,29.9033689,-82.3007753
15_409,AJ,29.903456,-82.300744
15_409,AJ,29.903236,-82.300823
15_409,AJ,29.90333,-82.3008126
15_409,AJ,29.9033689,-82.3007753
15_409,AJ,29.903456,-82.300744
15_409,AJ,29.903236,-82.300823
15_409,AJ,29.90333,-82.3008126
15_409,AJ,29.9033689,-82.3007753
15_409,AJ,29.903456,-82.300744
15_409,AJ,29.903236,-82.300823
15_409,AJ,29.90333,-82.3008126
15_409,AJ,29.9033689,-82.3007753
15_409,AJ,29.903456,-82.300744
15_409,AJ,29.903236,-82.300823
15_409,AJ,29.90333,-82.3008126
15_409,AJ,29.9033689,-82.3007753
15_409,AJ,29.903456,-82.300744
15_268,AJ,29.8978454356736,-82.3167182926512
15_268,AJ,29.8975827,-82.3169507
15_268,AJ,29.89751,-82.316986
15_268,AJ,29.8978454356736,-82.3167182926512
15_268,AJ,29.8975827,-82.3169507
15_268,AJ,29.89751,-82.316986
15_268,AJ,29.8978454356736,-82.3167182926512
15_268,AJ,29.8975827,-82.3169507
15_268,AJ,29.89751,-82.316986
15_268,AJ,29.8978454356736,-82.3167182926512
15_268,AJ,29.8975827,-82.3169507
15_268,AJ,29.89751,-82.316986
15_268,AJ,29.8978454356736,-82.3167182926512
15_268,AJ,29.8975827,-82.3169507
15_268,AJ,29.89751,-82.316986
15_268,AJ,29.8978454356736,-82.3167182926512
15_268,AJ,29.8975827,-82.3169507
15_268,AJ,29.89751,-82.316986
15_268,AJ,29.8978454356736,-82.3167182926512
15_268,AJ,29.8975827,-82.3169507
15_268,AJ,29.89751,-82.316986
15_268,AJ,29.8978454356736,-82.3167182926512
15_268,AJ,29.8975827,-82.3169507
15_268,AJ,29.89751,-82.316986
13_410,AJ,29.888864,-82.18124
13_410,AJ,29.888757,-82.181117
13_410,AJ,29.8888638,-82.1812404
13_410,AJ,29.888478,-82.180997
13_410,AJ,29.888864,-82.18124
13_410,AJ,29.888757,-82.181117
13_410,AJ,29.8888638,-82.1812404
13_410,AJ,29.888478,-82.180997
13_410,AJ,29.888864,-82.18124
13_410,AJ,29.888757,-82.181117
13_410,AJ,29.8888638,-82.1812404
13_410,AJ,29.888478,-82.180997
13_410,AJ,29.888864,-82.18124
13_410,AJ,29.888757,-82.181117
13_410,AJ,29.8888638,-82.1812404
13_410,AJ,29.888478,-82.180997
13_410,AJ,29.888864,-82.18124
13_410,AJ,29.888757,-82.181117
13_410,AJ,29.8888638,-82.1812404
13_410,AJ,29.888478,-82.180997
13_410,AJ,29.888864,-82.18124
13_410,AJ,29.888757,-82.181117
13_410,AJ,29.8888638,-82.1812404
13_410,AJ,29.888478,-82.180997
13_410,AJ,29.888864,-82.18124
13_410,AJ,29.888757,-82.181117
13_410,AJ,29.8888638,-82.1812404
13_410,AJ,29.888478,-82.180997
13_410,AJ,29.888864,-82.18124
13_410,AJ,29.888757,-82.181117
13_410,AJ,29.8888638,-82.1812404
13_410,AJ,29.888478,-82.180997
13_274,AJ,29.892205,-82.184465
13_274,AJ,29.892067,-82.184371
13_274,AJ,29.891779,-82.184158
13_274,AJ,29.891513,-82.184111
13_274,AJ,29.892205,-82.184465
13_274,AJ,29.892067,-82.184371
13_274,AJ,29.891779,-82.184158
13_274,AJ,29.891513,-82.184111
13_274,AJ,29.892205,-82.184465
13_274,AJ,29.892067,-82.184371
13_274,AJ,29.891779,-82.184158
13_274,AJ,29.891513,-82.184111
13_274,AJ,29.892205,-82.184465
13_274,AJ,29.892067,-82.184371
13_274,AJ,29.891779,-82.184158
13_274,AJ,29.891513,-82.184111
13_274,AJ,29.892205,-82.184465
13_274,AJ,29.892067,-82.184371
13_274,AJ,29.891779,-82.184158
13_274,AJ,29.891513,-82.184111
13_274,AJ,29.892205,-82.184465
13_274,AJ,29.892067,-82.184371
13_274,AJ,29.891779,-82.184158
13_274,AJ,29.891513,-82.184111
13_274,AJ,29.892205,-82.184465
13_274,AJ,29.892067,-82.184371
13_274,AJ,29.891779,-82.184158
13_274,AJ,29.891513,-82.184111
9_332,AJ,29.9326606288089,-82.2362880653588
9_332,AJ,29.9318983281308,-82.2364639912152
9_332,AJ,29.9316950469637,-82.2366579607492
9_332,AJ,29.9315894969632,-82.2368519302831
9_332,AJ,29.9326606288089,-82.2362880653588
9_332,AJ,29.9318983281308,-82.2364639912152
9_332,AJ,29.9316950469637,-82.2366579607492
9_332,AJ,29.9315894969632,-82.2368519302831
9_332,AJ,29.9326606288089,-82.2362880653588
9_332,AJ,29.9318983281308,-82.2364639912152
9_332,AJ,29.9316950469637,-82.2366579607492
9_332,AJ,29.9315894969632,-82.2368519302831
9_332,AJ,29.9326606288089,-82.2362880653588
9_332,AJ,29.9318983281308,-82.2364639912152
9_332,AJ,29.9316950469637,-82.2366579607492
9_332,AJ,29.9315894969632,-82.2368519302831
9_332,AJ,29.9326606288089,-82.2362880653588
9_332,AJ,29.9318983281308,-82.2364639912152
9_332,AJ,29.9316950469637,-82.2366579607492
9_332,AJ,29.9315894969632,-82.2368519302831
9_332,AJ,29.9326606288089,-82.2362880653588
9_332,AJ,29.9318983281308,-82.2364639912152
9_332,AJ,29.9316950469637,-82.2366579607492
9_332,AJ,29.9315894969632,-82.2368519302831
9_332,AJ,29.9326606288089,-82.2362880653588
9_332,AJ,29.9318983281308,-82.2364639912152
9_332,AJ,29.9316950469637,-82.2366579607492
9_332,AJ,29.9315894969632,-82.2368519302831
3_34,AJ,29.9889226497831,-82.2025082349943
3_34,AJ,29.9888448252212,-82.202607476717
3_34,AJ,29.9887042762311,-82.2024063110433
