ID,Date,CO2,K600,depth,Q,TempC,CO2_flux,external,internal,NEP_corrected,ER_corrected,int.contrib,na.rm,ext.contrib
13,2023-12-09,12720.721825,32.92392233202539,0.04933324503012634,3.277599611199915,15.85,8.956599769320922,7.385572033826097,1.5710277354948246,-3.491172745544055,-3.6761594669515,17.540448115992326,TRUE,82.45955188400767
13,2023-12-10,16435.882400000002,10.713457605634453,0.057605799454023006,4.312261231966295,16.8,4.448660992577337,3.7706803728415483,0.6779806197357886,-1.5066235994128636,-1.7249625140453066,15.24010530060641,TRUE,84.75989469939358
13,2023-12-11,14076.6066,12.829573922520472,0.06951557706145695,5.736958094035951,16.3,5.470460149991249,5.0486431525577204,0.4218169974335285,-0.9373711054078412,-0.9866161989607456,7.710813823115105,TRUE,92.2891861768849
13,2023-12-12,16224.558175,21.47882645242723,0.0580432056318657,4.26539129937306,14.75,8.791158588950692,8.205576897880675,0.5855816910700161,-1.301292646822258,-1.3996461760174748,6.661029773777643,TRUE,93.33897022622236
13,2023-12-13,17889.111625,121.3319574982661,0.05505768829719474,3.913969419554545,14.91,52.104954706119784,48.21352946548082,3.8914252406389642,-8.647611645864366,-9.299857556523524,7.468436087483849,TRUE,92.53156391251613
13,2023-12-14,21999.909575,44.39968229977128,0.05315834737730078,3.696380898906221,15.05,22.755862103156574,21.113153177634977,1.6427089255215968,-3.650464278936882,-3.9376929487292074,7.218838460502574,TRUE,92.78116153949742
13,2023-12-15,21097.045375,76.47825428699862,0.05405958024037255,3.7994307249127357,15.46,38.26175967810193,35.163711602508435,3.0980480755934954,-6.884551279096657,-7.536085049108829,8.096982735915772,TRUE,91.90301726408423
13,2023-12-17,15083.341875,2.438968470132963,0.6725078815309141,240.10075618092048,16.72,10.821162551863633,8.078370801772014,2.7427917500916195,-6.095092777981377,-6.140314420727314,25.346553449742352,TRUE,74.65344655025766
13,2023-12-18,19387.45865,4.5817967007887415,0.5911297831686572,185.0485654825863,16.5,23.093505445132084,19.859664198787698,3.2338412463443875,-7.186313880765306,-7.285756659490105,14.003249762266186,TRUE,85.99675023773382
13,2023-12-19,18360.4383375,5.624589335551263,0.535585069806503,157.58956884825272,14.52,24.088768961779177,21.191404461978543,2.897364499800634,-6.438587777334742,-6.541184387329058,12.027864538855358,TRUE,87.97213546114463
13,2024-02-09,10691.081400000001,29.928236677907417,0.1734585500989185,25.237360198374788,14.84,23.797903121492997,20.785805418823518,3.0120977026694775,-6.693550450376617,-7.192007885127245,12.656987833306674,TRUE,87.34301216669333
13,2024-08-05,41425.965,0.6169012584147541,0.7380248686254949,304.51690810500145,24.73,8.609562934951965,6.93715312676522,1.6724098081867453,-3.71646624041499,-3.760888486373042,19.42502564674122,TRUE,80.57497435325878
13,2024-08-06,10849.7613,2.379803494876923,0.5662856993895803,175.20356883133738,24.48,6.47719204839653,4.4014263912267815,2.075765657169749,-4.612812571488331,-4.754134046573408,32.04730756259756,TRUE,67.95269243740245
13,2024-08-10,8871.2757,1.664000931149492,0.21789021093193695,36.602339185032626,26.06,1.4170685296232524,0.41316872995489984,1.0038997996683525,-2.23088844370745,-3.227194268914616,70.8434192618231,TRUE,29.156580738176903
13,2024-08-11,8839.905900000002,5.198027329525399,0.18331750921077583,27.668042126186585,26.06,3.710450657098883,2.724152612677735,0.9862980444211483,-2.1917734320469964,-2.5271965776959227,26.581624055130604,TRUE,73.4183759448694
13,2024-09-06,9185.6513,22.563699636724422,0.04180927164884629,2.519019349884371,24.84,3.8136936647591693,2.6976248439979855,1.116068820761184,-2.4801529350248535,-2.834348332036132,29.26477370414759,TRUE,70.73522629585241
13,2024-09-08,11260.549125,10.0027569041611,0.0499321098642197,3.4372020861366592,24.71,2.496430546568783,1.9688206598368905,0.5276098867318924,-1.1724664149597608,-1.3966043239503418,21.134571016087964,TRUE,78.86542898391204
13,2024-09-09,13387.300325,26.445054398479915,0.07090705711714465,5.930373309746963,24.67,11.210510528820011,9.533082257599526,1.6774282712204847,-3.7276183804899663,-3.8448376659177894,14.962996260590874,TRUE,85.03700373940912
13,2024-09-10,9951.771136363637,58.967825657259176,0.06183895185972183,4.728815780685806,24.57,16.02023224486424,12.54016230761874,3.4800699372454997,-7.733488749434445,-8.231754998914777,21.72296808219581,TRUE,78.2770319178042
13,2024-09-11,9225.4295,80.43770246622663,0.06099349562335472,4.622046829554458,24.54,19.910133573778797,14.967674852903045,4.942458720875751,-10.983241601946116,-11.653332196299198,24.823835071527895,TRUE,75.17616492847209
13,2024-09-12,9169.65595,48.40711957579062,0.06854682512395303,5.606883419935901,24.45,13.377568332807337,10.146352520320844,3.2312158124864925,-7.180479583303318,-7.678242523142432,24.15398473100835,TRUE,75.84601526899165
13,2024-09-13,9405.269125,45.24787006294085,0.07656804600322495,6.688060540672166,24.21,14.33596258627153,11.133875055633707,3.2020875306378223,-7.11575006808405,-7.348563639723231,22.336048321611973,TRUE,77.66395167838803
13,2024-09-14,10269.7133,100.75057162172908,0.07487306883704671,6.446928523371412,24.25,34.22124673440501,27.00606915910156,7.215177575303447,-16.033727945118773,-16.72200953567205,21.08391208333601,TRUE,78.916087916664
13,2024-09-15,9519.193075000001,49.053714127890586,0.07301189087226644,6.193804283578482,24.35,15.012782910305532,11.658925745277656,3.3538571650278755,-7.453015922284169,-7.80674387871155,22.34000974413357,TRUE,77.65999025586643
13,2024-09-16,9565.581900000001,46.02097713234342,0.0699265627319136,5.775657460047472,24.19,13.55316805983274,10.70548574735912,2.847682312473621,-6.328182916608047,-6.5730370330613574,21.011193101878824,TRUE,78.98880689812118
13,2024-09-17,9492.221375000001,53.75579641372258,0.065047575701212,5.1392534867375375,23.77,14.593846984604152,11.53481584220412,3.0590311424000323,-6.797846983111183,-7.219158149475787,20.961101933076122,TRUE,79.03889806692388
13,2024-09-18,9543.8168,40.085359819995745,0.06483621164212017,5.108453520176654,23.93,10.913035139614953,8.41261663032426,2.5004185092906934,-5.556485576201541,-5.937270859735298,22.912218986760415,TRUE,77.08778101323958
13,2024-09-19,10478.731375000001,41.15169893984312,0.06948915655407055,5.71508991746482,23.99,13.239880598245945,10.495964594870186,2.7439160033757584,-6.097591118612797,-6.3758063884503695,20.72462801318072,TRUE,79.27537198681928
13,2024-09-21,8935.879225,65.49193984150862,0.06104927225005979,4.6418629227745045,23.95,15.670295353271884,12.015833093691235,3.654462259580649,-8.121027243512554,-8.34611194952299,23.320953288973044,TRUE,76.67904671102696
13,2024-09-22,8989.9642,50.69158778648498,0.05354878376423407,3.7530028989573427,23.46,10.693845568486173,8.277587655510834,2.41625791297534,-5.369462028834089,-5.652835113166747,22.594845769007932,TRUE,77.40515423099207
13,2024-09-23,12101.072025,54.4891905094565,0.04946534756705869,3.2973481308975314,23.31,14.46875279241268,11.8692697132683,2.599483079144379,-5.776629064765287,-6.218910118655064,17.966186280461788,TRUE,82.0338137195382
13,2024-09-24,10588.6452,39.68506110236021,0.04516467608692808,2.849943796317393,23.47,8.37886035955578,6.575458526727773,1.8034018328280075,-4.007559628506684,-4.250579268812941,21.523235326046393,TRUE,78.47676467395361
13,2024-09-28,10173.10035,71.45354343897797,0.09153266655018144,8.93966489181169,24.12,29.370326455895338,21.87602251095369,7.494303944941648,-16.654008766536997,-16.98445759924108,25.516583740380455,TRUE,74.48341625961955
13,2024-09-29,12102.224225,26.52553267657232,0.08222090550241719,7.521783184494606,24.12,11.731480205283303,9.236834702987816,2.494645502295487,-5.54365667176775,-5.7197975366393745,21.264541717182603,TRUE,78.7354582828174
13,2024-09-30,29803.349481818183,9.932823989545495,0.08120811938593572,7.407803321245428,24,10.911302383986905,9.929551606656885,0.9817507773300208,-2.181668394066713,-2.468074717513937,8.997558153743483,TRUE,91.00244184625652
13,2024-10-01,18890.764581818185,22.474021130710284,0.0941776529007603,9.37546563743993,24.18,18.004571350769496,15.572571394590733,2.4319999561787626,-5.404444347063918,-5.583055427331747,13.507680404037064,TRUE,86.49231959596294
13,2024-11-05,8960.410865209582,52.00284076052119,0.07648765539955321,6.679602254796818,21.5,15.53588636707243,10.776023107843578,4.759863259228854,-10.577473909397453,-11.033463671163666,30.6378609289854,TRUE,69.3621390710146
13,2024-11-06,9396.600701979167,13.75500861634387,0.07809049951433232,6.919869896415362,21.86,4.414187998572521,2.9827851021757974,1.4314028963967234,-3.1808953253260523,-3.3732609217401115,32.42732065013128,TRUE,67.57267934986874
13,2024-11-07,9603.68281638889,17.74954619680771,0.08776627644164371,8.358962275861376,22.25,6.556496566673295,4.549031050122952,2.0074655165503423,-4.461034481222983,-4.737069416763646,30.617960310607035,TRUE,69.38203968939295
13,2024-11-08,9191.632092708334,55.46056665217221,0.08668597125073033,8.18261513872581,22.48,19.338044424913885,13.247537061234665,6.090507363679221,-13.534460808176048,-13.808764219369005,31.494949695288756,TRUE,68.50505030471123
13,2024-11-09,8901.04256961562,48.127537258506585,0.08193321553309768,7.467201536737952,22.37,15.331093113317298,10.69389062716704,4.637202486150259,-10.304894413667244,-10.56062450497324,30.24704404229448,TRUE,69.75295595770554
13,2024-11-10,8840.7914,8.719368726216633,0.08838569055925972,8.511856301619167,22.25,2.9740713042089673,2.1326002210302426,0.8414710831787245,-1.869935740397166,-1.9578214837229908,28.293574602191185,TRUE,71.70642539780881
13,2024-11-28,8833.839,16.54964987858844,0.05334916215286987,3.7173446163552053,17.7,3.3548687387873337,2.564293022997432,0.7905757157899016,-1.7568349239775594,-1.777390295623732,23.56502675200541,TRUE,76.43497324799459
15,2024-02-09,3847.0212,10.012939151192024,0.20111873587383525,20.55416931129989,13.73,3.0635708781713675,0.6150909567540013,3.678661834925369,-8.174804077611931,-8.322497545571787,100,TRUE,20.077582050954422
15,2024-02-10,3781.5723000000003,9.543862132967313,0.19386777440221536,17.855110880990342,14.52,2.7709230583929423,0.8170117032613722,3.5879347616543145,-7.973188359231811,-8.124423354074892,100,TRUE,29.48518187059355
15,2024-02-14,10958.988150000001,10.510301771700195,0.1773461504498765,12.680044169425786,14.61,8.758690015373787,5.228108008095734,3.5305820072780536,-7.845737793951231,-8.032896717962721,40.309475516098416,TRUE,59.690524483901584
15,2024-02-15,11820.339391666666,11.836126406417078,0.17149254025780777,11.140712044834604,14.38,10.30703365785875,6.495166956503372,3.811866701355377,-8.470814891900838,-8.769732873301404,36.98315953833102,TRUE,63.01684046166897
15,2024-02-16,12017.706250000001,12.460980971856436,0.16918514927938946,10.573825586503279,14.61,10.90177939959502,6.844611661177927,4.0571677384170926,-9.01592830759354,-9.34608219462084,37.21564700316545,TRUE,62.78435299683455
15,2024-02-18,14172.670600000001,8.750339535142134,0.23289086381203078,36.63754857979982,14.34,12.48130930521961,8.653486985960065,3.8278223192595435,-8.506271820576764,-8.73309578611686,30.66843570376684,TRUE,69.33156429623315
