OID_,OBJECTID,OBJECTID_overlay,Id,gridcode,Shape_Length_overlay,Shape_Area_overlay,SHAPE_Length,SHAPE_Area
1,92,5,5,2,32060.457656609924015,18214181.266230985522270,180.690924610217735,1910.160103653376382
2,120,5,5,2,32060.457656609924015,18214181.266230985522270,682.949909447804430,14688.781222230283674
3,169,5,5,2,32060.457656609924015,18214181.266230985522270,1282.611250496823232,47154.023563307819131
4,28,5,5,2,32060.457656609924015,18214181.266230985522270,251.483448777271349,3851.481718183795692
5,111,5,5,2,32060.457656609924015,18214181.266230985522270,136.016859912707417,1135.866087617204812
6,3,5,5,2,32060.457656609924015,18214181.266230985522270,254.499923788717211,3987.009643016232530
7,7,5,5,2,32060.457656609924015,18214181.266230985522270,161.276772221701407,1450.469262536536462
8,258,5,5,2,32060.457656609924015,18214181.266230985522270,165.587050214575015,1605.650900023064651
9,100,5,5,2,32060.457656609924015,18214181.266230985522270,461.984829378070629,8336.485037482643747
10,198,5,5,2,32060.457656609924015,18214181.266230985522270,381.860310097817546,6960.494284238900036
11,203,5,5,2,32060.457656609924015,18214181.266230985522270,183.276785063849218,1992.469111762655530
12,101,5,5,2,32060.457656609924015,18214181.266230985522270,321.914637671268963,5753.703671784391190
13,328,5,5,2,32060.457656609924015,18214181.266230985522270,164.030740765745065,1547.769335100972512
14,108,5,5,2,32060.457656609924015,18214181.266230985522270,176.342237867776902,1908.954073131453470
15,37,5,5,2,32060.457656609924015,18214181.266230985522270,695.318525794737411,15270.815487494888657
16,274,5,5,2,32060.457656609924015,18214181.266230985522270,223.792968143209919,3020.664714083535273
17,74,5,5,2,32060.457656609924015,18214181.266230985522270,557.273523817575892,16886.131543454172061
18,317,5,5,2,32060.457656609924015,18214181.266230985522270,199.674934533539357,2458.636047038562538
19,291,5,5,2,32060.457656609924015,18214181.266230985522270,419.186551404539046,9312.189274035963535
20,379,5,5,2,32060.457656609924015,18214181.266230985522270,6520.137197236848806,337591.620538117480464
21,51,5,5,2,32060.457656609924015,18214181.266230985522270,324.829000370668780,5673.064533328613834
22,236,5,5,2,32060.457656609924015,18214181.266230985522270,269.596435946905387,2686.530992168701687
23,322,5,5,2,32060.457656609924015,18214181.266230985522270,1119.511630646650246,35168.852378760580905
24,264,5,5,2,32060.457656609924015,18214181.266230985522270,386.328095317517011,5531.734694041132570
25,143,5,5,2,32060.457656609924015,18214181.266230985522270,1660.360994219655140,30556.323702359666640
26,165,5,5,2,32060.457656609924015,18214181.266230985522270,189.983775948147155,2272.812610985760784
27,218,5,5,2,32060.457656609924015,18214181.266230985522270,567.093265144690804,17005.918360131061490
28,222,5,5,2,32060.457656609924015,18214181.266230985522270,284.742072802894313,4911.082852677838673
29,193,5,5,2,32060.457656609924015,18214181.266230985522270,191.827733278527546,2046.719007065390088
30,174,5,5,2,32060.457656609924015,18214181.266230985522270,402.606494873091719,8712.867061676715821
31,69,5,5,2,32060.457656609924015,18214181.266230985522270,403.982409973473864,9696.533958403531869
32,4,5,5,2,32060.457656609924015,18214181.266230985522270,450.497053663760539,6933.725692687890842
33,223,5,5,2,32060.457656609924015,18214181.266230985522270,164.497423708293695,1124.045307865320638
34,255,5,5,2,32060.457656609924015,18214181.266230985522270,115.687821892906641,747.798806331104288
35,202,5,5,2,32060.457656609924015,18214181.266230985522270,453.345702672924858,11980.262875404867373
36,55,5,5,2,32060.457656609924015,18214181.266230985522270,328.323451450864638,6371.761324394541589
37,2,5,5,2,32060.457656609924015,18214181.266230985522270,148.293946620923805,1385.996262872421084
38,192,5,5,2,32060.457656609924015,18214181.266230985522270,1072.150505024545964,35910.114179417971172
39,297,5,5,2,32060.457656609924015,18214181.266230985522270,177.599999761020399,1619.552242718233401
40,85,5,5,2,32060.457656609924015,18214181.266230985522270,979.084113267930547,46230.403243588443729
41,285,5,5,2,32060.457656609924015,18214181.266230985522270,562.461297258250283,15751.666524562908307
42,240,5,5,2,32060.457656609924015,18214181.266230985522270,152.960568483577561,674.300632918002520
43,245,5,5,2,32060.457656609924015,18214181.266230985522270,1108.021767436919617,39724.863731849625765
44,18,5,5,2,32060.457656609924015,18214181.266230985522270,193.948966433890519,2339.757023685672721
45,252,5,5,2,32060.457656609924015,18214181.266230985522270,171.278506476031339,1689.472382114042148
46,23,5,5,2,32060.457656609924015,18214181.266230985522270,674.431742289797285,15795.582536215355503
47,97,5,5,2,32060.457656609924015,18214181.266230985522270,340.984959354718001,4773.158803987535066
48,262,5,5,2,32060.457656609924015,18214181.266230985522270,178.568545270749382,1928.120810866500051
49,367,5,5,2,32060.457656609924015,18214181.266230985522270,273.364287423211294,4677.448036005976974
