OID_,OBJECTID,OBJECTID_overlay,Id,gridcode,Shape_Length_overlay,Shape_Area_overlay,SHAPE_Length,SHAPE_Area
27,962,1,1,4,22183.798765475723485,5340640.215467520058155,331.734942424968665,4085.449515751834952
28,1057,1,1,4,22183.798765475723485,5340640.215467520058155,474.987648653422639,6212.049219201040614
29,768,1,1,4,22183.798765475723485,5340640.215467520058155,96.449171674632012,220.056442603303992
30,1031,1,1,4,22183.798765475723485,5340640.215467520058155,278.721758322164987,4181.194182169883788
31,833,1,1,4,22183.798765475723485,5340640.215467520058155,120.328575249921712,849.052041475882220
32,1125,1,1,4,22183.798765475723485,5340640.215467520058155,1182.675390319764574,25630.302427659640671
33,1019,1,1,4,22183.798765475723485,5340640.215467520058155,390.632833186360187,5920.932018391002202
34,924,1,1,4,22183.798765475723485,5340640.215467520058155,142.747630767158370,815.260234020003736
35,1073,1,1,4,22183.798765475723485,5340640.215467520058155,465.684849797859158,8057.474156303151176
36,912,1,1,4,22183.798765475723485,5340640.215467520058155,3272.309430377318222,143457.164591925946297
37,809,1,1,4,22183.798765475723485,5340640.215467520058155,1524.692078480884447,46362.672291558614234
38,772,1,1,4,22183.798765475723485,5340640.215467520058155,155.788113080173815,1279.694769325073821
39,862,1,1,4,22183.798765475723485,5340640.215467520058155,1136.622722174551882,28677.136715677293978
40,958,1,1,4,22183.798765475723485,5340640.215467520058155,373.159734771282615,7613.076056685387812
41,920,1,1,4,22183.798765475723485,5340640.215467520058155,1554.706779407109252,86314.326827356082504
42,1025,1,1,4,22183.798765475723485,5340640.215467520058155,255.872499230181688,3709.656690572799562
43,778,1,1,4,22183.798765475723485,5340640.215467520058155,355.291796302253658,5217.331980283545818
44,1110,1,1,4,22183.798765475723485,5340640.215467520058155,480.221188512948459,7903.600503069998013
45,1042,1,1,4,22183.798765475723485,5340640.215467520058155,218.705625229373254,2315.064199485664631
46,826,1,1,4,22183.798765475723485,5340640.215467520058155,232.977486204889203,3341.181743494786588
47,1027,1,1,4,22183.798765475723485,5340640.215467520058155,189.001354718852212,2169.343520737895687
48,921,1,1,4,22183.798765475723485,5340640.215467520058155,172.927103410571362,1705.258447813645262
49,926,1,1,4,22183.798765475723485,5340640.215467520058155,172.479371232822558,1676.120906621943959
50,1006,1,1,4,22183.798765475723485,5340640.215467520058155,231.518524525366104,2940.540198710415098
51,965,1,1,4,22183.798765475723485,5340640.215467520058155,531.623695102406259,9658.997532604282242
52,1018,1,1,4,22183.798765475723485,5340640.215467520058155,348.291107199111480,4806.714248462926662
53,967,1,1,4,22183.798765475723485,5340640.215467520058155,570.195311725934630,12783.460645641960582
54,1056,1,1,4,22183.798765475723485,5340640.215467520058155,335.724710615040408,6301.556037475324047
55,1066,1,1,4,22183.798765475723485,5340640.215467520058155,171.430804024819395,1573.557800350823300
56,1029,1,1,4,22183.798765475723485,5340640.215467520058155,647.571942248514006,8502.190535642545001
57,1088,1,1,4,22183.798765475723485,5340640.215467520058155,238.344892792839772,3421.919810009807861
58,797,1,1,4,22183.798765475723485,5340640.215467520058155,486.040130180893073,7383.369644415081893
59,1079,1,1,4,22183.798765475723485,5340640.215467520058155,265.303535680017944,2365.270127669573412
60,1054,1,1,4,22183.798765475723485,5340640.215467520058155,172.295734604750038,1311.999935833410973
61,1123,1,1,4,22183.798765475723485,5340640.215467520058155,408.063804227843775,6896.756062617657335
62,1126,1,1,4,22183.798765475723485,5340640.215467520058155,694.348063035592304,9518.818303821921290
63,938,1,1,4,22183.798765475723485,5340640.215467520058155,215.889487579694134,2485.579271243448147
64,1014,1,1,4,22183.798765475723485,5340640.215467520058155,210.690609008433540,1207.160411106696074
65,869,1,1,4,22183.798765475723485,5340640.215467520058155,1911.939853868988394,55060.370149304631923
66,1032,1,1,4,22183.798765475723485,5340640.215467520058155,893.282211594715818,25938.730336054592044
67,1078,1,1,4,22183.798765475723485,5340640.215467520058155,394.551498835897974,9028.932446031903964
68,999,1,1,4,22183.798765475723485,5340640.215467520058155,266.966476076170352,3301.273720985133423
69,903,1,1,4,22183.798765475723485,5340640.215467520058155,313.670438621661219,4710.612391456175828
70,935,1,1,4,22183.798765475723485,5340640.215467520058155,1481.926547917187463,57604.559223494179605
71,1070,1,1,4,22183.798765475723485,5340640.215467520058155,653.569777332051331,21562.148068839534972
72,1085,1,1,4,22183.798765475723485,5340640.215467520058155,385.453542115353002,3798.338631064952551
73,1068,1,1,4,22183.798765475723485,5340640.215467520058155,562.924479331971042,8745.850911114846895
74,1051,1,1,4,22183.798765475723485,5340640.215467520058155,439.561700731878659,8375.208921155342978
75,922,1,1,4,22183.798765475723485,5340640.215467520058155,288.549670268199009,4755.971414369399099
76,986,1,1,4,22183.798765475723485,5340640.215467520058155,159.706977412791218,1408.686601360633404
77,1001,1,1,4,22183.798765475723485,5340640.215467520058155,160.019795502268323,1270.872160828160304
78,782,1,1,4,22183.798765475723485,5340640.215467520058155,190.833310058216398,1969.025456401044266
79,1059,1,1,4,22183.798765475723485,5340640.215467520058155,690.391273499534918,16279.542513711667198
80,884,1,1,4,22183.798765475723485,5340640.215467520058155,193.942310199930205,1552.770628117524211
81,1092,1,1,4,22183.798765475723485,5340640.215467520058155,513.041984128125705,6593.668019181915042
82,1003,1,1,4,22183.798765475723485,5340640.215467520058155,151.342281576413001,1218.558880778643925
83,1020,1,1,4,22183.798765475723485,5340640.215467520058155,145.429730045404966,1197.555137766303687
84,874,1,1,4,22183.798765475723485,5340640.215467520058155,274.272675962871403,3800.840825778864200
85,1055,1,1,4,22183.798765475723485,5340640.215467520058155,189.756114147738316,1747.643216493927412
86,992,1,1,4,22183.798765475723485,5340640.215467520058155,1199.680378572156769,29531.678406460883707
87,762,1,1,4,22183.798765475723485,5340640.215467520058155,239.792402803093466,3304.663650464334296
88,973,1,1,4,22183.798765475723485,5340640.215467520058155,622.936844836390492,18361.810794357272243
89,1072,1,1,4,22183.798765475723485,5340640.215467520058155,152.724509242126572,979.212543468602803
90,1043,1,1,4,22183.798765475723485,5340640.215467520058155,169.706066624985795,1715.684308974902251
91,1076,1,1,4,22183.798765475723485,5340640.215467520058155,140.604178471557560,1154.177061284216052
92,1012,1,1,4,22183.798765475723485,5340640.215467520058155,388.363150322461138,6937.788897517125406
93,950,1,1,4,22183.798765475723485,5340640.215467520058155,296.034029199355871,4266.736333829374416
94,996,1,1,4,22183.798765475723485,5340640.215467520058155,415.703052197985244,7712.398421079356012
95,972,1,1,4,22183.798765475723485,5340640.215467520058155,200.140910997392325,2476.910181581989946
96,790,1,1,4,22183.798765475723485,5340640.215467520058155,1204.780485175652757,77118.133157463467796
97,929,1,1,4,22183.798765475723485,5340640.215467520058155,135.465287396348003,810.613813099900426
98,1045,1,1,4,22183.798765475723485,5340640.215467520058155,111.896463366421074,745.832039769949688
99,770,1,1,4,22183.798765475723485,5340640.215467520058155,137.808332826729156,1029.835560329633154
100,917,1,1,4,22183.798765475723485,5340640.215467520058155,1290.302729263887159,21086.854091168697778
101,1106,1,1,4,22183.798765475723485,5340640.215467520058155,31.826352132921564,8.346211322946290
