OID_,OBJECTID,OBJECTID_overlay,Id,gridcode,Shape_Length_overlay,Shape_Area_overlay,SHAPE_Length,SHAPE_Area
1,311,8,8,5,37412.405078365460213,18744725.682685282081366,218.069207819150705,2879.792916974504806
2,404,8,8,5,37412.405078365460213,18744725.682685282081366,205.444534714273800,2624.459092788825274
3,420,8,8,5,37412.405078365460213,18744725.682685282081366,167.828078471934873,1726.722362027848021
4,535,8,8,5,37412.405078365460213,18744725.682685282081366,5273.721241135736818,96756.795768117604894
5,645,8,8,5,37412.405078365460213,18744725.682685282081366,310.861410677871447,5538.116589531866339
6,357,8,8,5,37412.405078365460213,18744725.682685282081366,358.892460927216177,6598.151676489633246
7,540,8,8,5,37412.405078365460213,18744725.682685282081366,130.602902261619022,1016.176568889852092
8,528,8,8,5,37412.405078365460213,18744725.682685282081366,168.724529503652462,1664.214109136850084
9,521,8,8,5,37412.405078365460213,18744725.682685282081366,2458.177770157055875,144369.070364849874750
10,269,8,8,5,37412.405078365460213,18744725.682685282081366,430.611198541615693,9919.788169920630025
11,399,8,8,5,37412.405078365460213,18744725.682685282081366,854.017939857860483,33047.231085287465248
12,694,8,8,5,37412.405078365460213,18744725.682685282081366,1006.460862102880242,41320.033400434011128
13,402,8,8,5,37412.405078365460213,18744725.682685282081366,143.742824365006868,1269.743979351290818
14,379,8,8,5,37412.405078365460213,18744725.682685282081366,8.856273630446939,3.003222496300115
15,514,8,8,5,37412.405078365460213,18744725.682685282081366,258.978526089864488,4044.183848980623679
16,696,8,8,5,37412.405078365460213,18744725.682685282081366,773.179223729926775,26447.615179873217130
17,499,8,8,5,37412.405078365460213,18744725.682685282081366,1834.398060752750325,49556.235494035521697
18,414,8,8,5,37412.405078365460213,18744725.682685282081366,521.912014203876993,10109.418971529263217
19,266,8,8,5,37412.405078365460213,18744725.682685282081366,276.998850734243490,4475.324240820880732
20,638,8,8,5,37412.405078365460213,18744725.682685282081366,142.292460746493077,1278.994268714449618
21,627,8,8,5,37412.405078365460213,18744725.682685282081366,4887.607172303785774,360256.626311584259383
22,373,8,8,5,37412.405078365460213,18744725.682685282081366,167.862062938808634,1666.776238526958878
23,590,8,8,5,37412.405078365460213,18744725.682685282081366,500.299903446866495,13748.591346135450294
24,601,8,8,5,37412.405078365460213,18744725.682685282081366,166.725151009169139,1598.214104048988020
25,538,8,8,5,37412.405078365460213,18744725.682685282081366,195.242020580036211,2255.412361009694905
26,526,8,8,5,37412.405078365460213,18744725.682685282081366,256.943330586612831,3279.128447389516168
27,561,8,8,5,37412.405078365460213,18744725.682685282081366,1352.609094530235780,60144.919950172989047
28,313,8,8,5,37412.405078365460213,18744725.682685282081366,286.430238115952648,4346.896652483853359
29,505,8,8,5,37412.405078365460213,18744725.682685282081366,491.687444513374658,13647.465059202690099
30,701,8,8,5,37412.405078365460213,18744725.682685282081366,1451.862803630689541,64518.783473197894637
31,648,8,8,5,37412.405078365460213,18744725.682685282081366,563.016188920068203,14178.929731224725401
32,577,8,8,5,37412.405078365460213,18744725.682685282081366,180.461436471230400,1770.984993393624109
33,559,8,8,5,37412.405078365460213,18744725.682685282081366,485.615278670319242,13833.139549384530255
34,372,8,8,5,37412.405078365460213,18744725.682685282081366,182.568317089524953,1990.120455240802130
35,552,8,8,5,37412.405078365460213,18744725.682685282081366,163.277849159818743,1659.470220664534281
36,257,8,8,5,37412.405078365460213,18744725.682685282081366,358.599151160112342,4772.891233361170634
37,359,8,8,5,37412.405078365460213,18744725.682685282081366,2146.917877600628799,82485.262091044278350
38,480,8,8,5,37412.405078365460213,18744725.682685282081366,3817.134607936937755,117276.104011532719596
39,715,8,8,5,37412.405078365460213,18744725.682685282081366,3050.489603369918768,190689.284968941938132
40,415,8,8,5,37412.405078365460213,18744725.682685282081366,160.492931531820659,1186.035201292313104
41,677,8,8,5,37412.405078365460213,18744725.682685282081366,760.900626037830421,17619.736685883020982
42,437,8,8,5,37412.405078365460213,18744725.682685282081366,133.897698228733333,1017.835241305431282
43,813,8,8,5,37412.405078365460213,18744725.682685282081366,1365.886528106964533,56045.732884284945612
44,776,8,8,5,37412.405078365460213,18744725.682685282081366,494.213597195573357,8321.612335135389003
45,543,8,8,5,37412.405078365460213,18744725.682685282081366,709.772054690021946,14064.178757978457725
46,513,8,8,5,37412.405078365460213,18744725.682685282081366,127.189508912271776,1033.485576481735961
47,672,8,8,5,37412.405078365460213,18744725.682685282081366,217.013624292536292,2736.241142357826902
48,714,8,8,5,37412.405078365460213,18744725.682685282081366,603.123826710187814,10088.050392909386574
49,424,8,8,5,37412.405078365460213,18744725.682685282081366,265.602194429005181,4209.516735859346227
50,703,8,8,5,37412.405078365460213,18744725.682685282081366,2192.396411412000361,133717.233247251977446
51,653,8,8,5,37412.405078365460213,18744725.682685282081366,124.944598600621177,722.395198456014214
52,548,8,8,5,37412.405078365460213,18744725.682685282081366,255.640248688392433,3996.576704433264240
53,609,8,8,5,37412.405078365460213,18744725.682685282081366,188.966513449006726,2178.284023092428924
54,365,8,8,5,37412.405078365460213,18744725.682685282081366,257.724073193643164,3798.552895792638992
55,260,8,8,5,37412.405078365460213,18744725.682685282081366,587.176534294129397,12007.991680702352824
56,337,8,8,5,37412.405078365460213,18744725.682685282081366,37.719305957723606,14.498134526851144
57,518,8,8,5,37412.405078365460213,18744725.682685282081366,284.742108311618495,4980.083259851132425
58,539,8,8,5,37412.405078365460213,18744725.682685282081366,291.962599138043231,5152.656976784002836
59,675,8,8,5,37412.405078365460213,18744725.682685282081366,556.581861619568031,10116.704155930881825
60,683,8,8,5,37412.405078365460213,18744725.682685282081366,142.173603961033194,1223.962604264936090
61,533,8,8,5,37412.405078365460213,18744725.682685282081366,196.689350552010893,1942.156772317964169
62,517,8,8,5,37412.405078365460213,18744725.682685282081366,1961.601383255155952,147261.968268472963246
63,510,8,8,5,37412.405078365460213,18744725.682685282081366,1454.518097702034083,66872.912434112076880
64,423,8,8,5,37412.405078365460213,18744725.682685282081366,276.600012183088097,3893.143225942073514
65,475,8,8,5,37412.405078365460213,18744725.682685282081366,418.141033704088841,6077.592560902711739
66,398,8,8,5,37412.405078365460213,18744725.682685282081366,126.172703286138244,949.958614557958867
67,493,8,8,5,37412.405078365460213,18744725.682685282081366,111.621723707128936,652.707473280319959
68,687,8,8,5,37412.405078365460213,18744725.682685282081366,274.547760257522441,4053.965491931216548
69,375,8,8,5,37412.405078365460213,18744725.682685282081366,151.310464598907885,1400.520602384933909
70,606,8,8,5,37412.405078365460213,18744725.682685282081366,241.517066874424074,3629.537361590320870
71,708,8,8,5,37412.405078365460213,18744725.682685282081366,173.862943954163455,1811.776623114629047
72,723,8,8,5,37412.405078365460213,18744725.682685282081366,312.908383880705458,5232.071352012860189
73,454,8,8,5,37412.405078365460213,18744725.682685282081366,131.579355588939563,846.661456569310531
74,446,8,8,5,37412.405078365460213,18744725.682685282081366,317.531763048365576,3391.440385662346671
75,558,8,8,5,37412.405078365460213,18744725.682685282081366,1074.669142164217646,43520.340300700932858
76,669,8,8,5,37412.405078365460213,18744725.682685282081366,776.280063981056742,25120.386325635259709
77,456,8,8,5,37412.405078365460213,18744725.682685282081366,264.743528462582901,4301.086438096517668
78,455,8,8,5,37412.405078365460213,18744725.682685282081366,442.565849447291384,6658.127212657381278
79,589,8,8,5,37412.405078365460213,18744725.682685282081366,517.055919297245509,13076.954950177345381
80,354,8,8,5,37412.405078365460213,18744725.682685282081366,237.207078545711738,3439.354763326432476
81,690,8,8,5,37412.405078365460213,18744725.682685282081366,145.465444998308953,1257.614762474014469
82,407,8,8,5,37412.405078365460213,18744725.682685282081366,589.420392008042313,12872.908827289315013
83,688,8,8,5,37412.405078365460213,18744725.682685282081366,142.018499495169607,1252.870484606238506
84,498,8,8,5,37412.405078365460213,18744725.682685282081366,163.553776929907769,1574.599105856884989
85,567,8,8,5,37412.405078365460213,18744725.682685282081366,420.393989811097867,9394.824985235629356
86,473,8,8,5,37412.405078365460213,18744725.682685282081366,3754.910748070111367,315511.444044241507072
87,435,8,8,5,37412.405078365460213,18744725.682685282081366,649.769995123228227,9568.351050514789677
88,575,8,8,5,37412.405078365460213,18744725.682685282081366,251.518196710518197,3200.540493858755781
89,699,8,8,5,37412.405078365460213,18744725.682685282081366,253.914739919096093,2096.704023854080788
90,632,8,8,5,37412.405078365460213,18744725.682685282081366,625.759140725643192,18093.292864173406997
91,710,8,8,5,37412.405078365460213,18744725.682685282081366,181.445437849493231,1685.461219157153892
92,400,8,8,5,37412.405078365460213,18744725.682685282081366,4310.015816763120711,144197.621546956419479
93,419,8,8,5,37412.405078365460213,18744725.682685282081366,205.121691974339598,2480.378002677097356
94,444,8,8,5,37412.405078365460213,18744725.682685282081366,365.809109120723406,6113.532307503190168
95,616,8,8,5,37412.405078365460213,18744725.682685282081366,108.638104103025881,701.234425387819101
96,760,8,8,5,37412.405078365460213,18744725.682685282081366,2899.267962995068046,89496.312188414289267
97,594,8,8,5,37412.405078365460213,18744725.682685282081366,8941.763291183113324,333507.214027942100074
98,668,8,8,5,37412.405078365460213,18744725.682685282081366,177.982349562693145,1685.812426925433556
99,633,8,8,5,37412.405078365460213,18744725.682685282081366,296.632635440306444,4176.943602232325247
100,489,8,8,5,37412.405078365460213,18744725.682685282081366,147.927947211886220,755.557813027800421
101,529,8,8,5,37412.405078365460213,18744725.682685282081366,487.512809965412600,10707.251396686115186
102,550,8,8,5,37412.405078365460213,18744725.682685282081366,472.020969722001894,8895.556473220223779
103,524,8,8,5,37412.405078365460213,18744725.682685282081366,178.138659540047371,1770.903046765729414
104,547,8,8,5,37412.405078365460213,18744725.682685282081366,145.034977762445209,1291.396534650989452
105,427,8,8,5,37412.405078365460213,18744725.682685282081366,270.201067084140675,2818.976618876423800
106,660,8,8,5,37412.405078365460213,18744725.682685282081366,207.638938121005793,2413.576764283824559
107,564,8,8,5,37412.405078365460213,18744725.682685282081366,380.795179968484092,5715.011066308513364
108,583,8,8,5,37412.405078365460213,18744725.682685282081366,190.461852032630190,1930.987454690726508
