OID_,OBJECTID,OBJECTID_overlay,Id,gridcode,Shape_Length_overlay,Shape_Area_overlay,SHAPE_Length,SHAPE_Area
110,1016,7,7,3,33819.056208811438410,18103776.559084992855787,4957.718193946539031,345165.715901632444002
111,951,7,7,3,33819.056208811438410,18103776.559084992855787,5358.798308059557712,194641.765204932336928
112,1049,7,7,3,33819.056208811438410,18103776.559084992855787,1191.695607420975648,28838.266222680787905
113,1002,7,7,3,33819.056208811438410,18103776.559084992855787,119.238163020195955,726.446068819362381
114,834,7,7,3,33819.056208811438410,18103776.559084992855787,1228.931554734864676,56676.313840914146567
115,1168,7,7,3,33819.056208811438410,18103776.559084992855787,2482.382841131253826,88072.542422063706908
116,756,7,7,3,33819.056208811438410,18103776.559084992855787,108.330854833401020,253.906069922004974
117,1026,7,7,3,33819.056208811438410,18103776.559084992855787,154.160809470471975,750.950509123172310
118,961,7,7,3,33819.056208811438410,18103776.559084992855787,155.982805616438384,1430.813637465837246
119,968,7,7,3,33819.056208811438410,18103776.559084992855787,102.053520233219444,609.927032405126511
120,771,7,7,3,33819.056208811438410,18103776.559084992855787,298.080838185352263,3689.690053860418629
121,934,7,7,3,33819.056208811438410,18103776.559084992855787,143.155610359160363,1290.431945721942839
122,733,7,7,3,33819.056208811438410,18103776.559084992855787,251.640177188034556,3957.579132918951927
123,739,7,7,3,33819.056208811438410,18103776.559084992855787,239.950084491091218,3506.760772223930417
124,1105,7,7,3,33819.056208811438410,18103776.559084992855787,206.294091411817533,2372.997743266057114
125,942,7,7,3,33819.056208811438410,18103776.559084992855787,996.577931585598662,13745.228605197227807
126,1131,7,7,3,33819.056208811438410,18103776.559084992855787,1597.518359382625022,74337.502689636472496
127,893,7,7,3,33819.056208811438410,18103776.559084992855787,719.835610302392524,14992.303345917069237
128,680,7,7,3,33819.056208811438410,18103776.559084992855787,474.238792138397002,12651.718310749860393
129,1010,7,7,3,33819.056208811438410,18103776.559084992855787,201.950935659820033,2396.762212985093356
130,932,7,7,3,33819.056208811438410,18103776.559084992855787,176.448436888550361,1751.086799924373281
131,787,7,7,3,33819.056208811438410,18103776.559084992855787,293.020082801947126,4035.214661622444510
132,1037,7,7,3,33819.056208811438410,18103776.559084992855787,598.827452807358100,17258.746749218433251
133,1060,7,7,3,33819.056208811438410,18103776.559084992855787,266.502046488511610,3289.014863251326915
134,731,7,7,3,33819.056208811438410,18103776.559084992855787,203.516204438195956,1309.674851451471568
135,737,7,7,3,33819.056208811438410,18103776.559084992855787,168.569656624180595,1793.123552921323380
136,946,7,7,3,33819.056208811438410,18103776.559084992855787,149.202221682976699,1386.386770034204346
137,906,7,7,3,33819.056208811438410,18103776.559084992855787,399.354775824528588,7905.192863497288272
138,995,7,7,3,33819.056208811438410,18103776.559084992855787,298.313567041482031,5345.869727060259720
139,1113,7,7,3,33819.056208811438410,18103776.559084992855787,154.845616330474684,1019.248970079277569
140,802,7,7,3,33819.056208811438410,18103776.559084992855787,11313.355382133326202,507240.982147274829913
141,831,7,7,3,33819.056208811438410,18103776.559084992855787,295.449849841721289,4751.430850426322650
142,1040,7,7,3,33819.056208811438410,18103776.559084992855787,389.381223565051982,7769.317420817300444
143,1033,7,7,3,33819.056208811438410,18103776.559084992855787,181.202653166522424,1592.386639511149269
144,784,7,7,3,33819.056208811438410,18103776.559084992855787,509.069146291953643,13718.135242085452774
145,815,7,7,3,33819.056208811438410,18103776.559084992855787,116.760514165649852,783.272457171686369
146,783,7,7,3,33819.056208811438410,18103776.559084992855787,1745.443771611312741,55327.894227019081882
147,741,7,7,3,33819.056208811438410,18103776.559084992855787,163.429609115890486,1434.555767560089635
148,775,7,7,3,33819.056208811438410,18103776.559084992855787,298.984528072667217,3270.045897153062924
149,1139,7,7,3,33819.056208811438410,18103776.559084992855787,184.476897260130357,1940.006538145582454
150,746,7,7,3,33819.056208811438410,18103776.559084992855787,407.924941075099355,5088.275289611241533
151,949,7,7,3,33819.056208811438410,18103776.559084992855787,251.840242852206444,3016.621783862252414
152,913,7,7,3,33819.056208811438410,18103776.559084992855787,134.100675960316948,1054.882574693753895
153,878,7,7,3,33819.056208811438410,18103776.559084992855787,249.250696803879038,1934.232338417766869
154,705,7,7,3,33819.056208811438410,18103776.559084992855787,321.844670839830485,5618.588150960734311
155,1141,7,7,3,33819.056208811438410,18103776.559084992855787,199.695983179479782,2197.178493492720463
156,910,7,7,3,33819.056208811438410,18103776.559084992855787,382.244447154363968,8296.759306696405474
157,747,7,7,3,33819.056208811438410,18103776.559084992855787,1031.021669240035635,35864.722397338475275
158,1008,7,7,3,33819.056208811438410,18103776.559084992855787,369.294012260340594,8036.338835841877881
159,684,7,7,3,33819.056208811438410,18103776.559084992855787,199.242166752875079,2385.411510411347990
160,1082,7,7,3,33819.056208811438410,18103776.559084992855787,339.140314299647002,6882.248837730208834
161,1080,7,7,3,33819.056208811438410,18103776.559084992855787,546.936437584673058,8897.860976752856004
162,909,7,7,3,33819.056208811438410,18103776.559084992855787,497.013252338107804,10912.923676637024982
163,1104,7,7,3,33819.056208811438410,18103776.559084992855787,169.599705842052856,1707.551041181870232
164,998,7,7,3,33819.056208811438410,18103776.559084992855787,1070.440661747401464,44202.130571795052674
165,769,7,7,3,33819.056208811438410,18103776.559084992855787,225.518553644034228,3069.541228429241528
166,735,7,7,3,33819.056208811438410,18103776.559084992855787,141.356957204274124,1079.476758026585912
167,1021,7,7,3,33819.056208811438410,18103776.559084992855787,518.931234560849134,12778.911337430776257
168,792,7,7,3,33819.056208811438410,18103776.559084992855787,413.116024453892180,8856.086902218768955
169,681,7,7,3,33819.056208811438410,18103776.559084992855787,129.035781332868737,992.398091606092521
170,1109,7,7,3,33819.056208811438410,18103776.559084992855787,167.081872014620160,1695.349776047052046
171,979,7,7,3,33819.056208811438410,18103776.559084992855787,203.087131404519340,2456.320420051995370
172,854,7,7,3,33819.056208811438410,18103776.559084992855787,257.927001693235070,3328.602174922164522
173,717,7,7,3,33819.056208811438410,18103776.559084992855787,1233.688563996050334,48447.887902109512652
174,724,7,7,3,33819.056208811438410,18103776.559084992855787,298.430653443171991,5148.897193713947672
175,889,7,7,3,33819.056208811438410,18103776.559084992855787,314.910530379656166,3755.077095792496948
176,987,7,7,3,33819.056208811438410,18103776.559084992855787,210.858526999351682,2261.147494062883197
177,918,7,7,3,33819.056208811438410,18103776.559084992855787,1692.721578040645227,61177.584510078122548
178,712,7,7,3,33819.056208811438410,18103776.559084992855787,254.501699365585552,3481.014675369042834
179,1118,7,7,3,33819.056208811438410,18103776.559084992855787,152.456837769147853,1215.215875170633808
180,1094,7,7,3,33819.056208811438410,18103776.559084992855787,166.725957525138284,1497.216914172249972
181,1065,7,7,3,33819.056208811438410,18103776.559084992855787,951.590259384066030,22520.007890956938354
182,872,7,7,3,33819.056208811438410,18103776.559084992855787,1731.239767036529884,47115.924971296823060
183,1111,7,7,3,33819.056208811438410,18103776.559084992855787,155.479475777685479,1147.516560761535629
184,766,7,7,3,33819.056208811438410,18103776.559084992855787,142.358807594494294,1210.085942385957651
185,994,7,7,3,33819.056208811438410,18103776.559084992855787,242.978372133433282,3579.182388221721794
186,1095,7,7,3,33819.056208811438410,18103776.559084992855787,463.706097949124455,6370.404427133079480
187,985,7,7,3,33819.056208811438410,18103776.559084992855787,671.344907767692575,21343.122166976838344
188,820,7,7,3,33819.056208811438410,18103776.559084992855787,151.002468232459108,1395.345636622480924
189,1091,7,7,3,33819.056208811438410,18103776.559084992855787,531.205585970098127,7801.062848868238689
190,861,7,7,3,33819.056208811438410,18103776.559084992855787,276.151516046577740,3316.803767000572407
191,722,7,7,3,33819.056208811438410,18103776.559084992855787,103.069693042300955,621.453277823970097
192,791,7,7,3,33819.056208811438410,18103776.559084992855787,200.931411682990671,2409.230016213210092
193,993,7,7,3,33819.056208811438410,18103776.559084992855787,1063.195450435001931,27418.542846331478358
194,761,7,7,3,33819.056208811438410,18103776.559084992855787,909.384993930738347,10549.467379209949286
195,1046,7,7,3,33819.056208811438410,18103776.559084992855787,132.359693387083013,1037.087831315928497
196,779,7,7,3,33819.056208811438410,18103776.559084992855787,260.381983758737590,4124.980812234078257
197,880,7,7,3,33819.056208811438410,18103776.559084992855787,189.752084192221503,1495.636790293952572
198,983,7,7,3,33819.056208811438410,18103776.559084992855787,496.637606884177558,12026.914553248891025
199,1096,7,7,3,33819.056208811438410,18103776.559084992855787,335.098259086039604,5176.204061173682021
200,851,7,7,3,33819.056208811438410,18103776.559084992855787,234.499315847100064,3348.008780534517882
201,868,7,7,3,33819.056208811438410,18103776.559084992855787,942.744916671168653,13907.304355552532797
202,850,7,7,3,33819.056208811438410,18103776.559084992855787,252.669802944096887,2075.005441474699182
203,846,7,7,3,33819.056208811438410,18103776.559084992855787,198.382335063587391,2365.981790819005255
204,1101,7,7,3,33819.056208811438410,18103776.559084992855787,902.293438357891773,21580.384090317042137
205,730,7,7,3,33819.056208811438410,18103776.559084992855787,170.965520641244979,1593.284149558739955
206,1086,7,7,3,33819.056208811438410,18103776.559084992855787,196.438961889908285,1683.080692410346728
207,1097,7,7,3,33819.056208811438410,18103776.559084992855787,285.188864037061023,2761.359599526329475
208,887,7,7,3,33819.056208811438410,18103776.559084992855787,6266.156877757987786,88248.300863007301814
209,964,7,7,3,33819.056208811438410,18103776.559084992855787,829.472714840353206,18064.891850476185937
210,1083,7,7,3,33819.056208811438410,18103776.559084992855787,404.637054211055215,7340.913747358519686
211,695,7,7,3,33819.056208811438410,18103776.559084992855787,130.651557259389392,1050.135147825872309
212,1127,7,7,3,33819.056208811438410,18103776.559084992855787,765.835975804418922,14895.939405150425955
213,697,7,7,3,33819.056208811438410,18103776.559084992855787,937.916848327511389,45109.054554984795686
214,974,7,7,3,33819.056208811438410,18103776.559084992855787,224.536395765755657,3099.070528389837364
215,956,7,7,3,33819.056208811438410,18103776.559084992855787,1139.537172575689510,32627.703690078906220
216,1114,7,7,3,33819.056208811438410,18103776.559084992855787,177.155314297951207,1847.432522299661514
217,825,7,7,3,33819.056208811438410,18103776.559084992855787,593.016793068336028,11710.431381806523859
218,1024,7,7,3,33819.056208811438410,18103776.559084992855787,260.621214598938252,2767.043839336414294
219,879,7,7,3,33819.056208811438410,18103776.559084992855787,344.348093679946885,2347.827940062025846
220,842,7,7,3,33819.056208811438410,18103776.559084992855787,1604.583470699149075,57330.555792104401917
221,839,7,7,3,33819.056208811438410,18103776.559084992855787,291.242795405031643,1568.402316822055809
222,1089,7,7,3,33819.056208811438410,18103776.559084992855787,12850.136710006096109,947766.077630676561967
223,1044,7,7,3,33819.056208811438410,18103776.559084992855787,136.171168559316584,1081.956943893711468
224,844,7,7,3,33819.056208811438410,18103776.559084992855787,769.589040387832256,8232.558331946249382
225,937,7,7,3,33819.056208811438410,18103776.559084992855787,162.137227125088685,1576.901106498097988
226,847,7,7,3,33819.056208811438410,18103776.559084992855787,559.650541366001335,12022.183308352488893
227,702,7,7,3,33819.056208811438410,18103776.559084992855787,708.528999869851759,15859.485003668532954
228,915,7,7,3,33819.056208811438410,18103776.559084992855787,152.881345400223665,1229.308230477025063
229,890,7,7,3,33819.056208811438410,18103776.559084992855787,187.618580203048197,1816.687925911859111
230,864,7,7,3,33819.056208811438410,18103776.559084992855787,235.483295725525636,3194.483193901871346
231,856,7,7,3,33819.056208811438410,18103776.559084992855787,271.913496382692415,4340.699521815369735
232,798,7,7,3,33819.056208811438410,18103776.559084992855787,1593.754589629872271,21352.541852896298224
233,1035,7,7,3,33819.056208811438410,18103776.559084992855787,667.829582747618474,18363.406506528684986
234,673,7,7,3,33819.056208811438410,18103776.559084992855787,329.413133579238718,6466.370349511790664
235,953,7,7,3,33819.056208811438410,18103776.559084992855787,239.363457298141981,3529.449701979391648
236,971,7,7,3,33819.056208811438410,18103776.559084992855787,382.215848662355882,4928.627433592984744
237,1122,7,7,3,33819.056208811438410,18103776.559084992855787,118.757034757979213,819.264249806321118
238,774,7,7,3,33819.056208811438410,18103776.559084992855787,243.517325602896449,2863.538741117251448
239,711,7,7,3,33819.056208811438410,18103776.559084992855787,166.413078358781434,1725.029123261628683
240,1052,7,7,3,33819.056208811438410,18103776.559084992855787,200.258765414390695,2089.939555378804016
241,1106,7,7,3,33819.056208811438410,18103776.559084992855787,165.169747608125761,1062.087762448825288
242,835,7,7,3,33819.056208811438410,18103776.559084992855787,266.412845402407356,2432.704205617614207
243,855,7,7,3,33819.056208811438410,18103776.559084992855787,133.513990529881937,923.570946165307760
244,752,7,7,3,33819.056208811438410,18103776.559084992855787,241.913665553339456,3271.700818609612270
245,959,7,7,3,33819.056208811438410,18103776.559084992855787,409.225697356769444,9478.227844885583181
246,763,7,7,3,33819.056208811438410,18103776.559084992855787,585.047819748051097,15396.979778819659259
247,952,7,7,3,33819.056208811438410,18103776.559084992855787,766.658131253443457,19859.513176417229261
248,693,7,7,3,33819.056208811438410,18103776.559084992855787,159.277838426836041,839.471709641861025
249,745,7,7,3,33819.056208811438410,18103776.559084992855787,325.881666961966800,2393.784945227715070
250,1084,7,7,3,33819.056208811438410,18103776.559084992855787,966.858868777434282,23588.427897832156305
251,810,7,7,3,33819.056208811438410,18103776.559084992855787,302.474363006784642,2599.773421423150921
252,860,7,7,3,33819.056208811438410,18103776.559084992855787,186.964876910787837,2152.283129327731785
253,923,7,7,3,33819.056208811438410,18103776.559084992855787,203.364803738697134,2352.453055245221549
254,755,7,7,3,33819.056208811438410,18103776.559084992855787,315.019142984681253,5487.212383163053346
255,943,7,7,3,33819.056208811438410,18103776.559084992855787,855.080196505076742,40794.711789675195178
256,818,7,7,3,33819.056208811438410,18103776.559084992855787,2647.873822427271534,46562.676439251707052
257,931,7,7,3,33819.056208811438410,18103776.559084992855787,938.308574760544616,25036.222435159088491
258,718,7,7,3,33819.056208811438410,18103776.559084992855787,474.259868778050361,9542.623798361417357
259,742,7,7,3,33819.056208811438410,18103776.559084992855787,617.535144279039741,14610.089574905234258
260,1093,7,7,3,33819.056208811438410,18103776.559084992855787,291.208604987221634,4783.360554159839012
