OID_,OBJECTID,OBJECTID_overlay,Id,gridcode,Shape_Length_overlay,Shape_Area_overlay,SHAPE_Length,SHAPE_Area
1,808,7,7,3,33819.056208811438410,18103776.559084992855787,28.341410650654371,26.965498890664403
2,1023,7,7,3,33819.056208811438410,18103776.559084992855787,232.680675147165061,1999.150867738183933
3,977,7,7,3,33819.056208811438410,18103776.559084992855787,202.104654107014966,2037.850224413109345
4,875,7,7,3,33819.056208811438410,18103776.559084992855787,173.707996405338321,1857.687623707508010
5,859,7,7,3,33819.056208811438410,18103776.559084992855787,53.338927631547634,43.449079182773374
6,841,7,7,3,33819.056208811438410,18103776.559084992855787,599.686400216941479,5647.338820865416892
7,828,7,7,3,33819.056208811438410,18103776.559084992855787,471.131769722167974,4036.934341158653297
8,960,7,7,3,33819.056208811438410,18103776.559084992855787,236.135111863583518,2903.885106243690643
9,1047,7,7,3,33819.056208811438410,18103776.559084992855787,245.703263342686938,2111.664403463223607
10,707,7,7,3,33819.056208811438410,18103776.559084992855787,641.451776282241326,24163.104210302266438
11,1098,7,7,3,33819.056208811438410,18103776.559084992855787,1401.729813247899983,33654.142269078256504
12,789,7,7,3,33819.056208811438410,18103776.559084992855787,2841.418169551895062,70456.672503390916972
13,969,7,7,3,33819.056208811438410,18103776.559084992855787,131.313127495419678,1071.528903601529009
14,1081,7,7,3,33819.056208811438410,18103776.559084992855787,267.051669869820614,4233.263176726972233
15,1071,7,7,3,33819.056208811438410,18103776.559084992855787,1852.382432139710318,52198.642998517265369
16,728,7,7,3,33819.056208811438410,18103776.559084992855787,261.408997108813480,3766.401981947725744
17,725,7,7,3,33819.056208811438410,18103776.559084992855787,167.068366756356596,1487.437546205881517
18,1061,7,7,3,33819.056208811438410,18103776.559084992855787,467.292472152812877,4646.997871687811312
19,785,7,7,3,33819.056208811438410,18103776.559084992855787,554.308854189618387,11228.582827580416051
20,849,7,7,3,33819.056208811438410,18103776.559084992855787,391.377895985968053,8794.312207845316152
21,984,7,7,3,33819.056208811438410,18103776.559084992855787,252.809455094049724,2934.190737219633320
22,692,7,7,3,33819.056208811438410,18103776.559084992855787,421.621693335386453,9235.388451533277475
23,794,7,7,3,33819.056208811438410,18103776.559084992855787,389.769271948880828,3921.417840549837365
24,804,7,7,3,33819.056208811438410,18103776.559084992855787,355.888757657381859,4824.254016863145807
25,1142,7,7,3,33819.056208811438410,18103776.559084992855787,758.250922122265024,13736.793242132691375
26,1103,7,7,3,33819.056208811438410,18103776.559084992855787,323.663928678855768,3472.586839599728592
27,758,7,7,3,33819.056208811438410,18103776.559084992855787,270.653725550523689,4260.082978925978750
28,873,7,7,3,33819.056208811438410,18103776.559084992855787,174.138317904638427,1569.903535913013684
29,1009,7,7,3,33819.056208811438410,18103776.559084992855787,317.593493215702665,2304.021811744938077
30,990,7,7,3,33819.056208811438410,18103776.559084992855787,432.925830096195170,9290.940953099288890
31,1112,7,7,3,33819.056208811438410,18103776.559084992855787,204.571356810940074,2538.126638833886318
32,954,7,7,3,33819.056208811438410,18103776.559084992855787,210.434537622025772,1291.862222620351531
33,1140,7,7,3,33819.056208811438410,18103776.559084992855787,605.241925606439395,15504.546466640093058
34,927,7,7,3,33819.056208811438410,18103776.559084992855787,1709.688850081518467,66570.231577424987336
35,966,7,7,3,33819.056208811438410,18103776.559084992855787,343.293676880334999,6267.337744405695958
36,713,7,7,3,33819.056208811438410,18103776.559084992855787,123.311698025437082,981.524965971859046
37,1028,7,7,3,33819.056208811438410,18103776.559084992855787,587.903330114289361,17224.995582015617401
38,753,7,7,3,33819.056208811438410,18103776.559084992855787,139.466456946670093,1226.616027505620877
39,748,7,7,3,33819.056208811438410,18103776.559084992855787,103.191828313910179,639.490657157212127
40,957,7,7,3,33819.056208811438410,18103776.559084992855787,163.397104069993787,1623.502996134325258
41,1062,7,7,3,33819.056208811438410,18103776.559084992855787,196.583130101485693,2090.024893887572034
42,1038,7,7,3,33819.056208811438410,18103776.559084992855787,275.604869729009067,4637.521049937570751
43,824,7,7,3,33819.056208811438410,18103776.559084992855787,171.390375276748870,1457.517309117075456
44,975,7,7,3,33819.056208811438410,18103776.559084992855787,232.223054323664314,3024.882434086264766
45,894,7,7,3,33819.056208811438410,18103776.559084992855787,174.891163470729651,1765.202426842190789
46,1058,7,7,3,33819.056208811438410,18103776.559084992855787,1025.664362700768379,31224.739416347354563
47,716,7,7,3,33819.056208811438410,18103776.559084992855787,159.277252306041390,1437.469497453597342
48,806,7,7,3,33819.056208811438410,18103776.559084992855787,357.813813328941876,7371.541039602734600
49,908,7,7,3,33819.056208811438410,18103776.559084992855787,695.521547230934630,11342.864455617194835
50,914,7,7,3,33819.056208811438410,18103776.559084992855787,184.768957837454991,1775.374858420719875
51,1115,7,7,3,33819.056208811438410,18103776.559084992855787,145.034403145714833,1262.395833344727635
52,989,7,7,3,33819.056208811438410,18103776.559084992855787,262.896697480834064,4117.172652702585765
53,1011,7,7,3,33819.056208811438410,18103776.559084992855787,274.778483305106420,4299.141799174154585
54,1138,7,7,3,33819.056208811438410,18103776.559084992855787,185.755111187773991,1460.430829566878401
55,948,7,7,3,33819.056208811438410,18103776.559084992855787,315.244373829157098,2330.443581686082780
56,970,7,7,3,33819.056208811438410,18103776.559084992855787,747.418437630488143,21646.062296733587573
57,1039,7,7,3,33819.056208811438410,18103776.559084992855787,168.306278868048992,1692.895703666402142
58,1121,7,7,3,33819.056208811438410,18103776.559084992855787,262.801860053571318,2541.633762708471295
59,1074,7,7,3,33819.056208811438410,18103776.559084992855787,405.758019398833596,7536.594901793685494
60,976,7,7,3,33819.056208811438410,18103776.559084992855787,460.931048446314094,12171.909521489031249
61,821,7,7,3,33819.056208811438410,18103776.559084992855787,204.965179186626528,2592.282680414070455
62,740,7,7,3,33819.056208811438410,18103776.559084992855787,100.530385169653584,608.097243964800214
63,830,7,7,3,33819.056208811438410,18103776.559084992855787,234.654533777483067,3458.099427700285560
64,882,7,7,3,33819.056208811438410,18103776.559084992855787,857.673383058057539,38360.996490622252168
65,832,7,7,3,33819.056208811438410,18103776.559084992855787,224.722111228578171,2971.193961901272360
66,736,7,7,3,33819.056208811438410,18103776.559084992855787,1137.860335003048704,28978.846446616531466
67,925,7,7,3,33819.056208811438410,18103776.559084992855787,405.272690976114063,5784.182127501596369
68,732,7,7,3,33819.056208811438410,18103776.559084992855787,166.292474188711623,1556.994153973918174
69,734,7,7,3,33819.056208811438410,18103776.559084992855787,403.647238085765082,3973.381138271319742
70,1067,7,7,3,33819.056208811438410,18103776.559084992855787,272.101758474722544,3015.831268544249269
71,939,7,7,3,33819.056208811438410,18103776.559084992855787,173.131777509306374,1136.311648721888787
72,1063,7,7,3,33819.056208811438410,18103776.559084992855787,363.726175947145180,6304.234798519736614
73,689,7,7,3,33819.056208811438410,18103776.559084992855787,258.822940687438461,3833.093004753876812
74,857,7,7,3,33819.056208811438410,18103776.559084992855787,113.191020423724936,769.490388050216552
75,980,7,7,3,33819.056208811438410,18103776.559084992855787,191.170295651994536,2082.334501575498507
76,881,7,7,3,33819.056208811438410,18103776.559084992855787,106.482082237020236,710.138720912462645
77,928,7,7,3,33819.056208811438410,18103776.559084992855787,1995.016495469193842,46873.560961928225879
78,795,7,7,3,33819.056208811438410,18103776.559084992855787,1762.755498783353005,41572.689117387708393
79,749,7,7,3,33819.056208811438410,18103776.559084992855787,460.242308590773348,8869.742646986967884
80,1116,7,7,3,33819.056208811438410,18103776.559084992855787,264.562286479420209,2726.869968910223633
81,852,7,7,3,33819.056208811438410,18103776.559084992855787,769.616756276342244,21157.088481710597989
82,1099,7,7,3,33819.056208811438410,18103776.559084992855787,884.994897338367650,44339.676441051829897
83,1087,7,7,3,33819.056208811438410,18103776.559084992855787,250.190277303480144,3615.827641888501148
84,1075,7,7,3,33819.056208811438410,18103776.559084992855787,232.069736581240107,2971.794072199420043
85,997,7,7,3,33819.056208811438410,18103776.559084992855787,50.274876677128518,129.524823387166663
86,865,7,7,3,33819.056208811438410,18103776.559084992855787,171.551735753837818,1855.593180534001476
87,1119,7,7,3,33819.056208811438410,18103776.559084992855787,504.274985901445689,9439.468106940939833
88,982,7,7,3,33819.056208811438410,18103776.559084992855787,1786.294645975609910,103788.488521056002355
89,807,7,7,3,33819.056208811438410,18103776.559084992855787,267.221358393869991,4121.259258041770408
90,1050,7,7,3,33819.056208811438410,18103776.559084992855787,163.740717068934885,1628.739609804606516
91,1108,7,7,3,33819.056208811438410,18103776.559084992855787,394.202640081141794,7171.726492204930764
92,757,7,7,3,33819.056208811438410,18103776.559084992855787,251.815098155122286,1815.497221342694274
93,963,7,7,3,33819.056208811438410,18103776.559084992855787,342.829613416521795,2614.822437474781509
94,902,7,7,3,33819.056208811438410,18103776.559084992855787,307.633983875412412,3682.551909673179580
95,685,7,7,3,33819.056208811438410,18103776.559084992855787,430.856018153011178,7204.866161052243115
96,1120,7,7,3,33819.056208811438410,18103776.559084992855787,1540.187908515866866,45274.117718159024662
97,738,7,7,3,33819.056208811438410,18103776.559084992855787,1408.328514334445345,53040.820813924241520
98,1132,7,7,3,33819.056208811438410,18103776.559084992855787,416.152847986448933,6632.755996860965752
99,1017,7,7,3,33819.056208811438410,18103776.559084992855787,2241.988434572803271,48551.724831016836106
100,848,7,7,3,33819.056208811438410,18103776.559084992855787,143.035101089100237,1194.397535665303167
101,896,7,7,3,33819.056208811438410,18103776.559084992855787,6467.764294543599135,111707.155517887775204
102,944,7,7,3,33819.056208811438410,18103776.559084992855787,1470.799211210015528,50662.957968860740948
103,729,7,7,3,33819.056208811438410,18103776.559084992855787,153.359990308211280,1458.482525636716446
104,666,7,7,3,33819.056208811438410,18103776.559084992855787,324.115897478450336,5270.747268624365461
105,1129,7,7,3,33819.056208811438410,18103776.559084992855787,164.107849810171956,1545.778017116010460
106,1128,7,7,3,33819.056208811438410,18103776.559084992855787,985.437340729774519,18892.782033444236731
107,744,7,7,3,33819.056208811438410,18103776.559084992855787,654.116950420861599,7776.249889456880737
108,1069,7,7,3,33819.056208811438410,18103776.559084992855787,786.935680204599635,11248.557937854740885
109,816,7,7,3,33819.056208811438410,18103776.559084992855787,359.157862520229401,3787.874234115248328
