Date,LowSpC,FullSpC,time
2025-12-08T11:57:01Z,80.4,77.4,11:57:01
2025-12-08T11:57:02Z,80.4,77.4,11:57:02
2025-12-08T11:57:03Z,80.4,77.7,11:57:03
2025-12-08T11:57:04Z,80.4,77.7,11:57:04
2025-12-08T11:57:05Z,80.4,77.4,11:57:05
2025-12-08T11:57:06Z,80.4,77.7,11:57:06
2025-12-08T11:57:07Z,80.4,77.4,11:57:07
2025-12-08T11:57:08Z,80.4,77.4,11:57:08
2025-12-08T11:57:09Z,80.4,77.4,11:57:09
2025-12-08T11:57:10Z,80.4,77.4,11:57:10
2025-12-08T11:57:11Z,80.4,77.4,11:57:11
2025-12-08T11:57:12Z,80.4,77.7,11:57:12
2025-12-08T11:57:13Z,80.4,77.4,11:57:13
2025-12-08T11:57:14Z,80.4,77.4,11:57:14
2025-12-08T11:57:15Z,80.4,77.4,11:57:15
2025-12-08T11:57:16Z,80.4,77.4,11:57:16
2025-12-08T11:57:17Z,80.4,77.4,11:57:17
2025-12-08T11:57:18Z,80.4,77.4,11:57:18
2025-12-08T11:57:19Z,80.5,77.7,11:57:19
2025-12-08T11:57:20Z,80.4,77.7,11:57:20
2025-12-08T11:57:21Z,80.4,77.4,11:57:21
2025-12-08T11:57:22Z,80.4,77.4,11:57:22
2025-12-08T11:57:23Z,80.4,77.4,11:57:23
2025-12-08T11:57:24Z,80.4,77.4,11:57:24
2025-12-08T11:57:25Z,80.4,77.7,11:57:25
2025-12-08T11:57:26Z,80.4,77.4,11:57:26
2025-12-08T11:57:27Z,80.4,77.4,11:57:27
2025-12-08T11:57:28Z,80.4,77.4,11:57:28
2025-12-08T11:57:29Z,80.4,77.4,11:57:29
2025-12-08T11:57:30Z,80.3,77.4,11:57:30
2025-12-08T11:57:31Z,80.3,77.8,11:57:31
2025-12-08T11:57:32Z,80.4,77.4,11:57:32
2025-12-08T11:57:33Z,80.4,77.4,11:57:33
2025-12-08T11:57:34Z,80.3,77.4,11:57:34
2025-12-08T11:57:35Z,80.4,77.4,11:57:35
2025-12-08T11:57:36Z,80.4,77.4,11:57:36
2025-12-08T11:57:37Z,80.4,77.4,11:57:37
2025-12-08T11:57:38Z,80.4,77.4,11:57:38
2025-12-08T11:57:39Z,80.4,77.4,11:57:39
2025-12-08T11:57:40Z,80.4,77.4,11:57:40
2025-12-08T11:57:41Z,80.3,77.4,11:57:41
2025-12-08T11:57:42Z,80.3,77.4,11:57:42
2025-12-08T11:57:43Z,80.4,77.7,11:57:43
2025-12-08T11:57:44Z,80.4,77.4,11:57:44
2025-12-08T11:57:45Z,80.4,77.4,11:57:45
2025-12-08T11:57:46Z,80.4,77.4,11:57:46
2025-12-08T11:57:47Z,80.3,77.4,11:57:47
2025-12-08T11:57:48Z,80.3,77.4,11:57:48
2025-12-08T11:57:49Z,80.4,77.4,11:57:49
2025-12-08T11:57:50Z,80.3,77.4,11:57:50
2025-12-08T11:57:51Z,80.4,77.4,11:57:51
2025-12-08T11:57:52Z,80.4,77.4,11:57:52
2025-12-08T11:57:53Z,80.4,77.4,11:57:53
2025-12-08T11:57:54Z,80.4,77.4,11:57:54
2025-12-08T11:57:55Z,80.4,77.4,11:57:55
2025-12-08T11:57:56Z,80.4,77.4,11:57:56
2025-12-08T11:57:57Z,80.4,77.4,11:57:57
2025-12-08T11:57:58Z,80.4,77.8,11:57:58
2025-12-08T11:57:59Z,80.4,77.4,11:57:59
2025-12-08T11:58:00Z,80.4,77.8,11:58:00
2025-12-08T11:58:01Z,80.5,77.8,11:58:01
2025-12-08T11:58:02Z,80.5,77.8,11:58:02
2025-12-08T11:58:03Z,80.5,77.4,11:58:03
2025-12-08T11:58:04Z,80.6,77.8,11:58:04
2025-12-08T11:58:05Z,80.6,77.8,11:58:05
2025-12-08T11:58:06Z,80.6,77.8,11:58:06
2025-12-08T11:58:07Z,80.7,77.8,11:58:07
2025-12-08T11:58:08Z,80.7,78.1,11:58:08
2025-12-08T11:58:09Z,80.7,78.1,11:58:09
2025-12-08T11:58:10Z,80.8,78.1,11:58:10
2025-12-08T11:58:11Z,80.7,78.1,11:58:11
2025-12-08T11:58:12Z,80.8,77.8,11:58:12
2025-12-08T11:58:13Z,80.9,78.1,11:58:13
2025-12-08T11:58:14Z,80.9,78.1,11:58:14
2025-12-08T11:58:15Z,80.9,78.1,11:58:15
2025-12-08T11:58:16Z,81,78.1,11:58:16
2025-12-08T11:58:17Z,81.1,78.1,11:58:17
2025-12-08T11:58:18Z,81.4,78.5,11:58:18
2025-12-08T11:58:19Z,81.4,78.9,11:58:19
2025-12-08T11:58:20Z,81.4,78.9,11:58:20
2025-12-08T11:58:21Z,81.5,78.5,11:58:21
2025-12-08T11:58:22Z,81.6,78.9,11:58:22
2025-12-08T11:58:23Z,81.6,79.3,11:58:23
2025-12-08T11:58:24Z,81.6,78.9,11:58:24
2025-12-08T11:58:25Z,81.7,78.5,11:58:25
2025-12-08T11:58:26Z,81.8,79.3,11:58:26
2025-12-08T11:58:27Z,81.8,79.3,11:58:27
2025-12-08T11:58:28Z,81.9,79.3,11:58:28
2025-12-08T11:58:29Z,82,79.6,11:58:29
2025-12-08T11:58:30Z,82,79.6,11:58:30
2025-12-08T11:58:31Z,82.1,79.7,11:58:31
2025-12-08T11:58:32Z,82.3,79.7,11:58:32
2025-12-08T11:58:33Z,82.4,79.7,11:58:33
2025-12-08T11:58:34Z,82.3,80,11:58:34
2025-12-08T11:58:35Z,82.5,80,11:58:35
2025-12-08T11:58:36Z,82.7,80,11:58:36
2025-12-08T11:58:37Z,82.8,80.4,11:58:37
2025-12-08T11:58:38Z,82.9,80.4,11:58:38
2025-12-08T11:58:39Z,83,80.4,11:58:39
2025-12-08T11:58:40Z,83.1,80.4,11:58:40
2025-12-08T11:58:41Z,83.2,80.8,11:58:41
2025-12-08T11:58:42Z,83.4,80.8,11:58:42
2025-12-08T11:58:43Z,83.6,80.8,11:58:43
2025-12-08T11:58:44Z,83.7,81.2,11:58:44
2025-12-08T11:58:45Z,83.7,80.8,11:58:45
2025-12-08T11:58:46Z,83.9,81.2,11:58:46
2025-12-08T11:58:47Z,83.9,81.2,11:58:47
2025-12-08T11:58:48Z,84,81.5,11:58:48
2025-12-08T11:58:49Z,84.1,81.5,11:58:49
2025-12-08T11:58:50Z,84.2,81.5,11:58:50
2025-12-08T11:58:51Z,84.4,81.9,11:58:51
2025-12-08T11:58:52Z,84.5,81.9,11:58:52
2025-12-08T11:58:53Z,84.5,81.9,11:58:53
2025-12-08T11:58:54Z,84.6,82.3,11:58:54
2025-12-08T11:58:55Z,84.8,82.3,11:58:55
2025-12-08T11:58:56Z,84.8,82.3,11:58:56
2025-12-08T11:58:57Z,84.9,82.7,11:58:57
2025-12-08T11:58:58Z,85.1,82.7,11:58:58
2025-12-08T11:58:59Z,85.2,82.7,11:58:59
2025-12-08T11:59:00Z,85.2,82.7,11:59:00
2025-12-08T11:59:01Z,85.3,82.7,11:59:01
2025-12-08T11:59:02Z,85.5,83.1,11:59:02
2025-12-08T11:59:03Z,85.5,82.7,11:59:03
2025-12-08T11:59:04Z,85.5,82.7,11:59:04
2025-12-08T11:59:05Z,85.6,83.1,11:59:05
2025-12-08T11:59:06Z,85.7,83.1,11:59:06
2025-12-08T11:59:07Z,85.7,83.1,11:59:07
2025-12-08T11:59:08Z,85.8,83.4,11:59:08
2025-12-08T11:59:09Z,85.9,83.1,11:59:09
2025-12-08T11:59:10Z,86,83.8,11:59:10
2025-12-08T11:59:11Z,86,83.8,11:59:11
2025-12-08T11:59:12Z,86.1,83.8,11:59:12
2025-12-08T11:59:13Z,86.2,83.8,11:59:13
2025-12-08T11:59:14Z,86.3,84.2,11:59:14
2025-12-08T11:59:15Z,86.4,84.2,11:59:15
2025-12-08T11:59:16Z,86.6,84.2,11:59:16
2025-12-08T11:59:17Z,86.5,84.2,11:59:17
2025-12-08T11:59:18Z,86.7,84.2,11:59:18
2025-12-08T11:59:19Z,86.9,84.2,11:59:19
2025-12-08T11:59:20Z,86.9,84.2,11:59:20
2025-12-08T11:59:21Z,87.1,84.6,11:59:21
2025-12-08T11:59:22Z,87.1,84.6,11:59:22
2025-12-08T11:59:23Z,87.3,85,11:59:23
2025-12-08T11:59:24Z,87.4,85,11:59:24
2025-12-08T11:59:25Z,87.4,85,11:59:25
2025-12-08T11:59:26Z,87.6,85,11:59:26
2025-12-08T11:59:27Z,87.7,85.3,11:59:27
2025-12-08T11:59:28Z,87.7,85.3,11:59:28
2025-12-08T11:59:29Z,87.9,85.3,11:59:29
2025-12-08T11:59:30Z,88,85.3,11:59:30
2025-12-08T11:59:31Z,88.1,85.7,11:59:31
2025-12-08T11:59:32Z,88.1,85.7,11:59:32
2025-12-08T11:59:33Z,88.3,85.7,11:59:33
2025-12-08T11:59:34Z,88.3,85.7,11:59:34
2025-12-08T11:59:35Z,88.4,86.1,11:59:35
2025-12-08T11:59:36Z,88.5,85.7,11:59:36
2025-12-08T11:59:37Z,88.6,86.1,11:59:37
2025-12-08T11:59:38Z,88.8,86.1,11:59:38
2025-12-08T11:59:39Z,88.8,86.5,11:59:39
2025-12-08T11:59:40Z,88.8,86.5,11:59:40
2025-12-08T11:59:41Z,89,86.5,11:59:41
2025-12-08T11:59:42Z,89,86.5,11:59:42
2025-12-08T11:59:43Z,89.1,86.5,11:59:43
2025-12-08T11:59:44Z,89.2,86.9,11:59:44
2025-12-08T11:59:45Z,89.2,86.9,11:59:45
2025-12-08T11:59:46Z,89.2,86.5,11:59:46
2025-12-08T11:59:47Z,89.3,86.9,11:59:47
2025-12-08T11:59:48Z,89.3,86.9,11:59:48
2025-12-08T11:59:49Z,89.4,86.9,11:59:49
2025-12-08T11:59:50Z,89.4,86.9,11:59:50
2025-12-08T11:59:51Z,89.5,86.9,11:59:51
2025-12-08T11:59:52Z,89.5,87.6,11:59:52
2025-12-08T11:59:53Z,89.5,86.9,11:59:53
2025-12-08T11:59:54Z,89.5,87.2,11:59:54
2025-12-08T11:59:55Z,89.6,86.9,11:59:55
2025-12-08T11:59:56Z,89.7,87.2,11:59:56
2025-12-08T11:59:57Z,89.7,87.6,11:59:57
2025-12-08T11:59:58Z,89.9,87.2,11:59:58
2025-12-08T11:59:59Z,89.9,87.6,11:59:59
2025-12-08T12:00:00Z,90,87.6,12:00:00
2025-12-08T12:00:01Z,90.1,87.6,12:00:01
2025-12-08T12:00:02Z,90.2,87.6,12:00:02
2025-12-08T12:00:03Z,90.2,88,12:00:03
2025-12-08T12:00:04Z,90.2,87.6,12:00:04
2025-12-08T12:00:05Z,90.4,88,12:00:05
2025-12-08T12:00:06Z,90.4,88,12:00:06
2025-12-08T12:00:07Z,90.5,88,12:00:07
2025-12-08T12:00:08Z,90.6,88,12:00:08
2025-12-08T12:00:09Z,90.6,88.4,12:00:09
2025-12-08T12:00:10Z,90.7,88.4,12:00:10
2025-12-08T12:00:11Z,90.7,88.8,12:00:11
2025-12-08T12:00:12Z,90.8,88.4,12:00:12
2025-12-08T12:00:13Z,90.8,88.8,12:00:13
2025-12-08T12:00:14Z,90.8,88.8,12:00:14
2025-12-08T12:00:15Z,90.9,88.8,12:00:15
2025-12-08T12:00:16Z,90.9,88.4,12:00:16
