"Plot Title: Bradford_3con"
"#","Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10778446, SEN S/N: 10778446)","Full Range, μS/cm (LGR S/N: 10778446, SEN S/N: 10778446)","Temp, °F (LGR S/N: 10778446, SEN S/N: 10778446)","Coupler Detached (LGR S/N: 10778446, SEN S/N: 10778446)","Coupler Attached (LGR S/N: 10778446, SEN S/N: 10778446)","Stopped (LGR S/N: 10778446, SEN S/N: 10778446)","End Of File (LGR S/N: 10778446, SEN S/N: 10778446)"
1,09/26/25 11:00:00 AM,3.5,2.1,83.93,Logged,,,
2,09/26/25 12:00:00 PM,3.5,2.1,87.13,,,,
3,09/26/25 01:00:00 PM,2.2,2.1,82.38,,,,
4,09/26/25 02:00:00 PM,2.0,2.2,76.06,,,,
5,09/26/25 03:00:00 PM,3.7,2.5,75.63,,,,
6,09/26/25 04:00:00 PM,2.3,2.2,76.41,,,,
7,09/26/25 05:00:00 PM,3.0,2.2,76.77,,,,
8,09/26/25 06:00:00 PM,3.5,2.2,76.78,,,,
9,09/26/25 07:00:00 PM,3.7,2.5,76.26,,,,
10,09/26/25 08:00:00 PM,4.0,2.5,75.52,,,,
11,09/26/25 09:00:00 PM,3.9,2.5,74.75,,,,
12,09/26/25 10:00:00 PM,3.9,2.5,74.19,,,,
13,09/26/25 11:00:00 PM,3.9,2.5,73.92,,,,
14,09/27/25 12:00:00 AM,3.8,2.5,73.72,,,,
15,09/27/25 01:00:00 AM,3.8,2.5,73.76,,,,
16,09/27/25 02:00:00 AM,3.8,2.5,73.83,,,,
17,09/27/25 03:00:00 AM,3.7,2.5,73.15,,,,
18,09/27/25 04:00:00 AM,3.7,2.5,73.08,,,,
19,09/27/25 05:00:00 AM,3.7,2.2,72.57,,,,
20,09/27/25 06:00:00 AM,3.7,2.5,72.32,,,,
21,09/27/25 07:00:00 AM,3.7,2.5,72.73,,,,
22,09/27/25 08:00:00 AM,3.8,2.5,73.56,,,,
23,09/27/25 09:00:00 AM,3.8,2.5,74.26,,,,
24,09/27/25 10:00:00 AM,3.8,2.5,75.29,,,,
