SampleName,Rundate,Runtime,Position,N2O_dry_mean,CO2_dry_mean,CH4_dry_mean,NH3_mean,H2O_mean,OutletValve_mean,ChemDetect
9GW2_10102025_1,20251013,102224,1,0.057323139262053568,14400.446920017857,777.10045841267868,52.508005495571432,1.8895760213892856,19000.0,1.0
9GW2_10102025_1,20251013,102418,1,0.043583903696279999,11211.41109628883,631.01436961456193,25.866400009555999,1.6199379069776803,28069.281159120008,0.56000000000000005
9GW2_10102025_2,20251013,102909,2,0.091166435332261278,3519.1121528395952,160.39425115497858,24.75149289376855,0.95296316272007142,27766.09765096429,0.34285714285714286
6GW3_10102025_1,20251013,103400,3,0.063971940060050844,263.15819848708799,1.4014276080856309,20.670117081499033,0.56137228623449964,25052.549805145642,0.067961165048543687
6GW3_10102025_2,20251013,103851,4,0.050293797700230562,231.01623810724115,1.1837695437183007,15.184961538353683,0.36715629322915255,25172.071867024635,0.083743842364532015
6GW4_10102025_1,20251013,104341,5,0.0352408232516997,75.911039020196057,0.25107318361144881,12.970822207916832,0.32793911410855608,24790.280423382639,0.0
6GW4_10102025_2,20251013,104832,6,0.026719070341124581,6677.1797868944232,30.944523961261197,17.239582805419872,0.80883887960768319,26789.737462571422,0.2236024844720497
6GW4_10102025_3,20251013,105323,7,-0.016349701633514603,19499.831606796335,99.014230785045072,36.249997504635957,1.9432730824190794,31595.28201303372,0.5955056179775281
6GW4_10102025_4,20251013,105813,8,0.26433514320800011,4700.3508085369231,28.612986918247689,28.879461091415358,1.881159716993076,34041.222828038481,0.2846153846153846
9GW5_10102025_1,20251013,110304,9,0.33619333866260204,496.63847770137784,2.1736363477234688,15.590038858928564,1.3747355461413273,36753.681525229564,0.0
9GW5_10102025_2,20251013,110755,10,0.33853439667404039,494.8291175194442,2.1717801178893938,12.04588197353535,1.3723099561954546,37195.58802832829,0.0
5GW4_10102025_1,20251013,111245,11,0.33756498411994984,492.60132317542713,2.1703915363457278,10.227011473667838,1.3719858708010049,37387.845601547764,0.0
5GW4_10102025_2,20251013,111736,12,0.33240530917538069,498.05454091838095,2.168875938920952,9.0399748987066637,1.3733674751028566,37487.402508452404,0.0
5GW6_10102025_1,20251013,112226,13,0.34040966344888363,504.70427034711662,2.1672377881530243,8.1499377512181432,1.3730187387023249,37534.092069925566,0.0
5GW6_10102025_2,20251013,112717,14,0.33693589690232223,507.00917224279607,2.1680228948559246,7.6794900745066332,1.3760659989317534,37554.101798085314,0.0
5GW2_10102025_1,20251013,113208,15,0.33644567698870209,508.4741612482693,2.1688877237096147,7.2017834391125,1.3744327959788465,37570.021316538441,0.0
5GW2_10102025_2,20251013,113659,16,0.33803773843897666,511.07377736153512,2.1693881026916282,6.9462114881883732,1.3766669142544192,37579.793234623256,0.0
5GW3_10102025_1,20251013,114149,17,0.33646544278966795,512.63700130620873,2.1692194198857813,6.645961744799525,1.376518365521801,37583.401373786706,0.0
5GW3_10102025_2,20251013,114640,18,0.33959196505824074,514.32288877935162,2.1701028537120362,6.4165255592069421,1.3759895953365742,37578.146009254669,0.0
5GW5_10102025_1,20251013,115131,19,0.33613233066734605,517.8686963126064,2.1713620153710886,6.379534115876301,1.3791950131066353,37574.060594995281,0.0
5GW5_10102025_2,20251013,115621,20,0.3367804163810903,519.98580683478656,2.1734385748682481,6.1864049570639823,1.3787172893469191,37568.510597862565,0.0
