date,well_id,well_depth_m,flag
10/27/2021,13_267,-0.145031066,0
10/27/2021,13_271,-0.262419639,0
10/27/2021,13_274,-0.113286331,0
10/27/2021,13_410,-0.101970176,0
10/27/2021,14.9_601,0.301013674,0
10/27/2021,14_115,-0.224099115,0
10/27/2021,14_610,0.070291065,0
10/27/2021,14_616,-0.427355962,0
10/27/2021,15_268,-0.63534411,2
10/27/2021,5_161,-0.121849816,0
10/27/2021,5_321,0.002621722,0
10/27/2021,5_510,-0.645595925,2
10/27/2021,5_546,-0.193723098,0
10/27/2021,5_573,0.083182776,0
10/27/2021,7_622,0.286192449,0
10/28/2021,13_267,-0.107412667,0
10/28/2021,13_271,-0.196073342,0
10/28/2021,13_274,-0.079613394,0
10/28/2021,13_410,-0.07611771,0
10/28/2021,14.9_601,0.330350712,0
10/28/2021,14_115,-0.015475449,0
10/28/2021,14_538,0.268664224,0
10/28/2021,14_610,0.10822923,0
10/28/2021,14_612,-0.027042143,0
10/28/2021,14_616,-0.20017382,0
10/28/2021,15_268,-0.401521152,2
10/28/2021,5_161,-0.088355952,0
10/28/2021,5_321,0.036065681,0
10/28/2021,5_510,-0.307755429,2
10/28/2021,5_546,-0.129552089,0
10/28/2021,5_573,0.153063551,0
10/28/2021,7_622,0.352419365,0
10/28/2021,7_626,-0.059410117,0
10/29/2021,13_267,-0.075777045,0
10/29/2021,13_271,-0.160166405,0
10/29/2021,13_274,-0.052733463,0
10/29/2021,13_410,-0.058614123,0
10/29/2021,14.9_601,0.346183935,0
10/29/2021,14_115,0.071158862,0
10/29/2021,14_538,0.280109829,0
10/29/2021,14_610,0.123764037,0
10/29/2021,14_612,0.043986162,0
10/29/2021,14_616,-0.081581388,0
10/29/2021,15_268,-0.311044124,0
10/29/2021,5_161,-0.052126097,0
10/29/2021,5_321,0.074059839,0
10/29/2021,5_510,-0.213092219,0
10/29/2021,5_546,-0.082081776,0
10/29/2021,5_573,0.181927955,0
10/29/2021,7_622,0.406911661,0
10/29/2021,7_626,-0.060586845,0
10/30/2021,13_267,-0.076956427,0
10/30/2021,13_271,-0.165408674,0
10/30/2021,13_274,-0.055815122,0
10/30/2021,13_410,-0.065473915,0
10/30/2021,14.9_601,0.340392706,0
10/30/2021,14_115,0.046867407,0
10/30/2021,14_538,0.279121262,0
10/30/2021,14_610,0.119343739,0
10/30/2021,14_612,0.027465272,0
10/30/2021,14_616,-0.077312275,0
10/30/2021,15_268,-0.333706315,0
10/30/2021,5_161,-0.050205473,0
10/30/2021,5_321,0.06961312,0
10/30/2021,5_510,-0.275079866,0
10/30/2021,5_546,-0.082039944,0
10/30/2021,5_573,0.175182653,0
10/30/2021,7_622,0.41528476,0
10/30/2021,7_626,-0.067746069,0
10/31/2021,13_267,-0.082722703,0
10/31/2021,13_271,-0.169795212,0
10/31/2021,13_274,-0.058830729,0
10/31/2021,13_410,-0.069734221,0
10/31/2021,14.9_601,0.336334957,0
10/31/2021,14_115,0.020302321,0
10/31/2021,14_538,0.276120333,0
10/31/2021,14_610,0.111971684,0
10/31/2021,14_612,0.008553326,0
10/31/2021,14_616,-0.086263689,0
10/31/2021,15_268,-0.35616448,0
10/31/2021,5_161,-0.053978468,0
10/31/2021,5_321,0.065185484,0
10/31/2021,5_510,-0.337861597,0
10/31/2021,5_546,-0.086256216,0
10/31/2021,5_573,0.170675754,0
10/31/2021,7_622,0.410639888,0
10/31/2021,7_626,-0.077396159,0
11/1/2021,13_267,-0.089969995,0
11/1/2021,13_271,-0.175595247,0
11/1/2021,13_274,-0.064510405,0
11/1/2021,13_410,-0.075302343,0
11/1/2021,14.9_601,0.330138614,0
11/1/2021,14_115,-0.008835829,0
11/1/2021,14_538,0.270032608,0
11/1/2021,14_610,0.100784801,0
11/1/2021,14_612,-0.007765007,0
11/1/2021,14_616,-0.098519135,0
11/1/2021,15_268,-0.376304979,0
11/1/2021,5_161,-0.063580121,0
11/1/2021,5_321,0.061211399,0
11/1/2021,5_510,-0.381202238,0
11/1/2021,5_546,-0.09367671,0
11/1/2021,5_573,0.16223954,0
11/1/2021,7_622,0.401792688,0
11/1/2021,7_626,-0.088321773,0
11/2/2021,13_267,-0.097541305,0
11/2/2021,13_271,-0.179003859,0
11/2/2021,13_274,-0.067654812,0
11/2/2021,13_410,-0.078593531,0
11/2/2021,14.9_601,0.326456989,0
11/2/2021,14_115,-0.040123948,0
11/2/2021,14_538,0.26530297,0
11/2/2021,14_610,0.092426747,0
11/2/2021,14_612,-0.025358496,0
11/2/2021,14_616,-0.112909872,0
11/2/2021,15_268,-0.399323479,0
11/2/2021,5_161,-0.071659292,0
11/2/2021,5_321,0.057658942,0
11/2/2021,5_510,-0.413497271,0
11/2/2021,5_546,-0.102158059,0
11/2/2021,5_573,0.155308193,0
11/2/2021,7_622,0.393255561,0
11/2/2021,7_626,-0.098118277,0
11/3/2021,13_267,-0.10727029,0
11/3/2021,13_271,-0.183252057,0
11/3/2021,13_274,-0.07126011,0
11/3/2021,13_410,-0.082601009,0
11/3/2021,14.9_601,0.322179436,0
11/3/2021,14_115,-0.073108851,0
11/3/2021,14_538,0.260452972,0
11/3/2021,14_610,0.084145018,0
11/3/2021,14_612,-0.044308238,0
11/3/2021,14_616,-0.129458283,0
11/3/2021,15_268,-0.426695492,0
11/3/2021,5_161,-0.079550584,0
11/3/2021,5_321,0.052450799,0
11/3/2021,5_510,-0.443373361,0
11/3/2021,5_546,-0.112201155,0
11/3/2021,5_573,0.14882893,0
11/3/2021,7_622,0.384096085,0
11/3/2021,7_626,-0.107089874,0
11/4/2021,13_267,-0.113992107,0
11/4/2021,13_271,-0.185033239,0
11/4/2021,13_274,-0.07619414,0
11/4/2021,13_410,-0.083460409,0
11/4/2021,14.9_601,0.320204503,0
11/4/2021,14_115,-0.091954745,0
11/4/2021,14_538,0.257277374,0
11/4/2021,14_610,0.075650091,0
11/4/2021,14_612,-0.058806492,0
11/4/2021,14_616,-0.144317617,0
11/4/2021,15_268,-0.445582485,0
11/4/2021,3_173,0.010182458,0
11/4/2021,3_21,0.206635189,0
11/4/2021,3_23,-0.012508168,0
11/4/2021,3_311,0.13745588,0
11/4/2021,3_34,-0.047766585,0
11/4/2021,3_638,0.091786293,0
11/4/2021,5_161,-0.08660119,0
11/4/2021,5_321,0.04876734,0
11/4/2021,5_510,-0.453764693,0
11/4/2021,5_546,-0.120901575,0
11/4/2021,5_573,0.147778715,0
11/4/2021,7_622,0.37673724,0
11/4/2021,7_626,-0.114636598,0
11/5/2021,13_267,-0.113659649,0
11/5/2021,13_271,-0.179801245,0
11/5/2021,13_274,-0.073266601,0
11/5/2021,13_410,-0.080929178,0
11/5/2021,14.9_601,0.322013574,0
11/5/2021,14_115,-0.060631032,0
11/5/2021,14_538,0.260536637,0
11/5/2021,14_610,0.076763422,0
11/5/2021,14_612,-0.040182236,0
11/5/2021,14_616,-0.129057572,0
11/5/2021,15_268,-0.435530216,0
11/5/2021,3_173,0.012329685,0
11/5/2021,3_21,0.20232148,0
11/5/2021,3_23,-0.002825639,0
11/5/2021,3_311,0.140281896,0
11/5/2021,3_34,-0.04453998,0
11/5/2021,3_638,0.096058213,0
11/5/2021,5_161,-0.085804905,0
11/5/2021,5_321,0.050743741,0
11/5/2021,5_510,-0.396971611,0
11/5/2021,5_546,-0.119251027,0
11/5/2021,5_573,0.158033542,0
11/5/2021,7_622,0.379547354,0
11/5/2021,7_626,-0.105192001,0
11/6/2021,13_267,0.102890903,0
11/6/2021,13_271,-0.068650904,0
11/6/2021,13_274,0.058914464,0
11/6/2021,13_410,0.012331544,0
11/6/2021,14.9_601,0.428472807,0
11/6/2021,14_115,0.197332197,0
11/6/2021,14_538,0.405396609,0
11/6/2021,14_610,0.235294539,0
11/6/2021,14_612,0.292583321,0
11/6/2021,14_616,0.17751939,0
11/6/2021,15_268,-0.107429347,0
11/6/2021,3_173,0.12539698,0
11/6/2021,3_21,0.458699478,0
11/6/2021,3_23,0.289284628,0
11/6/2021,3_311,0.304713593,0
11/6/2021,3_34,0.091830203,0
11/6/2021,3_638,0.227493632,0
11/6/2021,5_161,0.134556071,0
11/6/2021,5_321,0.333768289,0
11/6/2021,5_510,-0.110259934,0
11/6/2021,5_546,0.112608741,0
11/6/2021,5_573,0.31649714,0
11/6/2021,7_622,0.540852625,0
11/6/2021,7_626,0.08799108,0
11/7/2021,13_267,0.12908757,0
11/7/2021,13_271,-0.074044357,0
11/7/2021,13_274,0.056403781,0
11/7/2021,13_410,0.039881528,0
11/7/2021,14.9_601,0.451865964,0
11/7/2021,14_115,0.236518947,0
11/7/2021,14_538,0.427043078,0
11/7/2021,14_610,0.272693501,0
11/7/2021,14_612,0.275553102,0
11/7/2021,14_616,0.171377356,0
11/7/2021,15_268,-0.024466752,0
11/7/2021,3_173,0.138720989,0
11/7/2021,3_21,0.459890603,0
11/7/2021,3_23,0.261938669,0
11/7/2021,3_311,0.326574362,0
11/7/2021,3_34,0.098924843,0
11/7/2021,3_638,0.23838989,0
11/7/2021,5_161,0.160374044,0
11/7/2021,5_321,0.373116497,0
11/7/2021,5_510,-0.153437649,0
11/7/2021,5_546,0.16718984,0
11/7/2021,5_573,0.31723618,0
11/7/2021,7_622,0.553240173,0
11/7/2021,7_626,0.122363426,0
11/8/2021,13_267,0.100432328,0
11/8/2021,13_271,-0.087270023,0
11/8/2021,13_274,0.033936809,0
11/8/2021,13_410,0.029703028,0
11/8/2021,14.9_601,0.446815978,0
11/8/2021,14_115,0.244397395,0
11/8/2021,14_538,0.413057089,0
11/8/2021,14_610,0.269284522,0
11/8/2021,14_612,0.247587729,0
11/8/2021,14_616,0.144195791,0
11/8/2021,15_268,0.022226358,0
11/8/2021,3_173,0.124626382,0
11/8/2021,3_21,0.437473536,0
11/8/2021,3_23,0.227450366,0
11/8/2021,3_311,0.316454573,0
11/8/2021,3_34,0.089359885,0
11/8/2021,3_638,0.227638945,0
11/8/2021,5_161,0.136151576,0
11/8/2021,5_321,0.323412918,0
11/8/2021,5_510,-0.170611712,0
11/8/2021,5_546,0.130887329,0
11/8/2021,5_573,0.287544667,0
11/8/2021,7_622,0.540440172,0
11/8/2021,7_626,0.113127257,0
11/9/2021,13_267,0.079705073,0
11/9/2021,13_271,-0.096530778,0
11/9/2021,13_274,0.023357965,0
11/9/2021,13_410,0.019047857,0
11/9/2021,14.9_601,0.438905604,0
11/9/2021,14_115,0.240420742,0
11/9/2021,14_538,0.398409486,0
11/9/2021,14_610,0.261271402,0
11/9/2021,14_612,0.225375054,0
11/9/2021,14_616,0.126069489,0
11/9/2021,15_268,0.029974538,0
11/9/2021,3_173,0.110357474,0
11/9/2021,3_21,0.419755283,0
11/9/2021,3_23,0.207509855,0
11/9/2021,3_311,0.306973648,0
11/9/2021,3_34,0.08043379,0
11/9/2021,3_638,0.2143975,0
11/9/2021,5_161,0.117628966,0
11/9/2021,5_321,0.284446706,0
11/9/2021,5_510,-0.187660645,0
11/9/2021,5_546,0.095346976,0
11/9/2021,5_573,0.266852639,0
11/9/2021,7_622,0.526573442,0
11/9/2021,7_626,0.099248785,0
11/10/2021,13_267,0.072700703,0
11/10/2021,13_271,-0.101606451,0
11/10/2021,13_274,0.021206161,0
11/10/2021,13_410,0.014133643,0
11/10/2021,14.9_601,0.435787985,0
11/10/2021,14_115,0.238624147,0
11/10/2021,14_538,0.38809081,0
11/10/2021,14_610,0.257622437,0
11/10/2021,14_612,0.210858453,0
11/10/2021,14_616,0.115636324,0
11/10/2021,15_268,0.023595454,0
11/10/2021,3_173,0.102839371,0
11/10/2021,3_21,0.4117029,0
11/10/2021,3_23,0.197813529,0
11/10/2021,3_311,0.303585952,0
11/10/2021,3_34,0.078616646,0
11/10/2021,3_638,0.206218885,0
11/10/2021,5_161,0.107509911,0
11/10/2021,5_321,0.260967682,0
11/10/2021,5_510,-0.202676301,0
11/10/2021,5_546,0.071973634,0
11/10/2021,5_573,0.25826891,0
11/10/2021,7_622,0.519701174,0
11/10/2021,7_626,0.092884378,0
11/11/2021,13_267,0.084788452,0
11/11/2021,13_271,-0.106066746,0
11/11/2021,13_274,0.020949662,0
11/11/2021,13_410,0.009761416,0
11/11/2021,14.9_601,0.434037259,0
11/11/2021,14_115,0.237780526,0
11/11/2021,14_538,0.383651064,0
11/11/2021,14_610,0.255366786,0
11/11/2021,14_612,0.199854679,0
11/11/2021,14_616,0.110001784,0
11/11/2021,15_268,0.016137898,0
11/11/2021,3_173,0.097818374,0
11/11/2021,3_21,0.406814005,0
11/11/2021,3_23,0.193822931,0
11/11/2021,3_311,0.301365528,0
11/11/2021,3_34,0.07738846,0
11/11/2021,3_638,0.199829893,0
11/11/2021,5_161,0.102236451,0
11/11/2021,5_321,0.246071286,0
11/11/2021,5_510,-0.217701863,0
11/11/2021,5_546,0.05595877,0
11/11/2021,5_573,0.25385852,0
11/11/2021,7_622,0.516538419,0
11/11/2021,7_626,0.088509215,0
11/12/2021,13_267,0.083644297,0
11/12/2021,13_271,-0.111323693,0
11/12/2021,13_274,0.021246893,0
11/12/2021,13_410,0.005029943,0
11/12/2021,14.9_601,0.432141588,0
11/12/2021,14_115,0.236301711,0
11/12/2021,14_538,0.379315899,0
11/12/2021,14_610,0.253430016,0
11/12/2021,14_612,0.191063255,0
11/12/2021,14_616,0.103394455,0
11/12/2021,15_268,0.007337668,0
11/12/2021,3_173,0.092593719,0
11/12/2021,3_21,0.402129502,0
11/12/2021,3_23,0.190588621,0
11/12/2021,3_311,0.298794666,0
11/12/2021,3_34,0.074503487,0
11/12/2021,3_638,0.193052299,0
11/12/2021,5_161,0.098259431,0
11/12/2021,5_321,0.235618306,0
11/12/2021,5_510,-0.233195289,0
11/12/2021,5_546,0.042003604,0
11/12/2021,5_573,0.250163319,0
11/12/2021,7_622,0.513806098,0
11/12/2021,7_626,0.084259183,0
11/13/2021,13_267,0.077198794,0
11/13/2021,13_271,-0.114490118,0
11/13/2021,13_274,0.020889849,0
11/13/2021,13_410,0.001980943,0
11/13/2021,14.9_601,0.430560394,0
11/13/2021,14_115,0.234162751,0
11/13/2021,14_538,0.377514534,0
11/13/2021,14_610,0.249826185,0
11/13/2021,14_612,0.182512918,0
11/13/2021,14_616,0.098343368,0
11/13/2021,15_268,-0.002037576,0
11/13/2021,3_173,0.085631548,0
11/13/2021,3_21,0.397659666,0
11/13/2021,3_23,0.186494543,0
11/13/2021,3_311,0.294606649,0
11/13/2021,3_34,0.072050416,0
11/13/2021,3_638,0.186269201,0
11/13/2021,5_161,0.09556564,0
11/13/2021,5_321,0.230901878,0
11/13/2021,5_510,-0.239893255,0
11/13/2021,5_546,0.030411974,0
11/13/2021,5_573,0.24736091,0
11/13/2021,7_622,0.511273766,0
11/13/2021,7_626,0.079903836,0
11/14/2021,13_267,0.069092102,0
11/14/2021,13_271,-0.117509395,0
11/14/2021,13_274,0.020988192,0
11/14/2021,13_410,-0.004167696,0
11/14/2021,14.9_601,0.425539029,0
11/14/2021,14_115,0.228163828,0
11/14/2021,14_538,0.374242795,0
11/14/2021,14_610,0.247303027,0
11/14/2021,14_612,0.174652818,0
11/14/2021,14_616,0.094161589,0
11/14/2021,15_268,-0.01008262,0
11/14/2021,3_173,0.080345979,0
11/14/2021,3_21,0.393113871,0
11/14/2021,3_23,0.182779526,0
11/14/2021,3_311,0.291287939,0
11/14/2021,3_34,0.070484267,0
11/14/2021,3_638,0.181570754,0
11/14/2021,5_161,0.094416348,0
11/14/2021,5_321,0.229564707,0
11/14/2021,5_510,-0.261462663,0
11/14/2021,5_546,0.021929523,0
11/14/2021,5_573,0.243769189,0
11/14/2021,7_622,0.507773049,0
11/14/2021,7_626,0.077139957,0
11/15/2021,13_267,0.055645531,0
11/15/2021,13_271,-0.122290039,0
11/15/2021,13_274,0.017986529,0
11/15/2021,13_410,-0.010838874,0
11/15/2021,14.9_601,0.418177983,0
11/15/2021,14_115,0.218166602,0
11/15/2021,14_538,0.367327961,0
11/15/2021,14_610,0.240018306,0
11/15/2021,14_612,0.160939106,0
11/15/2021,14_616,0.087235012,0
11/15/2021,15_268,-0.022986103,0
11/15/2021,3_173,0.073184554,0
11/15/2021,3_21,0.384607936,0
11/15/2021,3_23,0.179199547,0
11/15/2021,3_311,0.286422162,0
11/15/2021,3_34,0.066687053,0
11/15/2021,3_638,0.175671642,0
11/15/2021,5_161,0.087768655,0
11/15/2021,5_321,0.221719284,0
11/15/2021,5_510,-0.292693171,0
11/15/2021,5_546,0.012428415,0
11/15/2021,5_573,0.236707574,0
11/15/2021,7_622,0.501568633,0
11/15/2021,7_626,0.0700666,0
11/16/2021,13_267,0.042655081,0
11/16/2021,13_271,-0.128948373,0
11/16/2021,13_274,0.013600358,0
11/16/2021,13_410,-0.018530544,0
11/16/2021,14.9_601,0.412511885,0
11/16/2021,14_115,0.210563,0
11/16/2021,14_538,0.36068724,0
11/16/2021,14_610,0.23220334,0
11/16/2021,14_612,0.145086435,0
11/16/2021,14_616,0.078812375,0
11/16/2021,15_268,-0.039317279,0
11/16/2021,3_173,0.066347146,0
11/16/2021,3_21,0.376264559,0
11/16/2021,3_23,0.17420864,0
11/16/2021,3_311,0.280794227,0
11/16/2021,3_34,0.06174018,0
