OID_,OBJECTID,FID,Id,gridcode,Shape_Leng,Shape_Area_overlay,Basin,sqkm,Note,SHAPE_Length,SHAPE_Area
34,145,8,38.000000000000000,13.000000000000000,18101.212222400001338,4330684.347210000269115,13,4.330684347210000,,946.223779769204498,53845.246722772732028
35,749,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,460.242308590773348,8869.742646986967884
36,93,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,136.294103281711529,1153.997668760176794
37,549,4,21.000000000000000,14.000000000000000,17914.438427400000364,5594663.401320000179112,14,5.594663401320000,,241.637814129465909,3616.571509203126425
38,531,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,236.501947766841056,3459.015051124562433
39,540,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,130.602902261619022,1016.176568889852092
40,970,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,747.418437630491894,21646.062296733591211
41,17,8,38.000000000000000,13.000000000000000,18101.212222400001338,4330684.347210000269115,13,4.330684347210000,,265.208363112658219,4385.356434768297731
42,761,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,909.384993930738347,10549.467379209949286
43,505,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,491.687444513374658,13647.465059202690099
44,910,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,382.244447154363968,8296.759306696405474
45,416,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,293.481950067335731,4467.481462168159851
46,350,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,625.245616404416751,19442.101349937045597
47,555,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,1471.337757547131559,108580.140407281680382
48,258,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,165.587050214575015,1605.650900023064651
49,975,3,16.000000000000000,66.000000000000000,15417.337116400000014,4375909.612429999746382,6a,4.375909612430000,,232.223054323664314,3024.882434086264766
50,573,4,21.000000000000000,14.000000000000000,17914.438427400000364,5594663.401320000179112,14,5.594663401320000,,304.156453400730697,4595.775049127814782
51,8,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,150.878546603923269,1418.302793470276583
52,597,4,21.000000000000000,14.000000000000000,17914.438427400000364,5594663.401320000179112,14,5.594663401320000,,364.120509453038153,7455.717696831675312
53,650,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,164.999696555985622,1635.339348306020838
54,201,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,582.199253210503002,10445.445183774752877
55,95,8,38.000000000000000,13.000000000000000,18101.212222400001338,4330684.347210000269115,13,4.330684347210000,,213.396895051299396,2315.503534935794960
56,777,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,764.617401425977846,28968.709378022645978
57,328,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,164.030740765087330,1547.769334620966902
58,521,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,3554.989595062309490,178034.890413173154229
59,698,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,153.312275621532962,1439.527298130932877
60,533,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,196.689350552010893,1942.156772317964169
61,360,6,32.000000000000000,15.000000000000000,15838.729836300000898,3425378.536429999861866,15,3.425378536430000,,380.481087260104630,7704.860565175116790
62,645,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,310.861410677871447,5538.116589531866339
63,690,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,145.465444998308953,1257.614762474014469
64,493,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,111.621723707128936,652.707473280319959
65,402,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,143.742824365006868,1269.743979351290818
66,639,4,21.000000000000000,14.000000000000000,17914.438427400000364,5594663.401320000179112,14,5.594663401320000,,122.515412882201701,948.178140394297770
67,867,1,12.000000000000000,7.000000000000000,22937.526127599998290,3834022.149100000038743,7,3.834022149100000,,358.553401762816407,7358.936104582192456
68,655,4,21.000000000000000,14.000000000000000,17914.438427400000364,5594663.401320000179112,14,5.594663401320000,,175.433190133278828,1737.563618506931334
69,494,4,21.000000000000000,14.000000000000000,17914.438427400000364,5594663.401320000179112,14,5.594663401320000,,178.738695994000864,1936.115468929200460
70,477,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,396.520395681079833,7098.884207557782247
71,1004,1,12.000000000000000,7.000000000000000,22937.526127599998290,3834022.149100000038743,7,3.834022149100000,,294.680154000181290,2757.136568176815217
72,901,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,216.104595881115330,2862.846959349526514
73,634,4,21.000000000000000,14.000000000000000,17914.438427400000364,5594663.401320000179112,14,5.594663401320000,,723.774430174217287,24669.158103122947068
74,1159,0,9.000000000000000,3.000000000000000,17575.639693699999043,4664374.411940000019968,3,4.664374411940000,,219.827610332257052,2730.720635217911877
75,915,3,16.000000000000000,66.000000000000000,15417.337116400000014,4375909.612429999746382,6a,4.375909612430000,,152.881345400223665,1229.308230477025063
76,704,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,240.380381501165886,3440.975952796261481
77,857,3,16.000000000000000,66.000000000000000,15417.337116400000014,4375909.612429999746382,6a,4.375909612430000,,113.191020423724936,769.490388050216552
78,1140,0,9.000000000000000,3.000000000000000,17575.639693699999043,4664374.411940000019968,3,4.664374411940000,,690.393792445253212,18397.561014362709102
79,2,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,148.293946620923805,1385.996262872421084
80,627,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,4887.607096766991162,360256.626300434349105
81,994,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,242.978372133433282,3579.182388221721794
82,861,3,16.000000000000000,66.000000000000000,15417.337116400000014,4375909.612429999746382,6a,4.375909612430000,,276.151516046577740,3316.803767000572407
83,1069,0,9.000000000000000,3.000000000000000,17575.639693699999043,4664374.411940000019968,3,4.664374411940000,,786.935680204599635,11248.557937854740885
84,740,3,16.000000000000000,66.000000000000000,15417.337116400000014,4375909.612429999746382,6a,4.375909612430000,,100.530385169653584,608.097243964800214
85,217,6,32.000000000000000,15.000000000000000,15838.729836300000898,3425378.536429999861866,15,3.425378536430000,,156.843440423348909,1428.246782114319103
86,333,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,375.017871950040160,5710.197345464410319
87,316,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,348.940886205810784,6205.108491025430340
88,653,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,124.944598600621177,722.395198456014214
89,125,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,149.957903278690480,1279.688731281590890
90,424,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,265.602194429005181,4209.516735859346227
91,852,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,769.616775529149550,21157.088505625753896
92,317,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,199.674934533539357,2458.636047038562538
93,984,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,252.809455094049724,2934.190737219633320
94,733,3,16.000000000000000,66.000000000000000,15417.337116400000014,4375909.612429999746382,6a,4.375909612430000,,251.640177187902680,3957.579133168994304
95,439,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,585.535829369903581,20334.132179036449088
96,875,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,173.707996407378147,1857.687622732497402
97,908,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,695.521547230934630,11342.864455617194835
98,669,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,776.280063981056742,25120.386325635259709
99,865,3,16.000000000000000,66.000000000000000,15417.337116400000014,4375909.612429999746382,6a,4.375909612430000,,171.551735753837818,1855.593180534001476
100,26,8,38.000000000000000,13.000000000000000,18101.212222400001338,4330684.347210000269115,13,4.330684347210000,,204.617899739188232,2126.080313637362451
101,1139,0,9.000000000000000,3.000000000000000,17575.639693699999043,4664374.411940000019968,3,4.664374411940000,,205.949984045285220,2402.761258283535426
102,379,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,4097.211887215831666,243361.348239017592277
103,181,8,38.000000000000000,13.000000000000000,18101.212222400001338,4330684.347210000269115,13,4.330684347210000,,284.618615630800662,4809.042599137696016
104,1005,1,12.000000000000000,7.000000000000000,22937.526127599998290,3834022.149100000038743,7,3.834022149100000,,399.427358663230621,5912.272811526559963
105,1028,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,298.669791192806088,2896.176447781610023
106,832,3,16.000000000000000,66.000000000000000,15417.337116400000014,4375909.612429999746382,6a,4.375909612430000,,224.722111228578171,2971.193961901272360
107,70,8,38.000000000000000,13.000000000000000,18101.212222400001338,4330684.347210000269115,13,4.330684347210000,,187.708118465862412,2059.686745288856400
108,571,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,428.053289728066204,7799.608932310504315
109,1083,0,9.000000000000000,3.000000000000000,17575.639693699999043,4664374.411940000019968,3,4.664374411940000,,404.637054211055215,7340.913747358519686
110,1145,0,9.000000000000000,3.000000000000000,17575.639693699999043,4664374.411940000019968,3,4.664374411940000,,681.711168022907941,14540.011915576540559
111,560,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,167.707121127531849,1736.684866282422945
112,10,8,38.000000000000000,13.000000000000000,18101.212222400001338,4330684.347210000269115,13,4.330684347210000,,1120.342033758869547,27191.038478216618387
113,275,7,33.000000000000000,55.000000000000000,7430.779563520000011,1042212.871580000035465,5a,1.042212871580000,,333.694786370174768,6016.625735681059268
114,794,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,389.769283035395745,3921.417852034920998
115,870,1,12.000000000000000,7.000000000000000,22937.526127599998290,3834022.149100000038743,7,3.834022149100000,,216.631316415412982,2208.193379767084480
116,576,4,21.000000000000000,14.000000000000000,17914.438427400000364,5594663.401320000179112,14,5.594663401320000,,40.171091172014883,33.987170853067440
117,336,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,177.553381830160902,1898.595584216709312
118,91,8,38.000000000000000,13.000000000000000,18101.212222400001338,4330684.347210000269115,13,4.330684347210000,,450.760215809464000,5669.954859921785101
119,236,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,269.596435946905387,2686.530992168701687
120,824,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,171.390375276748784,1457.517309117075456
121,827,1,12.000000000000000,7.000000000000000,22937.526127599998290,3834022.149100000038743,7,3.834022149100000,,208.446324736339875,2239.069467431894736
122,115,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,162.203421107605607,1560.993326937957818
123,150,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,145.275496452476375,1296.466356466560001
124,951,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,5358.798246143524011,194641.765142737101996
125,7,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,161.276772221701407,1450.469262536536462
126,71,8,38.000000000000000,13.000000000000000,18101.212222400001338,4330684.347210000269115,13,4.330684347210000,,393.410566320988551,6957.364644101073281
127,795,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,1762.755498783353005,41572.689117387708393
128,902,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,307.633983875412412,3682.551909673179580
129,1009,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,395.094592112705243,4934.764572356311874
130,725,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,167.068366756356596,1487.437546205881517
131,594,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,8941.763291186722199,333507.214029197057243
132,810,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,302.474363063517103,2599.773424523246376
133,987,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,210.858526999351682,2261.147494062883197
134,24,8,38.000000000000000,13.000000000000000,18101.212222400001338,4330684.347210000269115,13,4.330684347210000,,219.673395057888058,2947.631499984783659
135,789,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,2841.418169551895062,70456.672503390916972
136,1062,0,9.000000000000000,3.000000000000000,17575.639693699999043,4664374.411940000019968,3,4.664374411940000,,196.583130101485693,2090.024893887572034
137,981,1,12.000000000000000,7.000000000000000,22937.526127599998290,3834022.149100000038743,7,3.834022149100000,,125.942803319458093,789.785469898578299
138,708,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,173.862943954163455,1811.776623114629047
139,632,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,625.759174693404816,18093.292903233534162
140,198,7,33.000000000000000,55.000000000000000,7430.779563520000011,1042212.871580000035465,5a,1.042212871580000,,381.860310097817546,6960.494284238900036
141,625,4,21.000000000000000,14.000000000000000,17914.438427400000364,5594663.401320000179112,14,5.594663401320000,,386.157097404122510,6706.777070062410530
142,1116,0,9.000000000000000,3.000000000000000,17575.639693699999043,4664374.411940000019968,3,4.664374411940000,,264.562286479420209,2726.869968910223633
143,563,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,272.742892208993396,4519.084930627125686
144,700,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,185.000188839158227,2154.341345775951140
145,310,6,32.000000000000000,15.000000000000000,15838.729836300000898,3425378.536429999861866,15,3.425378536430000,,203.747854350557361,2357.613722438252807
146,745,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,325.881666961966800,2393.784945227715070
147,218,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,567.093265133373848,17005.918357986076444
148,1141,0,9.000000000000000,3.000000000000000,17575.639693699999043,4664374.411940000019968,3,4.664374411940000,,245.530941076909471,2949.441254103467600
149,121,8,38.000000000000000,13.000000000000000,18101.212222400001338,4330684.347210000269115,13,4.330684347210000,,185.124139419313110,2042.383339418152673
150,547,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,145.034977762445209,1291.396534650989452
151,817,1,12.000000000000000,7.000000000000000,22937.526127599998290,3834022.149100000038743,7,3.834022149100000,,796.616531922290164,21116.480250626780617
152,716,3,16.000000000000000,66.000000000000000,15417.337116400000014,4375909.612429999746382,6a,4.375909612430000,,159.277252306041390,1437.469497453597342
153,753,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,139.466456946670093,1226.616027505620877
154,1000,1,12.000000000000000,7.000000000000000,22937.526127599998290,3834022.149100000038743,7,3.834022149100000,,6601.873961782149308,288253.907492125988938
155,130,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,311.807124045637124,5885.565991618102998
156,936,1,12.000000000000000,7.000000000000000,22937.526127599998290,3834022.149100000038743,7,3.834022149100000,,135.738565241051816,1057.735410249366623
157,4,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,450.497053663186307,6933.725692067834643
158,849,3,16.000000000000000,66.000000000000000,15417.337116400000014,4375909.612429999746382,6a,4.375909612430000,,391.377895985968280,8794.312207845316152
159,724,3,16.000000000000000,66.000000000000000,15417.337116400000014,4375909.612429999746382,6a,4.375909612430000,,298.430653443171991,5148.897193713947672
160,68,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,311.758734100141680,5588.609712926508109
161,398,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,126.172703286138244,949.958614557958867
162,25,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,230.501117605445017,2763.012466755485548
163,589,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,517.055919297245509,13076.954950177345381
164,54,8,38.000000000000000,13.000000000000000,18101.212222400001338,4330684.347210000269115,13,4.330684347210000,,181.277838242658731,1989.470209649409071
165,661,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,214.859450595340576,2677.151828861593458
166,710,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,181.445437849492976,1685.461219157128426
167,307,6,32.000000000000000,15.000000000000000,15838.729836300000898,3425378.536429999861866,15,3.425378536430000,,278.706638729952829,3407.063592413377137
168,957,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,163.397104069993787,1623.502996134325258
169,961,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,155.982805616438384,1430.813637465837246
170,202,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,453.345702672924631,11980.262875344826170
171,649,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,724.050943244302971,18411.324955667994800
172,667,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,427.028499200177009,9691.093080050100980
173,50,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,328.929990631574299,4104.213001202692794
174,405,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,759.365673635780581,19971.807538306238712
175,106,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,782.441348433372127,27319.501365410444123
176,293,6,32.000000000000000,15.000000000000000,15838.729836300000898,3425378.536429999861866,15,3.425378536430000,,284.743277849981837,4982.085188298496178
177,140,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,381.072639235461168,5519.140238022048834
178,822,1,12.000000000000000,7.000000000000000,22937.526127599998290,3834022.149100000038743,7,3.834022149100000,,313.330618556737704,5168.395218445043611
179,1115,0,9.000000000000000,3.000000000000000,17575.639693699999043,4664374.411940000019968,3,4.664374411940000,,145.034403145714833,1262.395833344727635
180,530,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,699.534283238863964,15776.263044653216639
181,327,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,439.633174297685741,8521.148461255574148
182,1038,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,276.497847442238196,4573.815398841185015
183,5,9,39.000000000000000,5.000000000000000,38417.168756400002167,15324785.606100000441074,5,15.324785606100001,Area value excludes 5a,453.957634046232897,7444.636822535074316
184,726,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,222.688795679812813,2898.154462608564245
185,877,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,581.558428254489399,7458.173652524371391
186,174,7,33.000000000000000,55.000000000000000,7430.779563520000011,1042212.871580000035465,5a,1.042212871580000,,38.061160817354690,26.540295897035616
187,469,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,182.690147929711458,1964.159572936098584
188,791,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,200.931411682990671,2409.230016213210092
189,323,6,32.000000000000000,15.000000000000000,15838.729836300000898,3425378.536429999861866,15,3.425378536430000,,184.845328732897144,1956.246933677592779
190,805,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,336.586967331120889,6724.992311174431052
191,445,4,21.000000000000000,14.000000000000000,17914.438427400000364,5594663.401320000179112,14,5.594663401320000,,2469.831412378283858,131124.462835448910482
192,971,3,16.000000000000000,66.000000000000000,15417.337116400000014,4375909.612429999746382,6a,4.375909612430000,,382.215848662355882,4928.627433592984744
193,488,5,24.000000000000000,9.000000000000000,43407.765956800001732,22547918.114199999719858,9,22.547918114200002,,4086.584001138578969,175960.912953493563691
194,995,2,14.000000000000000,6.000000000000000,33450.878361299997778,13842321.921199999749660,6,13.842321921200000,,298.313567041482031,5345.869727060259720
195,314,6,32.000000000000000,15.000000000000000,15838.729836300000898,3425378.536429999861866,15,3.425378536430000,,284.468712788299513,4754.960423749641450
196,58,8,38.000000000000000,13.000000000000000,18101.212222400001338,4330684.347210000269115,13,4.330684347210000,,168.689814069058627,1587.158112787564733
